School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
KIPP Austin College Prep,https://www.schooldigger.com/go/TX/schools/0026411055/school.aspx,KIPP Texas Public Schools,https://www.schooldigger.com/go/TX/district/00264/search.aspx,8004 Cameron Rd,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78754,Travis County,(512) 501-4969,Yes,Yes,No,(n/a),476,25.7,18.4,88.9,2.3,0.2,0.6,93.9,0,0.4,2.5,29.6
KIPP Voyage Academy For Girls,https://www.schooldigger.com/go/TX/schools/0026412486/school.aspx,KIPP Texas Public Schools,https://www.schooldigger.com/go/TX/district/00264/search.aspx,9616 Mesa Dr,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77078,Harris County,(832) 230-0567,Yes,Yes,No,(n/a),346,17.8,19.3,93.9,37.6,0.3,0,61.3,0,0.9,0,29.6
Westbrook School,https://www.schooldigger.com/go/TX/schools/4521005156/school.aspx,Westbrook Independent School District,https://www.schooldigger.com/go/TX/district/45210/search.aspx,102 Bertner,Westbrook,https://www.schooldigger.com/go/TX/city/Westbrook/search.aspx,79565,Mitchell County,(325) 644-2311,Yes,No,No,(n/a),227,21.5,10.5,31.7,0.4,0.4,0,32.6,0,0.9,65.6,29.5
Winters J H,https://www.schooldigger.com/go/TX/schools/4626021472/school.aspx,Winters Independent School District,https://www.schooldigger.com/go/TX/district/46260/search.aspx,705 Rogers St,Winters,https://www.schooldigger.com/go/TX/city/Winters/search.aspx,79567,Runnels County,(325) 754-5518,Yes,No,No,(n/a),92,10.2,8.9,72.8,1.1,0,0,68.5,0,3.3,27.2,29.5
Van Horn School,https://www.schooldigger.com/go/TX/schools/1599001171/school.aspx,Culberson County-Allamoore Independent School District,https://www.schooldigger.com/go/TX/district/15990/search.aspx,200 W 7th St,Van Horn,https://www.schooldigger.com/go/TX/city/Van+Horn/search.aspx,79855,Culberson County,(432) 283-2245,Yes,No,No,(n/a),387,33.6,11.5,81.7,0,0.8,1.8,85,0.3,0.5,11.6,29.5
Beatriz G Garza Middle,https://www.schooldigger.com/go/TX/schools/4496009307/school.aspx,Weslaco Independent School District,https://www.schooldigger.com/go/TX/district/44960/search.aspx,1111 W Sugar Cane Dr,Weslaco,https://www.schooldigger.com/go/TX/city/Weslaco/search.aspx,78596,Hidalgo County,(956) 969-6774,Yes,No,No,(n/a),1085,67,16.1,80,0,0,0,99.5,0,0.1,0.4,29.5
George J H,https://www.schooldigger.com/go/TX/schools/2658005531/school.aspx,Lamar Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/26580/search.aspx,4601 Airport Rd,Rosenberg,https://www.schooldigger.com/go/TX/city/Rosenberg/search.aspx,77471,Fort Bend County,(832) 223-3600,Yes,No,No,(n/a),1670,100.3,16.6,80.8,15,0.2,1.2,72.2,0.1,1.3,9.9,29.5
Harmony Science Academy - Laredo,https://www.schooldigger.com/go/TX/schools/0026612090/school.aspx,Harmony Science Academy (San Antonio),https://www.schooldigger.com/go/TX/district/00266/search.aspx,4401 San Francisco Ave Bldg A,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78041,Webb County,(956) 712-1177,Yes,Yes,No,(n/a),647,39.5,16.3,84.7,0.3,0,0.3,99.1,0,0,0.3,29.4
Etoile Elementary,https://www.schooldigger.com/go/TX/schools/1866001747/school.aspx,Etoile Independent School District,https://www.schooldigger.com/go/TX/district/18660/search.aspx,16039 F M 226,Etoile,https://www.schooldigger.com/go/TX/city/Etoile/search.aspx,75944,Nacogdoches County,(936) 465-9404,Yes,No,No,(n/a),91,12,7.5,76.9,0,0,0,2.2,0,0,97.8,29.4
Vanguard Mozart,https://www.schooldigger.com/go/TX/schools/0019513037/school.aspx,Vanguard Academy,https://www.schooldigger.com/go/TX/district/00195/search.aspx,155 E Business 83,Alamo,https://www.schooldigger.com/go/TX/city/Alamo/search.aspx,78516,Hidalgo County,(956) 223-2030,Yes,Yes,No,(n/a),1081,64,16.8,83.2,0,0,0,99.3,0,0,0.7,29.4
Tulia J H,https://www.schooldigger.com/go/TX/schools/4332004920/school.aspx,Tulia Independent School District,https://www.schooldigger.com/go/TX/district/43320/search.aspx,421 N E 3rd St,Tulia,https://www.schooldigger.com/go/TX/city/Tulia/search.aspx,79088,Swisher County,(806) 995-4842,Yes,No,No,(n/a),212,21.4,9.9,84.9,7.1,0,0,70.8,0,0.5,21.7,29.4
Jarrell Middle,https://www.schooldigger.com/go/TX/schools/2460007492/school.aspx,Jarrell Independent School District,https://www.schooldigger.com/go/TX/district/24600/search.aspx,101 E Ave F,Jarrell,https://www.schooldigger.com/go/TX/city/Jarrell/search.aspx,76537,Williamson County,(512) 746-4180,No,No,No,(n/a),513,38.3,13.3,36.6,4.7,0,1.8,55.9,0,3.7,33.9,29.3
KIPP Polaris Academy For Boys,https://www.schooldigger.com/go/TX/schools/0026412173/school.aspx,KIPP Texas Public Schools,https://www.schooldigger.com/go/TX/district/00264/search.aspx,9636 Mesa Dr,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77078,Harris County,(832) 230-0567,Yes,Yes,No,(n/a),356,16.8,21.1,89.3,32.6,0,0,66.3,0,0.8,0.3,29.3
West Hardin High School,https://www.schooldigger.com/go/TX/schools/4500005127/school.aspx,West Hardin County Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/45000/search.aspx,39227 Hwy 105,Saratoga,https://www.schooldigger.com/go/TX/city/Saratoga/search.aspx,77585,Hardin County,(936) 274-5061,Yes,No,No,(n/a),264,25.7,10.2,56.4,1.1,0,0,2.7,0,0.8,95.5,29.3
Luna Middle,https://www.schooldigger.com/go/TX/schools/3312010438/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,200 N Grosenbacher,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar County,(210) 397-5300,No,No,No,(n/a),1409,83.5,16.8,36.7,9.5,0.1,1.6,66.9,0.4,3.7,17.7,29.2
Valley View Early College Campus,https://www.schooldigger.com/go/TX/schools/4380006181/school.aspx,Valley View Independent School District,https://www.schooldigger.com/go/TX/district/43800/search.aspx,9701 S Jackson Rd,Pharr,https://www.schooldigger.com/go/TX/city/Pharr/search.aspx,78577,Hidalgo County,(956) 340-1200,Yes,No,No,(n/a),535,34.2,15.6,92.7,0,0,0,99.8,0,0,0.2,29.2
South Houston Intermediate,https://www.schooldigger.com/go/TX/schools/3432003850/school.aspx,Pasadena Independent School District,https://www.schooldigger.com/go/TX/district/34320/search.aspx,900 College Ave,South Houston,https://www.schooldigger.com/go/TX/city/South+Houston/search.aspx,77587,Harris County,(713) 740-0490,Yes,No,No,(n/a),734,55.6,13.1,92.6,9.7,0.7,0.7,86,0,0,3,29.1
Kemp J H,https://www.schooldigger.com/go/TX/schools/2532002827/school.aspx,Kemp Independent School District,https://www.schooldigger.com/go/TX/district/25320/search.aspx,1000 Tolosa Rd,Kemp,https://www.schooldigger.com/go/TX/city/Kemp/search.aspx,75143,Kaufman County,(903) 498-1402,Yes,No,No,(n/a),391,33.9,11.5,77.2,1.5,0,0.3,33,0,3.6,61.6,29.1
Lynn Lucas Middle,https://www.schooldigger.com/go/TX/schools/4590005933/school.aspx,Willis Independent School District,https://www.schooldigger.com/go/TX/district/45900/search.aspx,1304 N Campbell St,Willis,https://www.schooldigger.com/go/TX/city/Willis/search.aspx,77378,Montgomery County,(936) 856-1274,No,No,No,(n/a),848,48.9,17.3,65.6,8,0.5,0.2,46,0.2,3.7,41.4,29.1
Eisenhower Middle,https://www.schooldigger.com/go/TX/schools/3294003636/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,8231 Blanco Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78216,Bexar County,(210) 356-3500,No,No,No,(n/a),967,63.3,15.2,62.9,7.4,0.1,1.7,69,0,2.2,19.6,29
Rudder Middle,https://www.schooldigger.com/go/TX/schools/3312005786/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,6558 Horn Blvd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78240,Bexar County,(210) 397-5000,Yes,No,No,(n/a),990,64.5,15.3,72.9,10.3,0.1,7.8,62.3,0,2.8,16.7,29
Covington Middle,https://www.schooldigger.com/go/TX/schools/0894006208/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,3700 Convict Hill Rd,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78749,Travis County,(512) 414-3276,No,No,No,(n/a),794,58.6,13.5,56.3,6.2,0.3,0.8,56.2,0.3,4.2,32.2,29
Beverly Hills Intermediate,https://www.schooldigger.com/go/TX/schools/3432003819/school.aspx,Pasadena Independent School District,https://www.schooldigger.com/go/TX/district/34320/search.aspx,11111 Beamer,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77089,Harris County,(713) 740-0420,Yes,No,No,(n/a),971,76.6,12.6,79.1,18.5,0,8.2,67.8,0.1,1.2,4.1,29
Special Rafael Hernando Middle,https://www.schooldigger.com/go/TX/schools/4071011218/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,3451 Rich Beem Blvd,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79938,El Paso County,(915) 937-9800,Yes,No,No,(n/a),1040,60.7,17.1,73.3,3.4,0.4,0.4,90.2,0.2,1.3,4.1,29
A+ Unlimited Potential - University,https://www.schooldigger.com/go/TX/schools/0145313369/school.aspx,A+ Unlimited Potential,https://www.schooldigger.com/go/TX/district/01453/search.aspx,2410 Hamilton,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77004,Harris County,(713) 204-3837,Yes,Yes,No,(n/a),152,6.9,21.9,69.1,44.7,0,2.6,42.1,0,1.3,9.2,29
Anthony Middle,https://www.schooldigger.com/go/TX/schools/0843008550/school.aspx,Anthony Independent School District,https://www.schooldigger.com/go/TX/district/08430/search.aspx,813 6th St,Anthony,https://www.schooldigger.com/go/TX/city/Anthony/search.aspx,79821,El Paso County,(915) 886-6530,Yes,No,No,(n/a),199,13.5,14.6,63.3,0,0,0,97.5,0,0,2.5,29
Landrum Middle,https://www.schooldigger.com/go/TX/schools/4110004677/school.aspx,Spring Branch Independent School District,https://www.schooldigger.com/go/TX/district/41100/search.aspx,2200 Ridgecrest,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77055,Harris County,(713) 251-3700,Yes,No,No,(n/a),973,71.2,13.6,93.6,2.7,0.3,1.2,91.4,0,2.2,2.3,28.9
Hermleigh School,https://www.schooldigger.com/go/TX/schools/2304002343/school.aspx,Hermleigh Independent School District,https://www.schooldigger.com/go/TX/district/23040/search.aspx,8010 Business 84h,Hermleigh,https://www.schooldigger.com/go/TX/city/Hermleigh/search.aspx,79526,Scurry County,(325) 863-2451,Yes,No,No,(n/a),265,21.6,12.2,35.8,2.6,0.4,0,41.9,0,2.6,52.5,28.9
Hamlin Middle,https://www.schooldigger.com/go/TX/schools/1527001061/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,3900 Hamlin Dr,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78411,Nueces County,(361) 878-4210,Yes,No,No,(n/a),548,32.9,16.6,81.2,2.6,0,0.7,84.1,0.4,0.7,11.5,28.9
School Of Science And Technology Excellence,https://www.schooldigger.com/go/TX/schools/0025813571/school.aspx,School Of Science And Technology,https://www.schooldigger.com/go/TX/district/00258/search.aspx,330 N Sam Houston Pkwy E,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77060,Harris County,(832) 672-6671,Yes,Yes,No,(n/a),549,34.3,16,86,31.9,0.7,0.5,63.2,0,0.9,2.7,28.9
Uplift Summit International Middle,https://www.schooldigger.com/go/TX/schools/0003012239/school.aspx,Uplift Education,https://www.schooldigger.com/go/TX/district/00030/search.aspx,1301 N Center St,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76011,Tarrant County,(817) 287-5121,Yes,Yes,No,(n/a),526,28.6,18.3,77,32.9,0.4,3.4,55.7,0,3.4,4.2,28.9
North Oaks Middle,https://www.schooldigger.com/go/TX/schools/1023000492/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,4800 Jordan Park Dr,Haltom City,https://www.schooldigger.com/go/TX/city/Haltom+City/search.aspx,76117,Tarrant County,(817) 547-4600,Yes,No,No,(n/a),543,41,13.2,70.7,20.1,0.2,8.8,40.7,0.4,3.9,26,28.9
George Wagner Middle,https://www.schooldigger.com/go/TX/schools/2060013486/school.aspx,Georgetown Independent School District,https://www.schooldigger.com/go/TX/district/20600/search.aspx,507 E University Ave,Georgetown,https://www.schooldigger.com/go/TX/city/Georgetown/search.aspx,78626,Williamson County,(512) 943-1830,No,No,No,(n/a),822,59.9,13.7,42.5,5.6,0.2,2.2,53.2,0,3.6,35.2,28.9
Idea College Preparatory Pharr,https://www.schooldigger.com/go/TX/schools/0021112390/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,600 E Las Milpas Rd,Pharr,https://www.schooldigger.com/go/TX/city/Pharr/search.aspx,78577,Hidalgo County,(956) 283-1515,Yes,Yes,No,(n/a),797,36.7,21.7,92.5,0,0,0,98.2,0,0,1.8,28.8
Francis R Scobee Middle,https://www.schooldigger.com/go/TX/schools/4095008118/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,10675 Marbach Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar County,(210) 645-7500,Yes,No,No,(n/a),841,58.4,14.3,73.4,6.1,0.1,0.2,86.1,0.2,1.5,5.7,28.8
Herman Furlough Junior Middle,https://www.schooldigger.com/go/TX/schools/4245004843/school.aspx,Terrell Independent School District,https://www.schooldigger.com/go/TX/district/42450/search.aspx,1351 Colquitt Rd,Terrell,https://www.schooldigger.com/go/TX/city/Terrell/search.aspx,75160,Kaufman County,(972) 563-7501,No,No,No,(n/a),1121,71.2,15.7,74.1,22.5,0.4,0.3,51.7,0,3.8,21.2,28.7
Mann Middle,https://www.schooldigger.com/go/TX/schools/0744000031/school.aspx,Abilene Independent School District,https://www.schooldigger.com/go/TX/district/07440/search.aspx,2545 Mimosa Dr,Abilene,https://www.schooldigger.com/go/TX/city/Abilene/search.aspx,79603,Taylor County,(325) 672-8493,No,No,No,(n/a),938,63.5,14.7,73.1,13.4,0.1,0.2,53.6,0.2,3.4,29,28.7
Heritage Academy Of Del Rio Middle,https://www.schooldigger.com/go/TX/schools/0008013778/school.aspx,Heritage Academy,https://www.schooldigger.com/go/TX/district/00080/search.aspx,605 Amistad Blvd,Del Rio,https://www.schooldigger.com/go/TX/city/Del+Rio/search.aspx,78840,Val Verde County,(830) 774-6230,Yes,Yes,No,(n/a),263,15.2,17.2,22.4,0,0,0.4,95.4,0,0.4,3.8,28.7
Uplift Peak Preparatory Middle,https://www.schooldigger.com/go/TX/schools/0003011187/school.aspx,Uplift Education,https://www.schooldigger.com/go/TX/district/00030/search.aspx,4600 Bryan St,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75204,Dallas County,(214) 821-7325,Yes,Yes,No,(n/a),460,32.2,14.2,88.5,4.6,0.2,0.7,91.7,0.2,1.1,1.5,28.6
Huffines Middle,https://www.schooldigger.com/go/TX/schools/2730007583/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,1440 N Valley Pkwy,Lewisville,https://www.schooldigger.com/go/TX/city/Lewisville/search.aspx,75077,Denton County,(469) 713-5990,Yes,No,No,(n/a),797,59.5,13.3,58.6,18.1,0.1,7.7,46.8,0.1,4.3,23,28.6
Zavalla High School,https://www.schooldigger.com/go/TX/schools/4674005354/school.aspx,Zavalla Independent School District,https://www.schooldigger.com/go/TX/district/46740/search.aspx,431 E Main St,Zavalla,https://www.schooldigger.com/go/TX/city/Zavalla/search.aspx,75980,Angelina County,(936) 897-2301,Yes,No,No,(n/a),152,17.5,8.6,57.2,0.7,0,0,6.6,0,2,90.8,28.6
McMichael Middle,https://www.schooldigger.com/go/TX/schools/3209010975/school.aspx,Nacogdoches Independent School District,https://www.schooldigger.com/go/TX/district/32090/search.aspx,4330 S E Stallings Dr,Nacogdoches,https://www.schooldigger.com/go/TX/city/Nacogdoches/search.aspx,75961,Nacogdoches County,(936) 552-0519,Yes,No,No,(n/a),729,54.4,13.3,90.9,31.6,0,0.1,50.6,0.3,0.7,16.7,28.6
Energized For Stem Academy Middle,https://www.schooldigger.com/go/TX/schools/2364012383/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,7055 Beechnut,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77074,Harris County,(713) 773-3600,Yes,Yes,No,(n/a),432,20,21.6,98.1,11.6,0,2.3,83.3,0,0.2,2.5,28.6
Varnett Charter School,https://www.schooldigger.com/go/TX/schools/0007307913/school.aspx,The Varnett Public School,https://www.schooldigger.com/go/TX/district/00073/search.aspx,5025 S Willow Dr,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77035,Harris County,(713) 723-4699,Yes,Yes,No,(n/a),590,26.4,22.2,96.4,59.2,0,0,40.5,0,0.3,0,28.5
Missouri City Middle,https://www.schooldigger.com/go/TX/schools/1965001823/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,202 Martin Ln,Missouri City,https://www.schooldigger.com/go/TX/city/Missouri+City/search.aspx,77489,Fort Bend County,(281) 634-3440,Yes,No,No,(n/a),1008,75.4,13.3,78.7,61.5,0.3,1,34.3,0.3,1.6,1,28.5
Gunn J H,https://www.schooldigger.com/go/TX/schools/0870000247/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,3000 S Fielder Rd,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76015,Tarrant County,(682) 867-5400,Yes,No,No,(n/a),452,35.4,12.7,84.7,31.6,0.9,0.9,48,0.2,3.1,15.3,28.5
Rains J H,https://www.schooldigger.com/go/TX/schools/3636004082/school.aspx,Rains Independent School District,https://www.schooldigger.com/go/TX/district/36360/search.aspx,1751 W Us Hwy 69,Emory,https://www.schooldigger.com/go/TX/city/Emory/search.aspx,75440,Rains County,(903) 473-2222,Yes,No,No,(n/a),406,28.5,14.2,61.8,3,0.7,0.2,20.4,0,3.2,72.4,28.4
Iltexas Arlington Middle,https://www.schooldigger.com/go/TX/schools/0144013016/school.aspx,International Leadership Of Texas (Iltexas),https://www.schooldigger.com/go/TX/district/01440/search.aspx,4950 S Bowen Rd,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76017,Tarrant County,(817) 496-0400,Yes,Yes,No,(n/a),387,23.2,16.6,68.7,23,0,1.8,69.3,0,1.8,4.1,28.3
Harmony Science Academy - Bryan,https://www.schooldigger.com/go/TX/schools/0027412518/school.aspx,Harmony School Of Excellence,https://www.schooldigger.com/go/TX/district/00274/search.aspx,2031 S Texas Ave,Bryan,https://www.schooldigger.com/go/TX/city/Bryan/search.aspx,77802,Brazos County,(979) 779-2100,Yes,Yes,No,(n/a),363,26.7,13.5,87.1,22.6,0,2.5,59.5,0,2.8,12.7,28.3
Idea Walzem College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113148/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,6445 Walzem Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78239,Bexar County,(210) 239-4600,Yes,Yes,No,(n/a),728,40.2,18.1,80.1,22.1,0.3,1.6,66.5,0.5,1.6,7.3,28.3
Falfurrias J H,https://www.schooldigger.com/go/TX/schools/1158000631/school.aspx,Brooks County Independent School District,https://www.schooldigger.com/go/TX/district/11580/search.aspx,602 S Center St,Falfurrias,https://www.schooldigger.com/go/TX/city/Falfurrias/search.aspx,78355,Brooks County,(361) 325-8000,Yes,Yes,No,(n/a),343,26,13.1,87.5,0,0,0,98.3,0,0,1.7,28.2
Bartlett Schools,https://www.schooldigger.com/go/TX/schools/0954000406/school.aspx,Bartlett Independent School District,https://www.schooldigger.com/go/TX/district/09540/search.aspx,404 N Robinson,Bartlett,https://www.schooldigger.com/go/TX/city/Bartlett/search.aspx,76511,Bell County,(254) 527-4247,Yes,No,No,(n/a),380,32.3,11.7,88.7,11.3,0.3,0.5,64.2,0,2.9,20.8,28.2
Frank L Madla Accelerated Collegiate Academy,https://www.schooldigger.com/go/TX/schools/0006111122/school.aspx,New Frontiers Public Schools Inc,https://www.schooldigger.com/go/TX/district/00061/search.aspx,4018 S Presa,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78223,Bexar County,(210) 550-0314,Yes,Yes,No,(n/a),321,30.7,10.4,86,0.6,0,0,96.9,0,0,2.5,28.1
Quest Campus Pre-K Thru 8,https://www.schooldigger.com/go/TX/schools/0009508166/school.aspx,A W Brown Leadership Academy,https://www.schooldigger.com/go/TX/district/00095/search.aspx,5701 Red Bird Ctr Dr,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75237,Dallas County,(972) 709-4700,Yes,Yes,No,(n/a),614,33.2,18.4,95.3,94,0.2,0.2,4.1,0,1.3,0.3,28.1
Mineral Wells J H,https://www.schooldigger.com/go/TX/schools/3095003488/school.aspx,Mineral Wells Independent School District,https://www.schooldigger.com/go/TX/district/30950/search.aspx,1301 S E 14th Ave,Mineral Wells,https://www.schooldigger.com/go/TX/city/Mineral+Wells/search.aspx,76067,Palo Pinto County,(940) 325-0711,No,No,No,(n/a),506,38.5,13.1,80.6,3.2,0,0.6,42.9,0,2.6,50.8,28.1
Woodlake Hills Middle,https://www.schooldigger.com/go/TX/schools/2499007189/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,6625 Woodlake Pkwy,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78244,Bexar County,(210) 661-1110,Yes,No,No,(n/a),892,64,13.9,65,25.8,0.3,1.8,57,0.2,3.7,11.2,28.1
Bruni Middle,https://www.schooldigger.com/go/TX/schools/4481005613/school.aspx,Webb Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/44810/search.aspx,619 Ave F,Bruni,https://www.schooldigger.com/go/TX/city/Bruni/search.aspx,78344,Webb County,(361) 747-5415,Yes,No,No,(n/a),63,7.1,8.7,85.7,0,0,0,95.2,0,0,4.8,28.1
Brooks Collegiate Academy,https://www.schooldigger.com/go/TX/schools/0026813064/school.aspx,Brooks Academies Of Texas,https://www.schooldigger.com/go/TX/district/00268/search.aspx,4802 Vance Jackson Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar County,(210) 850-3002,Yes,Yes,No,(n/a),1461,82.2,17.7,69.1,6.6,0.3,1.6,78.2,0.1,2,11.2,28
Irma Marsh Middle,https://www.schooldigger.com/go/TX/schools/1317000818/school.aspx,Castleberry Independent School District,https://www.schooldigger.com/go/TX/district/13170/search.aspx,415 Hagg Dr,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76114,Tarrant County,(817) 252-2200,Yes,No,No,(n/a),917,54.4,16.8,84.1,2.1,0.2,0.2,82.4,0.1,0.9,14.1,28
Somerville High School,https://www.schooldigger.com/go/TX/schools/4077004626/school.aspx,Somerville Independent School District,https://www.schooldigger.com/go/TX/district/40770/search.aspx,570 8th St,Somerville,https://www.schooldigger.com/go/TX/city/Somerville/search.aspx,77879,Burleson County,(979) 596-1534,No,No,No,(n/a),184,21.7,8.4,63.6,22.3,0,1.1,39.7,0,2.7,34.2,28
KIPP Spirit College Prep,https://www.schooldigger.com/go/TX/schools/0026411457/school.aspx,KIPP Texas Public Schools,https://www.schooldigger.com/go/TX/district/00264/search.aspx,11000 Scott St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77047,Harris County,(832) 230-0562,Yes,Yes,No,(n/a),483,20.4,23.5,88,73.1,0,0,26.3,0,0.6,0,27.9
Capt Walter E Clarke Middle,https://www.schooldigger.com/go/TX/schools/4071003998/school.aspx,Socorro Independent School District,https://www.schooldigger.com/go/TX/district/40710/search.aspx,1515 Bob Hope,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79936,El Paso County,(915) 937-5600,Yes,No,No,(n/a),966,60.3,16,77.8,2.2,0,0.4,93.1,0.1,0.5,3.7,27.8
La Vega J H George Dixon Campus,https://www.schooldigger.com/go/TX/schools/2628002966/school.aspx,La Vega Independent School District,https://www.schooldigger.com/go/TX/district/26280/search.aspx,4401 Orchard Ln,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76705,McLennan County,(254) 799-2428,Yes,No,No,(n/a),444,36.3,12.2,88.5,25.7,0,0,57.9,0,1.1,15.3,27.8
Northbrook Middle,https://www.schooldigger.com/go/TX/schools/4110021325/school.aspx,Spring Branch Independent School District,https://www.schooldigger.com/go/TX/district/41100/search.aspx,3030 Rosefield Dr,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77080,Harris County,(713) 251-4100,Yes,No,No,(n/a),946,61.4,15.3,94,2.3,0.6,0.5,92.7,0,0.2,3.6,27.7
Jefferson J H,https://www.schooldigger.com/go/TX/schools/2473002765/school.aspx,Jefferson Independent School District,https://www.schooldigger.com/go/TX/district/24730/search.aspx,804 N Alley,Jefferson,https://www.schooldigger.com/go/TX/city/Jefferson/search.aspx,75657,Marion County,(903) 665-2461,Yes,No,No,(n/a),405,32.2,12.5,72.8,28.9,0,0.5,6.9,0,4.4,59.3,27.7
Iltexas Saginaw Middle,https://www.schooldigger.com/go/TX/schools/0144013406/school.aspx,International Leadership Of Texas (Iltexas),https://www.schooldigger.com/go/TX/district/01440/search.aspx,500 Old Decatur Rd,Saginaw,https://www.schooldigger.com/go/TX/city/Saginaw/search.aspx,76179,Tarrant County,(682) 250-3600,Yes,Yes,No,(n/a),438,25.2,17.3,51.8,13.7,0,2.7,65.5,0,5,13,27.7
Raul Quintanilla Senior Middle Steam Academy,https://www.schooldigger.com/go/TX/schools/1623007566/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,2700 Remond Dr,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75211,Dallas County,(972) 502-3200,Yes,No,No,(n/a),693,45.9,15,92.8,5.2,0.1,0,93.4,0.1,0,1.2,27.7
Dawson High School,https://www.schooldigger.com/go/TX/schools/1638001397/school.aspx,Dawson Independent School District,https://www.schooldigger.com/go/TX/district/16380/search.aspx,199 N School Ave,Dawson,https://www.schooldigger.com/go/TX/city/Dawson/search.aspx,76639,Navarro County,(254) 578-1031,Yes,No,No,(n/a),249,20.7,11.9,65.9,9.6,2.4,0,18.9,0,2.4,66.7,27.7
Lockhart J H,https://www.schooldigger.com/go/TX/schools/2787008716/school.aspx,Lockhart Independent School District,https://www.schooldigger.com/go/TX/district/27870/search.aspx,500 City Line Rd,Lockhart,https://www.schooldigger.com/go/TX/city/Lockhart/search.aspx,78644,Caldwell County,(512) 398-0770,No,No,No,(n/a),1484,79.9,18.5,75.7,2.7,0.3,0.5,78.4,0,1.5,16.6,27.5
