School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Meadow School,https://www.schooldigger.com/go/TX/schools/3000003370/school.aspx,Meadow Independent School District,https://www.schooldigger.com/go/TX/district/30000/search.aspx,Meadow,https://www.schooldigger.com/go/TX/city/Meadow/search.aspx,79345,Terry,(806) 539-2246,Yes,No,No,No,348,30,11.6,0.74,0.01,0.01,0,0.7,,,18.1
Kermit J H,https://www.schooldigger.com/go/TX/schools/2556002846/school.aspx,Kermit Independent School District,https://www.schooldigger.com/go/TX/district/25560/search.aspx,Kermit,https://www.schooldigger.com/go/TX/city/Kermit/search.aspx,79745,Winkler,(432) 586-1040,Yes,No,No,Yes,323,22,14.6,0.68,0.02,0,0.01,0.77,,,18
Jefferson J H,https://www.schooldigger.com/go/TX/schools/2473002765/school.aspx,Jefferson Independent School District,https://www.schooldigger.com/go/TX/district/24730/search.aspx,Jefferson,https://www.schooldigger.com/go/TX/city/Jefferson/search.aspx,75657,Marion,(903) 665-2461,Yes,No,No,Yes,333,28,11.8,0.53,0.36,0.01,0.01,0.05,,,18
Menard J H,https://www.schooldigger.com/go/TX/schools/3021007043/school.aspx,Menard Independent School District,https://www.schooldigger.com/go/TX/district/30210/search.aspx,Menard,https://www.schooldigger.com/go/TX/city/Menard/search.aspx,76859,Menard,(325) 396-2348,Yes,No,No,No,65,6,10.8,0.74,0,0,0,0.63,,,17.9
Harris Middle,https://www.schooldigger.com/go/TX/schools/3873004355/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78204,Bexar,(210) 228-1220,Yes,Yes,No,Yes,793,44,18,0.92,0,0,0,0.99,,,17.9
Sam Rayburn,https://www.schooldigger.com/go/TX/schools/1179006658/school.aspx,Bryan Independent School District,https://www.schooldigger.com/go/TX/district/11790/search.aspx,Bryan,https://www.schooldigger.com/go/TX/city/Bryan/search.aspx,77802,Brazos,(979) 209-6600,Yes,No,No,Yes,777,56,13.8,0.66,0.32,0,0,0.38,,,17.8
Legacy Preparatory Charter Academy Mesquite,https://www.schooldigger.com/go/TX/schools/0142812874/school.aspx,Legacy Preparatory,https://www.schooldigger.com/go/TX/district/01428/search.aspx,Mesquite,https://www.schooldigger.com/go/TX/city/Mesquite/search.aspx,75149,Dallas,(469) 206-2220,Yes,Yes,No,Yes,528,,16,0.76,0.23,0,0.02,0.61,,,17.8
H F Stevens Middle,https://www.schooldigger.com/go/TX/schools/1591001157/school.aspx,Crowley Independent School District,https://www.schooldigger.com/go/TX/district/15910/search.aspx,Crowley,https://www.schooldigger.com/go/TX/city/Crowley/search.aspx,76036,Tarrant,(817) 297-5840,Yes,No,No,Yes,912,60,15.2,0.64,0.35,0,0.02,0.3,,,17.8
Curtistene S McCowan Middle,https://www.schooldigger.com/go/TX/schools/1686011474/school.aspx,Desoto Independent School District,https://www.schooldigger.com/go/TX/district/16860/search.aspx,Glenn Heights,https://www.schooldigger.com/go/TX/city/Glenn+Heights/search.aspx,75154,Dallas,(972) 274-8090,Yes,No,Yes,Yes,846,53,15.9,0.75,0.75,0,0,0.21,,,17.7
Brooks Academy Of Science And Engineering,https://www.schooldigger.com/go/TX/schools/0026811128/school.aspx,Brooks Academy Of Science And Engineering,https://www.schooldigger.com/go/TX/district/00268/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78235,Bexar,(210) 633-9006,Yes,Yes,No,No,,71,19.3,0.7,0.02,0,0.01,0.89,,,17.6
Cunningham Middle,https://www.schooldigger.com/go/TX/schools/1527001052/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78416,Nueces,(361) 878-4630,Yes,No,No,No,541,36,15,0.88,0.03,0,0,0.93,,,17.6
Sam Houston Middle,https://www.schooldigger.com/go/TX/schools/2034002030/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75041,Dallas,(972) 926-2640,Yes,No,No,No,1072,74,14.4,0.85,0.07,0.01,0.01,0.84,,,17.6
Thomas C Marsh Middle,https://www.schooldigger.com/go/TX/schools/1623001369/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75244,Dallas,(972) 502-6600,Yes,No,No,Yes,1084,69,15.7,0.87,0.05,0,0.01,0.89,,,17.6
E T Wrenn Middle,https://www.schooldigger.com/go/TX/schools/1815001612/school.aspx,Edgewood Independent School District,https://www.schooldigger.com/go/TX/district/18150/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78237,Bexar,(210) 444-8475,Yes,No,No,No,498,34,14.6,0.94,0.02,0,0,0.97,,,17.6
Campbell High School,https://www.schooldigger.com/go/TX/schools/1266000764/school.aspx,Campbell Independent School District,https://www.schooldigger.com/go/TX/district/12660/search.aspx,Campbell,https://www.schooldigger.com/go/TX/city/Campbell/search.aspx,75422,Hunt,(903) 862-3257,Yes,No,No,Yes,198,18,11,0.51,0.02,0,0,0.17,,,17.4
Reagan K-8 Educational Center,https://www.schooldigger.com/go/TX/schools/2364012085/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77053,Harris,(713) 556-6000,Yes,No,No,Yes,1057,60,17.6,0.89,0.32,0,0,0.67,,,17.4
Bedichek Middle School,https://www.schooldigger.com/go/TX/schools/0894000299/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78745,Travis,(512) 414-3265,Yes,No,No,Yes,969,73,13.2,0.83,0.06,0,0.01,0.84,,,17.4
Gilbert Gerdes J H,https://www.schooldigger.com/go/TX/schools/2859006141/school.aspx,Luling Independent School District,https://www.schooldigger.com/go/TX/district/28590/search.aspx,Luling,https://www.schooldigger.com/go/TX/city/Luling/search.aspx,78648,Caldwell,(830) 875-2121,Yes,No,No,No,298,22,13.5,0.71,0.05,0,0,0.66,,,17.4
Somerset J H,https://www.schooldigger.com/go/TX/schools/4074004624/school.aspx,Somerset Independent School District,https://www.schooldigger.com/go/TX/district/40740/search.aspx,Somerset,https://www.schooldigger.com/go/TX/city/Somerset/search.aspx,78069,Bexar,(866) 852-9862,Yes,No,No,No,560,44,12.7,0.81,0.01,0,0,0.85,,,17.3
Veterans Middle,https://www.schooldigger.com/go/TX/schools/1739008842/school.aspx,Donna Independent School District,https://www.schooldigger.com/go/TX/district/17390/search.aspx,Donna,https://www.schooldigger.com/go/TX/city/Donna/search.aspx,78537,Hidalgo,(956) 464-1350,Yes,No,No,Yes,1004,80,12.5,0.76,0,0,0,1,,,17.3
John Adams Middle,https://www.schooldigger.com/go/TX/schools/2142002143/school.aspx,Grand Prairie Independent School District,https://www.schooldigger.com/go/TX/district/21420/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75050,Dallas,(972) 262-1934,Yes,No,No,Yes,653,51,12.8,0.86,0.26,0.01,0.01,0.62,,,17.3
Flores Middle,https://www.schooldigger.com/go/TX/schools/4372013056/school.aspx,Uvalde Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/43720/search.aspx,Uvalde,https://www.schooldigger.com/go/TX/city/Uvalde/search.aspx,78801,Uvalde,(830) 591-2976,Yes,No,No,Yes,616,49,12.5,0.79,0,0,0.01,0.89,,,17.3
Dr M L Garza-Gonzalez Charter School,https://www.schooldigger.com/go/TX/schools/0002507411/school.aspx,Dr M L Garza-Gonzalez Charter School,https://www.schooldigger.com/go/TX/district/00025/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78416,Nueces,(361) 881-9988,Yes,Yes,No,No,95,9,10.5,0.87,0,0,0,1,,,17.2
Jean McClung Middle,https://www.schooldigger.com/go/TX/schools/1970012314/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76107,Tarrant,(817) 871-2000,Yes,No,No,Yes,832,51,16.3,0.67,0.46,0,0.01,0.49,,,17.2
La Academia De Estrellas,https://www.schooldigger.com/go/TX/schools/0027011188/school.aspx,La Academia De Estrellas,https://www.schooldigger.com/go/TX/district/00270/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75236,Dallas,(214) 946-8908,Yes,Yes,No,No,1048,53,19.7,0.94,0.01,0,0,0.98,,,17.2
Whittier Middle,https://www.schooldigger.com/go/TX/schools/3873004408/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78201,Bexar,(210) 738-9755,Yes,Yes,No,Yes,854,49,17.4,0.94,0,0,0,0.98,,,17.1
John B Hood Middle,https://www.schooldigger.com/go/TX/schools/1623001280/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75227,Dallas,(972) 749-4100,Yes,No,No,Yes,1036,65,15.9,0.93,0.15,0,0,0.83,,,17
Christa McAuliffe Middle,https://www.schooldigger.com/go/TX/schools/1965007282/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77053,Fort Bend,(281) 634-3360,Yes,No,No,Yes,885,59,15,0.82,0.51,0,0,0.47,,,16.9
Delay Middle,https://www.schooldigger.com/go/TX/schools/2730006978/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,Lewisville,https://www.schooldigger.com/go/TX/city/Lewisville/search.aspx,75057,Denton,(469) 713-5191,Yes,No,No,No,984,76,12.9,0.87,0.1,0,0.05,0.72,,,16.9
Landrum Middle,https://www.schooldigger.com/go/TX/schools/4110004677/school.aspx,Spring Branch Independent School District,https://www.schooldigger.com/go/TX/district/41100/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77055,Harris,(713) 251-3700,Yes,No,No,Yes,1045,53,19.7,0.72,0.02,0,0,0.96,,,16.9
The Education And Training Center,https://www.schooldigger.com/go/TX/schools/0001410415/school.aspx,George Gervin Academy,https://www.schooldigger.com/go/TX/district/00014/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78220,Bexar,(210) 587-3576,Yes,Yes,No,No,69,7,9.8,0.96,0.62,0,0,0.36,,,16.8
Seagoville Middle,https://www.schooldigger.com/go/TX/schools/1623001353/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75253,Dallas,(972) 892-7100,Yes,No,No,Yes,1151,69,16.6,0.84,0.18,0,0,0.67,,,16.7
Amherst School,https://www.schooldigger.com/go/TX/schools/0816000188/school.aspx,Amherst Independent School District,https://www.schooldigger.com/go/TX/district/08160/search.aspx,Amherst,https://www.schooldigger.com/go/TX/city/Amherst/search.aspx,79312,Lamb,(806) 246-3221,Yes,No,No,Yes,160,19,8.4,0.82,0.04,0,0,0.84,,,16.6
Arthur L Davila Middle,https://www.schooldigger.com/go/TX/schools/1179011155/school.aspx,Bryan Independent School District,https://www.schooldigger.com/go/TX/district/11790/search.aspx,Bryan,https://www.schooldigger.com/go/TX/city/Bryan/search.aspx,77803,Brazos,(979) 209-7150,Yes,No,No,Yes,651,40,16.2,0.78,0.15,0,0,0.58,,,16.6
Martin Middle,https://www.schooldigger.com/go/TX/schools/1527001070/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78416,Nueces,(361) 878-4690,Yes,No,No,Yes,690,42,16.4,0.93,0.04,0,0,0.93,,,16.4
Liberty-Eylau Middle,https://www.schooldigger.com/go/TX/schools/2739003082/school.aspx,Liberty-Eylau Independent School District,https://www.schooldigger.com/go/TX/district/27390/search.aspx,Texarkana,https://www.schooldigger.com/go/TX/city/Texarkana/search.aspx,75501,Bowie,(903) 838-5555,Yes,No,No,No,702,,13.2,0.81,0.49,0,0,0.05,,,16.4
Stroman Middle,https://www.schooldigger.com/go/TX/schools/4415005001/school.aspx,Victoria Independent School District,https://www.schooldigger.com/go/TX/district/44150/search.aspx,Victoria,https://www.schooldigger.com/go/TX/city/Victoria/search.aspx,77901,Victoria,(361) 573-7453,Yes,No,No,Yes,774,62,12.4,0.8,0.1,0.01,0,0.77,,,16.4
San Antonio School For Inquiry & Creativity,https://www.schooldigger.com/go/TX/schools/0020008701/school.aspx,San Antonio School For Inquiry & Creativity,https://www.schooldigger.com/go/TX/district/00200/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 738-0020,Yes,Yes,No,No,340,23,14.7,0.89,0.04,0,0,0.83,,,16.3
J Herman Reed Middle,https://www.schooldigger.com/go/TX/schools/1764001528/school.aspx,Duncanville Independent School District,https://www.schooldigger.com/go/TX/district/17640/search.aspx,Duncanville,https://www.schooldigger.com/go/TX/city/Duncanville/search.aspx,75116,Dallas,(972) 708-3500,Yes,No,No,Yes,,38,14.9,0.78,0.42,0.01,0.01,0.53,,,16.3
John B Hood,https://www.schooldigger.com/go/TX/schools/1800001582/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79762,Ector,(432) 456-0459,Yes,No,No,No,823,57,14.4,0.47,0.05,0.01,0.01,0.68,,,16.2
Life School Oak Cliff,https://www.schooldigger.com/go/TX/schools/0005507849/school.aspx,Life School,https://www.schooldigger.com/go/TX/district/00055/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75224,Dallas,(214) 376-8200,Yes,Yes,No,Yes,1598,102,15.6,0.77,0.58,0,0,0.39,,,16.2
Deady Middle,https://www.schooldigger.com/go/TX/schools/2364002435/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77012,Harris,(713) 845-7411,Yes,No,No,No,777,49,15.8,0.96,0.01,0,0,0.97,,,16.1
Bowie J H,https://www.schooldigger.com/go/TX/schools/1800001570/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79761,Ector,(432) 456-0439,Yes,No,No,No,1013,64,15.8,0.48,0.05,0.01,0.02,0.74,,,16.1
Alvarado J H,https://www.schooldigger.com/go/TX/schools/0001100129/school.aspx,Alvarado Independent School District,https://www.schooldigger.com/go/TX/district/00011/search.aspx,Alvarado,https://www.schooldigger.com/go/TX/city/Alvarado/search.aspx,76009,Johnson,(817) 783-6840,Yes,No,No,Yes,508,34,14.9,0.56,0.03,0.01,0.01,0.31,,,16.1
Bassett Middle,https://www.schooldigger.com/go/TX/schools/1830005706/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79930,El Paso,(915) 231-2260,Yes,No,No,No,667,45,14.8,0.79,0.08,0.01,0.01,0.73,,,16.1
Myra Green Middle,https://www.schooldigger.com/go/TX/schools/3654004095/school.aspx,Raymondville Independent School District,https://www.schooldigger.com/go/TX/district/36540/search.aspx,Raymondville,https://www.schooldigger.com/go/TX/city/Raymondville/search.aspx,78580,Willacy,(956) 689-8171,Yes,No,No,No,463,45,10.2,0.88,0,0,0,0.99,,,16.1
Rhodes Middle,https://www.schooldigger.com/go/TX/schools/3873004386/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78207,Bexar,(210) 978-7925,Yes,Yes,Yes,No,778,45,17.2,0.94,0.03,0,0,0.96,,,15.9
Jackson Middle,https://www.schooldigger.com/go/TX/schools/2364002498/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77023,Harris,(713) 924-1760,Yes,No,No,No,913,53,17.2,0.9,0.13,0,0,0.85,,,15.9
Crockett J H,https://www.schooldigger.com/go/TX/schools/1800001574/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79763,Ector,(432) 456-0449,Yes,No,No,No,923,59,15.6,0.5,0.02,0,0,0.82,,,15.8
Sharon Christa McAuliffe Middle,https://www.schooldigger.com/go/TX/schools/4095006042/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78242,Bexar,(210) 623-6260,Yes,No,No,No,918,65,14.1,0.95,0.01,0,0,0.97,,,15.7
Edwin M Wells Middle,https://www.schooldigger.com/go/TX/schools/4122004712/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77068,Harris,(281) 891-7753,Yes,No,No,No,1356,78,17.3,0.8,0.48,0.01,0.04,0.44,,,15.7
L V Stockard Middle,https://www.schooldigger.com/go/TX/schools/1623001363/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75211,Dallas,(972) 794-5700,Yes,No,No,No,1331,83,16,0.93,0.06,0,0,0.93,,,15.6
Driscoll Middle,https://www.schooldigger.com/go/TX/schools/1527001053/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78408,Nueces,(361) 878-4660,Yes,No,No,Yes,776,49,15.8,0.9,0.06,0,0,0.88,,,15.6
Cummings Middle,https://www.schooldigger.com/go/TX/schools/1168000648/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78520,Cameron,(956) 548-8630,Yes,No,No,Yes,675,57,11.8,1,0,0,0,1,,,15.5
Runge High School,https://www.schooldigger.com/go/TX/schools/3831004272/school.aspx,Runge Independent School District,https://www.schooldigger.com/go/TX/district/38310/search.aspx,Runge,https://www.schooldigger.com/go/TX/city/Runge/search.aspx,78151,Karnes,(830) 239-4315,Yes,No,No,Yes,166,19,8.7,0.47,0,0,0,0.87,,,15.5
Brentwood Middle,https://www.schooldigger.com/go/TX/schools/1815001607/school.aspx,Edgewood Independent School District,https://www.schooldigger.com/go/TX/district/18150/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78226,Bexar,(210) 444-7675,Yes,No,No,No,1245,70,17.7,0.94,0.01,0,0,0.98,,,15.5
Big Springs Charter School,https://www.schooldigger.com/go/TX/schools/0022709011/school.aspx,Big Springs Charter School,https://www.schooldigger.com/go/TX/district/00227/search.aspx,Leakey,https://www.schooldigger.com/go/TX/city/Leakey/search.aspx,78873,Real,(830) 232-7101,Yes,Yes,No,Yes,139,14,9.9,0.64,0.01,0,0,0.65,,,15.5
Handley Middle,https://www.schooldigger.com/go/TX/schools/1970001867/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76112,Tarrant,(817) 815-4200,Yes,No,No,No,521,42,12.4,0.6,0.73,0,0.01,0.2,,,15.4
Riverside Middle,https://www.schooldigger.com/go/TX/schools/1970001903/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76111,Tarrant,(817) 814-9200,Yes,No,No,Yes,1028,63,16.3,0.86,0.05,0,0.02,0.88,,,15.4
Abraham Kazen Middle,https://www.schooldigger.com/go/TX/schools/4068005591/school.aspx,South San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/40680/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78224,Bexar,(210) 977-7150,Yes,No,No,No,481,33,14.5,0.95,0.01,0,0,0.98,,,15.3
Pettus Secondary,https://www.schooldigger.com/go/TX/schools/3477003899/school.aspx,Pettus Independent School District,https://www.schooldigger.com/go/TX/district/34770/search.aspx,Pettus,https://www.schooldigger.com/go/TX/city/Pettus/search.aspx,78146,Bee,(361) 375-2296,Yes,No,No,No,236,19,12.4,0.55,0.02,0.01,0,0.59,,,15.3
Lueders-Avoca El/J H,https://www.schooldigger.com/go/TX/schools/2853003224/school.aspx,Lueders-Avoca Independent School District,https://www.schooldigger.com/go/TX/district/28530/search.aspx,Lueders,https://www.schooldigger.com/go/TX/city/Lueders/search.aspx,79533,Jones,(325) 228-4211,Yes,No,No,Yes,84,9,9.3,0.8,0.04,0,0,0.16,,,15.3
Dime Box School,https://www.schooldigger.com/go/TX/schools/1713001486/school.aspx,Dime Box Independent School District,https://www.schooldigger.com/go/TX/district/17130/search.aspx,Dime Box,https://www.schooldigger.com/go/TX/city/Dime+Box/search.aspx,77853,Lee,(979) 884-2324,Yes,No,No,No,190,20,9.5,0.76,0.33,0.01,0.01,0.39,,,15.2
Besteiro Middle,https://www.schooldigger.com/go/TX/schools/1168003325/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron,(956) 544-3900,Yes,No,No,Yes,826,57,14.4,1,0,0,0,1,,,15.2
Harold Wendell Lang Senior Middle,https://www.schooldigger.com/go/TX/schools/1623010562/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75228,Dallas,(972) 925-2400,Yes,No,No,Yes,1016,,14.7,0.9,0.4,0,0.01,0.57,,,15.1
Legacy Middle,https://www.schooldigger.com/go/TX/schools/1785010434/school.aspx,East Central Independent School District,https://www.schooldigger.com/go/TX/district/17850/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78263,Bexar,(210) 648-3118,Yes,No,No,No,1146,65,17.6,0.72,0.12,0,0,0.81,,,15.1
Edison Middle,https://www.schooldigger.com/go/TX/schools/2364002447/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77011,Harris,(713) 924-1800,Yes,No,No,No,763,42,18.1,0.94,0.01,0,0,0.98,,,15.1
Morningside Middle,https://www.schooldigger.com/go/TX/schools/1970001889/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76104,Tarrant,(817) 815-8300,Yes,No,No,Yes,,57,13,0.92,0.51,0,0.01,0.45,,,15.1
Memorial Middle,https://www.schooldigger.com/go/TX/schools/2568002891/school.aspx,Kingsville Independent School District,https://www.schooldigger.com/go/TX/district/25680/search.aspx,Kingsville,https://www.schooldigger.com/go/TX/city/Kingsville/search.aspx,78363,Kleberg,(361) 595-5771,Yes,No,No,Yes,480,37,12.9,0.78,0.04,0,0,0.89,,,15.1
Thomas Middle,https://www.schooldigger.com/go/TX/schools/2364002598/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77048,Harris,(713) 732-3500,Yes,No,No,No,476,32,14.8,0.68,0.65,0,0,0.33,,,15
Patti Welder Middle,https://www.schooldigger.com/go/TX/schools/4415005020/school.aspx,Victoria Independent School District,https://www.schooldigger.com/go/TX/district/44150/search.aspx,Victoria,https://www.schooldigger.com/go/TX/city/Victoria/search.aspx,77901,Victoria,(361) 575-4553,Yes,No,No,No,702,53,13.2,0.79,0.07,0,0,0.74,,,14.8
Goodrich Middle,https://www.schooldigger.com/go/TX/schools/2109007709/school.aspx,Goodrich Independent School District,https://www.schooldigger.com/go/TX/district/21090/search.aspx,Goodrich,https://www.schooldigger.com/go/TX/city/Goodrich/search.aspx,77335,Polk,(936) 365-1100,Yes,No,No,No,43,5,8.6,0.91,0.19,0,0,0.58,,,14.7
Gus Garcia Middle,https://www.schooldigger.com/go/TX/schools/1815001619/school.aspx,Edgewood Independent School District,https://www.schooldigger.com/go/TX/district/18150/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78228,Bexar,(210) 444-8075,Yes,No,No,No,489,34,14.3,0.91,0.01,0,0,0.99,,,14.5
La Villa Middle,https://www.schooldigger.com/go/TX/schools/2634021358/school.aspx,La Villa Independent School District,https://www.schooldigger.com/go/TX/district/26340/search.aspx,La Villa,https://www.schooldigger.com/go/TX/city/La+Villa/search.aspx,78562,Hidalgo,(956) 262-4760,Yes,No,No,No,132,12,11,0.91,0,0,0,0.99,,,14.4
Premier H S Of Dublin/Comanche/Early,https://www.schooldigger.com/go/TX/schools/0020708780/school.aspx,Premier High Schools,https://www.schooldigger.com/go/TX/district/00207/search.aspx,Dublin,https://www.schooldigger.com/go/TX/city/Dublin/search.aspx,76446,Erath,(254) 445-4844,Yes,Yes,No,Yes,118,7,16.8,0.57,0,0,0,0.31,,,14.3
Bammel Middle,https://www.schooldigger.com/go/TX/schools/4122009633/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77090,Harris,(281) 891-7900,Yes,No,No,No,1346,78,17.2,0.82,0.53,0.01,0.01,0.42,,,13.9
Wilson School,https://www.schooldigger.com/go/TX/schools/4599005241/school.aspx,Wilson Independent School District,https://www.schooldigger.com/go/TX/district/45990/search.aspx,Wilson,https://www.schooldigger.com/go/TX/city/Wilson/search.aspx,79381,Lynn,(806) 628-6271,Yes,No,No,No,117,15,7.8,0.8,0,0,0,0.8,,,13.9
Somerville High School,https://www.schooldigger.com/go/TX/schools/4077004626/school.aspx,Somerville Independent School District,https://www.schooldigger.com/go/TX/district/40770/search.aspx,Somerville,https://www.schooldigger.com/go/TX/city/Somerville/search.aspx,77879,Burleson,(979) 596-1534,Yes,No,No,Yes,179,24,7.4,0.67,0.25,0,0,0.24,,,13.8
Fred F Florence Middle,https://www.schooldigger.com/go/TX/schools/1623001257/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75217,Dallas,(972) 749-6000,Yes,No,No,Yes,867,61,14.2,0.95,0.29,0.01,0,0.69,,,13.8
