rank,name,founded,Address,city,state,zip,revenue,Growth,Headcount,Industry,Raw_revenue
4097,geoAMPS,1/1/2011,3821 Attucks Drive ,Powell,OH,43065,4.1 million,67,56,Software,4144279
4098,Xcentric,1/1/2002,11560 Great Oaks Way Suite 400,Alpharetta,GA,30022,15.2 million,67,104,IT Services,15192763
4099,Billtrust,1/1/2001,"100 American Metro Boulevard, Suite 150 ",Hamilton,NJ,8619,102.6 million,67,380,Financial Services,102632364
4100,The Rainmaker Group,1/1/1998,4550 North Point Parkway Suite 400,Alpharetta,GA,30022,46.8 million,67,225,Software,46796692
4101,C1S Group,1/1/2001,4231 Sigma Rd Suite 110,Dallas,TX,75244,18.4 million,67,28,Engineering,18394500
4102,Industrial Strength Marketing,1/1/2005,1401 5th Ave N ,Nashville,TN,37208,3.1 million,67,14,Advertising & Marketing,3054060
4103,Altrua Global Solutions,1/1/1979,3225 Hartsfield Road ,Tallahassee,FL,32303,13.3 million,67,57,Advertising & Marketing,13283632
4104,"Metro Printed Products, powered by Proforma",1/1/1989,1001 Commerce Parkway South Dr Suite H,Greenwood,IN,46143,2.1 million,67,7,Business Products & Services,2149000
4105,The FruitGuys,1/1/1998,490 Eccles Ave ,South San Francisco,CA,94080,30.8 million,67,135,Food & Beverage,30763343
4106,Pacific Market International/PMI,1/1/1983,2401 Elliott Ave ,Seattle,WA,98121,260.5 million,67,807,Construction,260458041
4107,The Great Game of Business,1/1/1990,2401 E Sunshine St. ,Springfield,MO,65804,3.5 million,67,15,Business Products & Services,3477221
4108,ivie & Associates,1/1/1993,601 Silveron Blvd. ,Flower Mound,TX,75028,514.3 million,67,657,Advertising & Marketing,514277000
4109,Capstone Consulting,1/1/1999,11218 John Galt Blvd Suite 300,Omaha,NE,68137,8.7 million,66,129,IT Services,8694159
4110,Nomadness,1/1/2008,22287 Mulholland Hwy #429 ,Calabasas,CA,91302,2.6 million,66,11,Travel & Hospitality,2561693
4111,AppRiver,1/1/2002,1101 Gulf Breeze Pkwy Suite 200,Gulf Breeze,FL,32561,72.8 million,66,256,IT Services,72788393
4112,Mankin Media Systems,1/1/2001,129 Confederate Dr ,Franklin,TN,37064,10 million,66,28,Media,10045500
4113,H2O Media,1/1/2009,16526 W. 78th St #359,Eden Prairie,MN,55346,3.3 million,66,11,Advertising & Marketing,3256483
4114,Bintelli & citEcar Electric Vehicles,1/1/2000,620 DOBBIN RD ,Charleston,SC,29414,8.6 million,66,11,Consumer Products & Services,8553216
4115,Citytwist,1/1/2003,1200 n federal hwy ste 417,Boca Raton,FL,33432,12.9 million,66,120,Advertising & Marketing,12884129
4116,Medical Shipment,1/1/2007,70 Lively Blvd ,Elk Grove Village,IL,60007,5 million,66,15,Health,4986588
4117,BIS Global/CharityEngine,1/1/1999,8200 Greensboro Drive Suite 1500,McLean,VA,22102,4.4 million,66,26,Software,4424310
4118,Southwest Capital Bank,0000-00-00,1410 Central Ave SW ,Albuquerque,NM,87104,19 million,66,100,Financial Services,19036400
4119,Prestige Staffing,1/1/1999,8010 Roswell Road Suite 330,Atlanta,GA,30350,33 million,66,93,Human Resources,32991661
4120,milk + honey,1/1/2006,"2905 San Gabriel St., Suite 300 2905 San Gabriel St., Suite 300",Austin,TX,78705,13.8 million,66,276,Consumer Products & Services,13756592
4121,Division-D,1/1/2003,906 Rain Forest Pkwy ,Columbia,MO,65202,24.8 million,66,65,Advertising & Marketing,24791182
4122,Inverselogic,1/1/1997,3467 Ocean View Blvd. Suite A,Glendale,CA,91208,2.5 million,66,12,IT Services,2522302
4123,Lifesprk,1/1/2004,4570 West 77th Street Suite 350,Edina,MN,55435,18.2 million,66,481,Health,18206624
4124,AustinCSI,1/1/2007,5340 Legacy Dr. Suite 180,Plano,TX,75024,26.1 million,66,198,IT Services,26052047
4125,The Center for Cosmetic & Family Dentistry,1/1/1999,4635 Gulfstarr Dr #200 ,Destin,FL,32541,5 million,66,34,Health,4971812
4126,Power Home Remodeling,1/1/1991,2501 Seaport Drive Floor 4,Chester,PA,19013,402.2 million,66,1950,Construction,402177788
4127,Mortgage Lenders of America,1/1/2000,10975 El Monte St. ,Overland Park,KS,66211,49.9 million,66,275,Financial Services,49940550
4128,Turnkey Technologies,1/1/1994,575 Maryville Centre Drive Suite 1S,St. Louis,MO,63141,8.5 million,66,43,IT Services,8503693
4129,Trade Ideas,1/1/2002,315 S. Coast Hwy 101 Suite U-138,Encinitas,CA,92024,3.2 million,66,17,Software,3162922
4130,Team Torque,1/1/1993,1231 Park Ave. ,Bismarck,ND,58504,3.8 million,66,26,Business Products & Services,3750324
4131,Reach Marketing,1/1/2011,2 Blue Hill Plaza Concourse Level,Pearl River,NY,10965,16.1 million,66,40,Advertising & Marketing,16095809
4132,Hostek.com,1/1/1998,1418 E 71st Street Suite Z,Tulsa,OK,74136,4.8 million,66,36,IT Services,4822039
4133,All Copy Products,1/1/1975,4141 Colorado Blvd. ,Denver,CO,80216,74.3 million,66,377,Business Products & Services,74269594
4134,Insight Designs Web Solutions,1/1/1999,2006 Broadway Suite 300,Boulder,CO,80302,2.8 million,66,16,IT Services,2794888
4135,Alura Business Solutions,1/1/2005,1000 Germantown Pike Suite C4,Plymouth Meeting,PA,19462,3.1 million,65,12,IT Services,3147424
4136,VOX Network Solutions,1/1/2006,8000 Marina Blvd Suite 130,Brisbane,CA,94005,43.2 million,65,110,Telecommunications,43161286
4137,Saxon Global,1/1/2008,1320 Greenway Drive ,Irving,TX,75038,17.1 million,65,143,IT Services,17076716
4138,Customer Contact Services,1/1/1972,7525 Mitchell Road #315 ,Eden Prairie,MN,55344,8.7 million,65,125,Telecommunications,8654915
4139,Premier Plastics,1/1/1989,2370 South 3600 West ,Salt Lake City,UT,84119,8.1 million,65,43,Manufacturing,8085684
4140,Drexel Building Supply,1/1/1985,227 W Main Street PO Box 510,Campbellsport,WI,53010,143.5 million,65,310,Construction,143481650
4141,Inflow,1/1/2003,1799 Pennsylvania St Suite 500 ,Denver,CO,80203,2.9 million,65,24,Advertising & Marketing,2856562
4142,Peerless Technologies,1/1/2000,2300 National Road ,Fairborn,OH,45324,58.8 million,65,301,Government Services,58786165
4143,Family Office Club,1/1/2007,328 Crandon Blvd Suite #223 ,Key Biscayne,FL,33149,2.1 million,65,16,Financial Services,2101521
4144,The Midtown Group,1/1/1989,"1130 Connecticut Ave, NW Suite 1101",Washington,DC,20036,37.2 million,65,35,Human Resources,37164545
4145,STG Design,1/1/1976,828 W. 6th St. #300,Austin,TX,78703,21.5 million,65,91,Construction,21543333
4146,Bandwave Systems,1/1/2000,438 High Street 438 High Street,Burlington City,NJ,8016,4.3 million,65,17,Telecommunications,4277097
4147,Ascensus,1/1/1980,200 Dryden Rd ,Dresher,PA,19025,302.5 million,65,1613,Financial Services,302489550
4148,Exhibitus,1/1/1994,5361 Royal Woods Parkway ,Tucker,GA,30084,27.2 million,65,103,Advertising & Marketing,27163967
4149,Uckele Health & Nutrition,1/1/1962,5600 Silberhorn Hwy Box 160,Blissfield,MI,49228,34.3 million,65,136,Manufacturing,34271032
4150,Wood Gutmann & Bogart Insurance Brokers,1/1/1985,"15901 Red Hill Avenue, Suite 100 15901 Red Hill Avenue, Suite 100",Tustin,CA,92780,28.5 million,65,143,Insurance,28522170
4151,ESAC,1/1/2000,"1801 Research Blvd., Suite 500 ",Rockville,MD,20850,16.3 million,65,52,Health,16291956
4152,EP Technology,1/1/2000,1401 Interstate Dr. ,Champaign,IL,61822,53.9 million,65,49,Security,53877504
4153,Tal Search Group,1/1/2005,124 Marriott Drive Suite 101,Tallahassee,FL,32301,7.4 million,65,55,IT Services,7354837
4154,Scooters Coffee,1/1/1998,6910 Pacific Street ,Omaha,NE,68106,30.9 million,65,62,Food & Beverage,30891000
4155,FCP Euro,1/1/2001,155 Hill Street 155 Hill Street,Milford,CT,6460,24.5 million,65,40,Consumer Products & Services,24547768
4156,Security Card Services,1/1/2008,2653 W Oxford Loop Suite 108 ,Oxford,MS,38655,11.7 million,65,150,Financial Services,11705524
4157,Bluespark,1/1/2009,324 S. Wilmington St. Suite 242,Raleigh,NC,27601,2.3 million,65,21,IT Services,2343583
4158,Mud Pie,1/1/1988,4893 Lewis Road Suite A,Stone Mountain,GA,30083,95.5 million,65,150,Consumer Products & Services,95523257
4159,IMMY,1/1/1979,2701 Corporate Centre Drive ,Norman,OK,73069,9.1 million,65,51,Health,9094458
4160,OnBrand24,1/1/2006,100 Cummings Center Suite 306L,Beverly,MA,1915,17.4 million,65,600,Business Products & Services,17415885
4161,Interpreters Unlimited,1/1/1970,10650 Treena Street Suite 308,San Diego,CA,92131,11.1 million,65,35,Business Products & Services,11053616
4162,BuildASign.com,1/1/2005,11525A Stonehollow Dr. Suite 100,Austin,TX,78758,94.6 million,65,343,Consumer Products & Services,94575000
4163,HWC,1/1/2005,"1100 New York Ave, NW Suite 250W",Washington,DC,20005,21.8 million,65,103,Government Services,21760763
4164,The Ranch Malibu,1/1/2010,12220 Cotharin Road ,Malibu,CA,90265,8.9 million,65,75,Travel & Hospitality,8854068
4165,VENTURE MEDICAL,1/1/1999,6008 Bonacker Drive ,TAMPA,FL,33610,3.4 million,65,28,Business Products & Services,3441874
4166,Quontic Bank,1/1/2009,31-05 Broadway ,Astoria,NY,11106,23.4 million,64,161,Financial Services,23375981
4167,SYNERGY HomeCare,1/1/1999,1757 E. Baseline Road Suite 124,Gilbert,AZ,85233,123.8 million,64,23,Health,123811162
4168,Crestmark,1/1/1996,5480 Corporate Drive Suite 350,Troy,MI,48098,118.6 million,64,299,Financial Services,118641126
4169,IntegrIDATA,1/1/2002,122 East 42nd Suite 2900 ,New York City,NY,10168,3.5 million,64,22,Financial Services,3513903
4170,DCINY,1/1/2007,250 W. 57th Street Suite 1610 250,New York City,NY,10107,6 million,64,20,Media,5960581
4171,Harbor Consulting IP Services,1/1/1995,1039 Islington St. Ste 13 ,Portsmouth,NH,3801,2 million,64,7,Business Products & Services,2020449
4172,Stonebrair Smile Design,1/1/2003,3880 Parkwood Blvd Suite 103 ,Frisco,TX,75034,2.5 million,64,15,Health,2514137
4173,Cantey Technology,1/1/2007,2702 Azalea Drive ,North Charleston,SC,29405,4.2 million,64,28,IT Services,4178000
4174,Loft9 Consulting,1/1/2010,135 Lake St S. #240 ,Kirkland,WA,98033,14.7 million,64,104,Business Products & Services,14736349
4175,Real Estate Closing Solutions,1/1/2009,"7575 Dr. Phillips Blvd., Suite 140 ",Orlando,FL,32819,3.3 million,64,14,Real Estate,3340228
4176,Academy Mortgage,1/1/1988,339 West 13490 South ,Draper,UT,84020,443.4 million,64,2288,Financial Services,443391149
4177,Arora Engineers,1/1/1986,61 Wilmington-West Chester Pike ,Chadds Ford,PA,19317,19.9 million,64,122,Engineering,19915744
4178,Innovative Enterprises,1/1/1996,11824 Fishing Point Drive Suite B,Newport News,VA,23606,13.4 million,64,42,Business Products & Services,13353157
4179,Pyramid Consulting Group,1/1/2003,110 West 40th Street 8th Floor,New York City,NY,10018,10.4 million,64,45,Human Resources,10367103
4180,Milestone Internet Marketing,1/1/1997,3001 Oakmead Village Drive ,Santa Clara,CA,95051,28.7 million,64,218,Advertising & Marketing,28748670
4181,SkillSurvey,1/1/2001,1235 Westlakes Drive Suite 330,Berwyn,PA,19312,21.8 million,64,77,Human Resources,21780016
4182,Lifematters,1/1/2004,8757 Georgia Ave #600,Silver Spring,MD,20910,25.4 million,64,763,Health,25373970
4183,Sunshine Rentals,1/1/1986,985 Park Center Dr ,Vista,CA,92081,3.9 million,64,47,Travel & Hospitality,3929963
4184,c3/consulting,1/1/2005,"2963 Sidco Drive, Suite 101 ",Nashville,TN,37204,26 million,64,129,IT Services,25954592
4185,Bast Amron LLP,1/1/2009,One Southeast Third Avenue Suite 1400,Miami,FL,33131,5.1 million,64,23,Business Products & Services,5128945
4186,Impact Networking,1/1/1999,13875 W. Boulton Blvd ,Lake Forest,IL,60045,60.2 million,64,375,Business Products & Services,60237771
4187,Premier Fixtures,1/1/2000,400 Oser Avenue Suite 350,Hauppauge,NY,11788,122.5 million,64,323,Business Products & Services,122507000
4188,Urgent Care Hawaii,1/1/2011,1245 Kuala Street #103 ,Pearl City,HI,96782,3.5 million,64,30,Health,3479884
4189,Westcor Land Title Insurance Company,1/1/1993,875 Concourse Parkway South Suite 200,Maitland,FL,32751,516.7 million,64,327,Insurance,516707187
4190,Rev.io,1/1/2002,3340 Peachtree Road NE Suite 2850,Atlanta,GA,30326,5.2 million,64,30,Telecommunications,5231000
4191,Greystones Group,1/1/1999,"1100 New Jersey Ave, SE Suite 200",Washington,DC,20003,6.7 million,64,54,Government Services,6742955
4192,Pascale Communications,1/1/2005,47 Bay Edge Court ,Fairfield,CT,6824,3.9 million,64,30,Advertising & Marketing,3872541
4193,Ascedia,1/1/2000,161 S. First Street ,Milwaukee,WI,53204,6.7 million,64,55,Advertising & Marketing,6738000
4194,UNIQUE System Skills,1/1/2008,505 West Hollis Street Suite 105,Nashua,NH,3062,2.5 million,64,62,IT Services,2464032
4195,Deque Systems,1/1/1999,2121 Cooperative Way Ste 210,Herndon,VA,20171,20 million,64,88,Software,19952461
4196,HTS Texas,1/1/2000,3350 Yale St. ,Houston,TX,77018,79.3 million,64,178,Construction,79330899
4197,H&F Bread Cpmpany,1/1/2008,1500 Marietta Blvd ,Atlanta,GA,30318,6.5 million,64,131,Food & Beverage,6524389
4198,LeaseTeam,1/1/1989,4139 S 143rd Cir 4139,Omaha,NE,68137,16.9 million,64,118,Software,16897314
4199,NW Navigator Luxury Coaches,1/1/2008,13940 North Rivergate ,Portland,OR,97203,4 million,64,36,Logistics & Transportation,3966170
4200,WideOrbit,1/1/1999,1160 Battery Street #300 ,San Francisco,CA,94111,118 million,63,570,Software,117986444
4201,USAePay,1/1/1998,1833 Victory Blvd ,Glendale,CA,91201,11.7 million,63,70,Financial Services,11731149
4202,Phacil,1/1/2001,800 N. Glebe Road Suite 700,Arlington,VA,22203,137.5 million,63,821,IT Services,137454159
4203,Goldfish Medical Staffing,1/1/2007,6865 Windcrest Drive Suite 300,Plano,TX,75024,23.5 million,63,56,Health,23547241
4204,Professional Capital Services,1/1/2001,1801 Market Street Suite 1000,Philadelphia,PA,19103,14.1 million,63,73,Financial Services,14122421
4205,UIC Technical Services,1/1/1999,4900 Seminary Road Suite 1200,Alexandria,VA,22311,289.9 million,63,2759,Government Services,289937973
4206,KIDD ROOFING,1/1/1982,1212 EAST ANDERSON LN STE 200,Austin,TX,78752,32.1 million,63,100,Construction,32141028
4207,Network & Security Technologies,1/1/2004,161 North Middletown Road ,Pearl River,NY,10965,6.2 million,63,21,Security,6198000
4208,Southeast Restoration Group,1/1/2000,4979 Old Hwy 5 ,Canton,GA,30115,25.8 million,63,110,Construction,25787407
4209,Westminster American Insurance Company,1869-00-00,8890 McDonogh Road Suite 310,Owings Mills,MD,21117,19.8 million,63,15,Insurance,19804383
4210,Counselman Automotive Recycling,1/1/2008,3019 St. Stephens Rd 3019 St. Stephens Rd,Mobile,AL,36612,11.4 million,63,60,Consumer Products & Services,11444007
4211,Broadhead,1/1/2001,"123 North 3rd Street, Suite 400 ",Minneapolis,MN,55401,20.5 million,63,82,Advertising & Marketing,20540069
4212,MY Shower Door / D3 Glass,1/1/2003,17251 Alico Center Rd Ste 1 ,Fort Myers,FL,33967,11.5 million,63,75,Construction,11455204
4213,Mortgage Capital Trading,1/1/2001,"350 10th Ave., Suite 850 ",San Diego,CA,92101,15.1 million,63,85,Business Products & Services,15141000
4214,Patriot Group International,1/1/2004,40 Rock Pointe Lane 40 Roc,WARRENTON,VA,20186,39.2 million,63,75,Government Services,39240174
4215,Modus Create,1/1/2011,11480 Commerce Park Drive suite 350,Reston,VA,20191,7.3 million,63,70,Software,7253451
4216,Field Fastener,1/1/1976,9883 N Alpine Rd ,Machesney Park,IL,61115,62.5 million,63,130,Manufacturing,62488102
4217,San Francis Veterinary Hospital,1/1/2010,16901 Shady Hills Road ,Spring Hill,FL,34610,2.8 million,63,36,Health,2817020
4218,Faulkner Design Group,1/1/1992,"3100 Monticello Ave., Suite 700 ",Dallas,TX,75205,18.7 million,63,58,Business Products & Services,18656000
4219,HealthLink Dimensions,1/1/2001,"6 Concourse Parkway, Suite 1000 ",Atlanta,GA,30328,6.5 million,63,20,Business Products & Services,6506924
4220,Employvision,1/1/2005,285 Davidson Avenue Suite 403,Somerset,NJ,8873,2.1 million,63,15,Human Resources,2126000
4221,Aldridge,1/1/1984,4543 post Oak place Drive Suite 200,Houston,TX,77027,17.7 million,63,97,IT Services,17710772
4222,Dimensional Innovations,1/1/1993,3421 Merriam Drive ,Overland Park,KS,66203,31.2 million,63,219,Engineering,31244791
4223,Datavail,1/1/2007,11800 Ridge Parkway Suite 125 11800 Ridge Parkway Suite 125,Broomfield,CO,80021,39.1 million,63,787,IT Services,39089473
4224,HGA,1/1/1997,603 East Reynolds Drive ,Ruston,LA,71270,80.7 million,63,352,Engineering,80740252
4225,SofterWare,1/1/1981,601 Office Center Drive Suite 200,Fort Washington,PA,19034,54 million,63,210,Software,54011302
4226,Darren James Real Estate Experts,1/1/2011,38564 Red Bud Ln ,Denham Springs,LA,70706,2.9 million,63,13,Real Estate,2935287
4227,NextStep Networking,1/1/1986,4350 Glendale Milford Rd Suite 170,Cincinnati,OH,45242,3.6 million,63,15,IT Services,3637940
4228,HR Works,1/1/1991,200 WillowBrook Office Park ,Fairport,NY,14450,8 million,63,73,Human Resources,7979000
4229,Clipper,1/1/1994,21124 Figueroa Street ,Carson,CA,90745,32 million,62,39,Food & Beverage,32037190
4230,Mowery & Schoenfeld,1/1/1996,475 Half Day Rd Ste 250,Lincolnshire,IL,60069,12 million,62,64,Financial Services,12036247
4231,Express Locations,1/1/2006,11 Spokane Street Suite 305,Wenatchee,WA,98801,101.1 million,62,1351,Retail,101060574
4232,Film Solutions,1/1/2006,1121 S Flower St ,Burbank,CA,91502,5.9 million,62,45,Software,5870254
4233,2 Hounds Design,1/1/2003,3038 Eaton Ave ,Indian Trail,NC,28079,3 million,62,38,Manufacturing,2968286
4234,"Marathon Consulting (Virginia Beach, VA)",1/1/2006,4525 Columbus Street Suite 200,Virginia Beach,VA,23462,9.5 million,62,72,IT Services,9513918
4235,Sequoia Financial Group,1/1/1991,3500 Embassy Parkway ,Akron,OH,44333,12.1 million,62,59,Financial Services,12093480
4236,Amber Green,1/1/1980,2700 Greens Road Suite J 500,Houston,TX,77032,5.5 million,62,108,Food & Beverage,5465551
4237,Sleepers In Seattle,1/1/1991,4741 CALIFORNIA AVE SW ,SEATTLE,WA,98116,4.7 million,62,15,Retail,4728000
4238,Lockstep Technology Group,1/1/2008,4550 River Green Parkway Suite 120,Duluth,GA,30096,14.7 million,62,22,IT Services,14664333
4239,TechMD,1/1/2003,3750 South Susan Street ,South Coast Metro,CA,92704,6.6 million,62,55,IT Services,6579011
4240,Hampton Creative,1/1/2002,"3939 S Harvard Ave., Ste 204 ",Tulsa,OK,74135,2 million,62,13,Advertising & Marketing,2019166
4241,AEM,1/1/1986,13880 Dulles Corner Lane #300,Herndon,VA,20171,68.5 million,62,260,Software,68527560
4242,ERGOS Technology Partners,1/1/1997,3831 Golf Drive ,Houston,TX,77018,21.2 million,62,185,IT Services,21233191
4243,Morris & Garritano Insurance Agency,0000-00-00,1122 Laurel Lane ,San Luis Obispo,CA,93401,17.2 million,62,116,Insurance,17223192
4244,Stratus Interactive,1/1/2006,144 East Market Street ,West Chester,PA,19382,2 million,62,18,Advertising & Marketing,2036171
4245,Oceans Healthcare,1/1/2004,5850 Granite Parkway Suite 300,Plano,TX,75024,83 million,62,1516,Health,82976649
4246,ShoppersChoice.com,1/1/1998,8151 Airline Hwy 8151 Airline Hwy,Baton Rouge,LA,70815,82.3 million,62,159,Retail,82288717
4247,PACE Computer Solutions,1/1/2002,10500 Little Patuxent Pkwy Suite,Columbia,MD,21044,18.5 million,62,140,IT Services,18512200
4248,TrendPoint Systems,1/1/2001,283 Winfield Circle ,Corona,CA,92880,7.8 million,62,14,Business Products & Services,7795516
4249,KNIGHT INSURANCE COMPANY,1/1/1993,4751 Wilshire Blvd. #110 ,Los Angeles,CA,90010,395.6 million,62,67,Insurance,395649907
4250,GPS Insight,1/1/2005,7201 E Henkel Way ,Scottsdale,AZ,85255,31.7 million,62,120,Software,31674445
4251,4Cite Marketing,1/1/2010,540 Broadway ,Albany,NY,12207,5.3 million,62,33,Software,5319712
4252,Trez Forman Capital,1/1/2004,1501 Corporate Dr Suite 240,Boynton Beach,FL,33426,7.9 million,62,8,Financial Services,7855708
4253,Cornerstone Detention Products,1/1/1998,14000 AL Highway 20 ,Madison,AL,35756,36.9 million,62,162,Construction,36853000
4254,Premium 2000+ Warranties,1/1/1995,190 Charlois Blvd. #200B ,Winston Salem,NC,27103,32.9 million,62,25,Insurance,32919850
4255,Advanced Powder Products,1/1/2000,301 Enterprise Drive ,Philipsburg,PA,16866,8.1 million,62,39,Manufacturing,8141850
4256,GiftBasketsOverseas.com,1/1/2007,"1337 Massachusetts Avenue, Suite 144",Arlington,MA,2476,4.7 million,62,42,Food & Beverage,4740920
4257,The Talmadge Group,1/1/1998,343 DAHLONEGA STREET SUITE A,Cumming,GA,30040,4.9 million,62,29,IT Services,4862547
4258,Merchandise Outlet,1/1/1984,2467 E Remus Road ,Mount Pleasant,MI,48858,6.6 million,62,71,Retail,6647772
4259,Signature HealthCARE,1/1/2007,12201 Bluegrass Pkwy ,Louisville,KY,40299,1.2 billion,62,18314,Health,1190445195
4260,Kucumber Skin Lounge,1/1/2010,2001 1st Ave ,Seattle,WA,98121,2.4 million,62,20,Consumer Products & Services,2395932
4261,Adtech-IT,1/1/1986,1571 E. Whitmore Ave ,Ceres,CA,95307,3.2 million,62,32,IT Services,3241743
4262,Knowledge Hub Media,1/1/2008,120 N Church St Suite 204,West Chester,PA,19380,2.2 million,62,3,Media,2161756
4263,Global Communications Group,1/1/2002,10333 E Dry Creek Rd Suite 430 10333 E Dry Creek Rd Suite 430,Englewood,CO,80112,7.5 million,62,20,Telecommunications,7487716
4264,DOM360,1/1/2009,120 Broadus Avenue Suite 120,Greenville,SC,29601,6 million,62,63,Advertising & Marketing,5953968
4265,W2O Group,1/1/2001,50 Francisco St. ,San Francisco,CA,94133,122.7 million,62,472,Advertising & Marketing,122715030
4266,Proforma Ascension Marketing Group,1/1/2010,2240-2250 7th Street ,Macon,GA,31206,2.1 million,62,10,Business Products & Services,2062000
4267,On Safari Foods,1/1/1992,3317 3rd Ave South ,Seattle,WA,98134,6.5 million,62,55,Food & Beverage,6451650
4268,The Douglas Company,1/1/1976,1716 Perrysburg Holland Road ,Holland,OH,43528,105.5 million,62,85,Construction,105456605
4269,Pro Mach,1/1/1998,50 East RiverCenter Blvd. Suite 1800,Covington,KY,41011,628.7 million,61,2464,Manufacturing,628742000
4270,Spiegel Accountancy,1/1/1990,2300 Contra Costa Blvd. Suite 425 ,Pleasant Hill,CA,94523,4.4 million,61,23,Financial Services,4390500
4271,Fine Solutions,1/1/2004,20700 44th Ave W. Suite 260 ,Lynnwood,WA,98036,10.2 million,61,42,IT Services,10223646
4272,CEO,1/1/1994,412 Louise Avenue ,Charlotte,NC,28204,6.7 million,61,20,Human Resources,6699608
4273,ProSource Consulting,1/1/2003,7450 Heritage Village Plaza Suite 201,Gainesville,VA,20155,22.1 million,61,104,Government Services,22080000
4274,Valkyrie Enterprises,1/1/2007,4460 Corporation Lane Suite 130,Virginia Beach,VA,23462,43.4 million,61,347,Government Services,43371688
4275,Symmetry,1/1/1996,400 S Executive Drive Suite 200,Brookfield,WI,53005,29.2 million,61,118,IT Services,29184925
4276,CivicPlus,1/1/2001,302 South 4th Street ,Manhattan,KS,66502,25.3 million,61,227,Government Services,25285351
4277,Technology Finance Partners,1/1/2000,1250 Bayhill Drive Suite 380,San Bruno,CA,94066,8.1 million,61,14,Financial Services,8099832
4278,Reflex Sales Group,1/1/2011,3505 Quarzo Circle ,Thousand Oaks,CA,91362,4.2 million,61,4,Business Products & Services,4240530
4279,Applied Training Solutions,1/1/2009,101 North Main Street Suite G20,Greensburg,PA,15601,8.6 million,61,84,Government Services,8564775
4280,DiamondBack Truck Covers,1/1/2003,200 Shadylane Dr Suite 130,Philipsburg,PA,16866,7.1 million,61,46,Manufacturing,7139000
4281,Bonitas International,1/1/2002,11110 Kinsman Rd. ,Newbury,OH,44065,4.3 million,61,27,Consumer Products & Services,4311292
4282,Window World of Baton Rouge,1/1/2002,8405 Airline Hwy ,Baton Rouge,LA,70815,67.1 million,61,138,Construction,67126021
4283,Infomatics,1/1/1998,31313 Northwestern Highway Ste 219,Farmington Hills,MI,48334,9.2 million,61,140,IT Services,9217831
4284,EBW Electronics,1/1/1991,13110 Ransom Road ,Holland,MI,49424,43.8 million,61,230,Manufacturing,43841477
4285,Productive Edge,1/1/2008,11 E Illinois St. Suite 200,Chicago,IL,60611,23.3 million,61,129,Consumer Products & Services,23325376
4286,Interstate Logistics,1/1/2011,5801 Rolling Road ,Springfield,VA,22152,5.1 million,61,25,Logistics & Transportation,5126333
4287,Keller Williams Capital Properties,1/1/2006,3401 8th St. NE ,Washington,DC,20017,62 million,61,909,Real Estate,61997501
4288,HighTower,1/1/2007,200 W Madison Suite 2500,Chicago,IL,60606,175.3 million,61,467,Financial Services,175327459
4289,RSM Maintenance,1/1/1998,461 From Road 2nd Floor,Paramus,NJ,7652,41 million,61,126,Construction,41042670
4290,M S International,1/1/1975,2095 North Batavia Street ,Orange,CA,92865,899.6 million,61,1458,Consumer Products & Services,899619000
4291,Transport Services,1/1/1976,10499 Royalton Rd ,North Royalton,OH,44133,17.7 million,61,40,Logistics & Transportation,17717569
4292,AA METALS,1/1/2003,11616 Landstar Blvd ,Orlando,FL,32824,229.2 million,61,49,Manufacturing,229234521
4293,Asker Distributors,1/1/1983,4447 Entrepot Blvd. ,Tallahassee,FL,32310,10 million,61,25,Food & Beverage,9953578
4294,HDS Marketing,1/1/1992,633 Napor Boulevard ,Pittsburgh,PA,15205,22.4 million,61,86,Advertising & Marketing,22409922
4295,WorkSmart,1/1/2000,100 Meredith Drive Suite 200,Durham,NC,27713,11.6 million,61,72,IT Services,11611480
4296,DW Smith Associates,1/1/1965,1450 State Route 34 ,Wall Township,NJ,7753,8.3 million,61,80,Engineering,8342398
4297,The Garland Company,1895-01-01,3800 E. 91st Street ,Cleveland,OH,44105,479.2 million,61,800,Manufacturing,479163389
4298,MIE Solutions,1/1/2007,13252 Garden Grove Blvd #215,Garden Grove,CA,92843,2.8 million,61,43,Software,2791907
4299,M5 Hosting,1/1/2002,10601 Tierrasanta Blvd #G-135 ,San Diego,CA,92124,2.5 million,61,11,IT Services,2541466
4300,MCW,1/1/2003,20098 Ashbrook Place Suite 150,Ashburn,VA,20147,33.6 million,61,120,IT Services,33563854
4301,EBQuickstart,1/1/2006,3000 S IH 35 Frontage Rd #320 ,Austin,TX,78704,8.2 million,61,105,Business Products & Services,8238783
4302,"Millennium (Lake Geneva, WI)",1/1/2006,120 S Wright St ,Delavan,WI,53115,46.7 million,60,54,Government Services,46675743
4303,Shadow-Soft,1/1/2008,8302 Dunwoody Place Suite 100,Atlanta,GA,30350,22.4 million,60,33,IT Services,22428472
4304,Cape Medical Supply,1/1/1977,28 Jan Sebastian Drive ,Sandwich,MA,2563,14.1 million,60,79,Health,14077575
4305,ACTenviro,1/1/2000,1210 Elko Dr ,Sunnyvale,CA,94089,64.5 million,60,351,Environmental Services,64494476
4306,Saitech,1/1/2002,42640 Christy St ,Fremont,CA,94538,13.5 million,60,16,Computer Hardware,13499584
4307,Optimal Outsource,1/1/1997,7 Rancho Circle ,Lake Forest,CA,92610,15.2 million,60,38,Business Products & Services,15201806
