School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Washington Virtual Academy Omak Middle School,https://www.schooldigger.com/go/WA/schools/0622003307/school.aspx,Omak School District,https://www.schooldigger.com/go/WA/district/06220/search.aspx,619 West Bartlett Ave.,Omak,https://www.schooldigger.com/go/WA/city/Omak/search.aspx,98841,Okanogan County,(509) 826-7681,No,No,No,Yes,2253,47.9,46.9,39.3,4.6,0.9,3.9,8.4,0.8,2.6,78.4,23.5
Voyager Middle School,https://www.schooldigger.com/go/WA/schools/0543000719/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,11711 4th Ave W,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98204,Snohomish County,(425) 366-5300,Yes,No,No,No,917,45.6,20,65.2,11.2,0.3,13,37.2,1.7,8.9,27.4,23.4
Parent Assisted Learning,https://www.schooldigger.com/go/WA/schools/0576002653/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,25800 Siyaya Ave NE,Kingston,https://www.schooldigger.com/go/WA/city/Kingston/search.aspx,98346,Kitsap County,(360) 396-3575,No,No,No,No,59,2,29.5,28.8,0,0,6.8,8.5,0,13.6,71.2,23.4
Kittitas High School,https://www.schooldigger.com/go/WA/schools/0405000643/school.aspx,Kittitas School District,https://www.schooldigger.com/go/WA/district/04050/search.aspx,7571 Kittitas Highway,Kittitas,https://www.schooldigger.com/go/WA/city/Kittitas/search.aspx,98934,Kittitas County,(855) 380-8848,No,No,No,No,377,21.3,17.6,48.3,0.5,0,0.8,25.5,0,0.8,72.4,23.3
Pioneer Middle School,https://www.schooldigger.com/go/WA/schools/0675000992/school.aspx,Pioneer School District,https://www.schooldigger.com/go/WA/district/06750/search.aspx,50 E Spencer Lake Road,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-8291,Yes,No,No,No,229,20.5,11.1,65.9,0.4,2.2,0.4,17.5,0.4,6.6,72.5,23.2
Centralia Middle School,https://www.schooldigger.com/go/WA/schools/0114000205/school.aspx,Centralia School District,https://www.schooldigger.com/go/WA/district/01140/search.aspx,901 Johnson Road,Centralia,https://www.schooldigger.com/go/WA/city/Centralia/search.aspx,98531,Lewis County,(360) 330-7619,Yes,No,No,No,509,26.6,19,80,1.6,0.4,0.8,43.6,0,4.5,49.1,23.1
Mountain View Middle School,https://www.schooldigger.com/go/WA/schools/0066001144/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,2400 Perry Avenue,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98310,Kitsap County,(360) 473-0600,No,No,No,No,811,44.8,18,65.2,5.9,1,3.3,23.8,1.6,16.3,48.1,22.8
Lucille Umbarger Elementary,https://www.schooldigger.com/go/WA/schools/0078000157/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,820 S Skagit St,Burlington,https://www.schooldigger.com/go/WA/city/Burlington/search.aspx,98233,Skagit County,(360) 757-3366,Yes,No,No,No,576,40.6,14.1,69.1,0.3,1.4,1,60.1,0.3,5.4,31.4,22.7
Partnership for Excellence in Alternative Remote Learning,https://www.schooldigger.com/go/WA/schools/0699003353/school.aspx,Quilcene School District,https://www.schooldigger.com/go/WA/district/06990/search.aspx,294715 US Highway 101,Quilcene,https://www.schooldigger.com/go/WA/city/Quilcene/search.aspx,98376,Jefferson County,(360) 765-3363,No,No,No,No,415,8.2,50.3,20.5,1.2,0.7,0.7,5.3,0.2,6.5,85.3,22.7
Housel Middle School,https://www.schooldigger.com/go/WA/schools/0690001013/school.aspx,Prosser School District,https://www.schooldigger.com/go/WA/district/06900/search.aspx,2001 Highland Dr.,Prosser,https://www.schooldigger.com/go/WA/city/Prosser/search.aspx,99350,Benton County,(509) 786-1732,Yes,No,No,No,618,33.2,18.6,77.3,0.3,0.6,0.8,68.9,0,1.9,27.3,22.6
Puyallup Online Academy/POA,https://www.schooldigger.com/go/WA/schools/0696003315/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,716 South Hill Park Drive,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98373,Pierce County,(253) 841-8630,No,No,No,Yes,214,5.3,40,45.8,2.3,0.5,2.8,25.7,0.9,11.7,56.1,22.5
Hawkins Middle School,https://www.schooldigger.com/go/WA/schools/0579000860/school.aspx,North Mason School District,https://www.schooldigger.com/go/WA/district/05790/search.aspx,300 E. Campus Dr.,Belfair,https://www.schooldigger.com/go/WA/city/Belfair/search.aspx,98528,Mason County,(360) 277-2302,Yes,No,No,No,449,23.2,19.3,56.3,0.9,0.9,1.3,28.1,0,8.7,60.1,22.5
North Beach Junior High School,https://www.schooldigger.com/go/WA/schools/0570002039/school.aspx,North Beach School District No. 64,https://www.schooldigger.com/go/WA/district/05700/search.aspx,336 State Route 109,Ocean Shores,https://www.schooldigger.com/go/WA/city/Ocean+Shores/search.aspx,98569,Grays Harbor County,(360) 289-3888,Yes,No,No,No,156,10.6,14.6,71.8,0.6,11.5,1.3,15.4,0.6,7.1,63.5,22.3
PRIDE Prep School,https://www.schooldigger.com/go/WA/schools/0033903495/school.aspx,PRIDE Prep Charter School District,https://www.schooldigger.com/go/WA/district/00339/search.aspx,811 E. Sprague,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99202,Spokane County,(509) 389-4848,Yes,Yes,Yes,No,718,40.2,17.8,57.7,5.3,3.5,1.5,11.8,0.4,8.2,68,22.2
Hilltop Elementary School,https://www.schooldigger.com/go/WA/schools/0606000911/school.aspx,Ocean Beach School District,https://www.schooldigger.com/go/WA/district/06060/search.aspx,314 Brumbach St NE,Ilwaco,https://www.schooldigger.com/go/WA/city/Ilwaco/search.aspx,98624,Pacific County,(360) 642-1234,No,No,No,No,203,12,16.9,55.2,0.5,1,1.5,19.7,0,3.9,73.4,22.1
Robert L Olds Junior High School,https://www.schooldigger.com/go/WA/schools/0573000850/school.aspx,North Franklin School District,https://www.schooldigger.com/go/WA/district/05730/search.aspx,1100 W. Clark St.,Connell,https://www.schooldigger.com/go/WA/city/Connell/search.aspx,99326,Franklin County,(509) 234-3931,Yes,No,No,No,316,18.1,17.3,78.5,0,0,0.9,76.3,0,0.9,21.8,22
Hoquiam Middle School,https://www.schooldigger.com/go/WA/schools/0366000565/school.aspx,Hoquiam School District,https://www.schooldigger.com/go/WA/district/03660/search.aspx,200 Spencer,Hoquiam,https://www.schooldigger.com/go/WA/city/Hoquiam/search.aspx,98550,Grays Harbor County,(360) 538-8220,Yes,No,No,No,315,17.6,17.8,74.6,1,5.4,0.3,24.1,0,7.3,61.6,21.9
Hood Canal Elementary School,https://www.schooldigger.com/go/WA/schools/0360000561/school.aspx,Hood Canal School District,https://www.schooldigger.com/go/WA/district/03600/search.aspx,111 N State Route 106,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 877-5463,Yes,No,No,No,313,25.9,12,66.8,0,20.8,0,16.9,0,17.3,45,21.9
Oakland Bay Junior High School,https://www.schooldigger.com/go/WA/schools/0790002353/school.aspx,Shelton School District,https://www.schooldigger.com/go/WA/district/07900/search.aspx,3301 Shelton Springs Rd.,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-7991,No,No,No,No,556,32,17.3,66,0.7,3.6,0.5,41.7,0,7,46.4,21.7
Gray,https://www.schooldigger.com/go/WA/schools/0870001471/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,6229 S Tyler St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98409,Pierce County,(253) 571-5200,Yes,No,No,No,549,29.6,18.5,79.1,15.8,0.7,6.9,31,4.9,17.3,23,21.7
Raymond Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0714001060/school.aspx,Raymond School District,https://www.schooldigger.com/go/WA/district/07140/search.aspx,1016 Commercial Street,Raymond,https://www.schooldigger.com/go/WA/city/Raymond/search.aspx,98577,Pacific County,(360) 942-2474,No,No,No,No,279,19.6,14.1,54.1,0.4,2.2,6.1,33,0.4,3.2,54.1,21.6
Meridian Parent Partnership Program,https://www.schooldigger.com/go/WA/schools/0501003036/school.aspx,Meridian School District,https://www.schooldigger.com/go/WA/district/05010/search.aspx,240 W Laurel Rd,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98226,Whatcom County,(360) 398-9324,No,No,No,No,387,6.6,58.1,10.9,1,2.1,0.8,6.7,0.8,6.5,82.2,20.8
Granite Falls Middle School,https://www.schooldigger.com/go/WA/schools/0321001770/school.aspx,Granite Falls School District,https://www.schooldigger.com/go/WA/district/03210/search.aspx,405 North Alder Ave,Granite Falls,https://www.schooldigger.com/go/WA/city/Granite+Falls/search.aspx,98252,Snohomish County,(360) 691-7710,No,No,No,No,470,22.8,20.5,42.3,1.5,1.9,1.3,14.9,1.1,7.7,71.7,20.8
Mount Baker Middle School,https://www.schooldigger.com/go/WA/schools/0540002585/school.aspx,Mount Vernon School District,https://www.schooldigger.com/go/WA/district/05400/search.aspx,2310 E Section St,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98274,Skagit County,(360) 428-6127,Yes,No,No,No,692,41,16.8,67.1,0.6,0.4,2.5,54.8,0.9,3.2,37.7,20.6
Royal Middle School,https://www.schooldigger.com/go/WA/schools/0762001124/school.aspx,Royal School District,https://www.schooldigger.com/go/WA/district/07620/search.aspx,921 Ahlers Road,Royal City,https://www.schooldigger.com/go/WA/city/Royal+City/search.aspx,99357,Grant County,(509) 346-2268,Yes,No,No,No,298,13,22.9,65.8,0,0,0,84.2,0,0.3,15.4,20.5
Goldendale Middle School,https://www.schooldigger.com/go/WA/schools/0309000491/school.aspx,Goldendale School District,https://www.schooldigger.com/go/WA/district/03090/search.aspx,520 E. Collins Dr.,Goldendale,https://www.schooldigger.com/go/WA/city/Goldendale/search.aspx,98620,Klickitat County,(509) 773-4323,Yes,No,No,No,226,14.5,15.5,69,0.4,4.4,0.4,15.5,0.4,9.7,69,20.5
Rainier Valley Leadership Academy,https://www.schooldigger.com/go/WA/schools/0034203602/school.aspx,Rainier Valley Leadership Academy,https://www.schooldigger.com/go/WA/district/00342/search.aspx,6020 Rainier Avenue S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 659-0956,Yes,Yes,No,No,158,14,11.2,82.3,71.5,0,1.9,14.6,0,9.5,2.5,20.4
Wyeast Middle School,https://www.schooldigger.com/go/WA/schools/0270000428/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,1112 SE 136th Avenue,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98683,Clark County,(360) 604-6400,No,No,No,No,875,46.2,18.9,60.8,4,0.7,2.2,37,3.3,9.6,42.9,20.2
Pacific Middle School,https://www.schooldigger.com/go/WA/schools/0354000543/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,22705 24th Ave S,Des Moines,https://www.schooldigger.com/go/WA/city/Des+Moines/search.aspx,98198,King County,(206) 631-5800,Yes,No,No,No,742,39,19,70.1,17.5,0.5,12.9,35.6,5.3,9.4,18.7,20.2
Covington Middle School,https://www.schooldigger.com/go/WA/schools/0270000415/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,11200 NE Rosewood Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98662,Clark County,(360) 604-6300,No,No,No,No,988,55.7,17.7,65.9,4.3,0.5,4.1,28.4,3.6,7.9,50.8,20.2
Harrison Middle School,https://www.schooldigger.com/go/WA/schools/0867001451/school.aspx,Sunnyside School District,https://www.schooldigger.com/go/WA/district/08670/search.aspx,810 S. 16th Street,Sunnyside,https://www.schooldigger.com/go/WA/city/Sunnyside/search.aspx,98944,Yakima County,(509) 837-3601,Yes,No,No,No,946,47,20.1,74.6,0.3,0,0.1,93.1,0,0.6,5.8,20.2
Concrete High School,https://www.schooldigger.com/go/WA/schools/0166000286/school.aspx,Concrete School District,https://www.schooldigger.com/go/WA/district/01660/search.aspx,7830 S. Superior Avenue,Concrete,https://www.schooldigger.com/go/WA/city/Concrete/search.aspx,98237,Skagit County,(360) 853-4015,No,No,No,No,203,13.2,15.3,74.9,0,1.5,1,8.9,0,1,86.7,20.1
Goldendale School District #404,https://www.schooldigger.com/go/WA/schools/0309003751/school.aspx,Goldendale School District,https://www.schooldigger.com/go/WA/district/03090/search.aspx,604 E. Brooks Street,Goldendale,https://www.schooldigger.com/go/WA/city/Goldendale/search.aspx,98620,Klickitat County,(509) 773-5177,No,No,Yes,No,1386,,,0.5,3,0.8,2.7,12.1,0.6,12.2,68.6,20.1
Highlands Middle School,https://www.schooldigger.com/go/WA/schools/0393000603/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,425 South Tweedt Street,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99336,Benton County,(509) 222-6700,Yes,No,No,No,827,48.1,17.1,79.8,2.5,0.5,0.8,57.2,0.8,3.6,34.5,20.1
North Pines Middle School,https://www.schooldigger.com/go/WA/schools/0111000198/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,701 N Pines Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99206,Spokane County,(509) 558-5020,No,No,No,No,467,26.6,17.5,55.2,3.2,1.9,2.8,4.5,3.4,7.1,77.1,19.7
Gaiser Middle School,https://www.schooldigger.com/go/WA/schools/0927001562/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,3000 NE 99th St,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98665,Clark County,(360) 313-3400,No,No,No,No,881,45.5,19.3,59.1,3.6,0.5,4,35.2,2.4,9.4,44.9,19.5
Mill Creek Middle School,https://www.schooldigger.com/go/WA/schools/0396002986/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,620 Central Ave N,Kent,https://www.schooldigger.com/go/WA/city/Kent/search.aspx,98032,King County,(253) 373-7446,Yes,No,No,No,850,51.5,16.5,75.3,18.7,0.1,15.6,36.6,6.6,7.3,15.1,19.3
Dimmitt Middle School,https://www.schooldigger.com/go/WA/schools/0723002564/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,12320 80th Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98178,King County,(425) 204-2800,Yes,No,No,No,716,37.4,19,64.5,28.9,1.3,25.4,24.3,2.5,8.8,8.7,19.1
Orchard Middle School,https://www.schooldigger.com/go/WA/schools/0966001634/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1024 Orchard Ave,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 662-7745,Yes,No,No,No,408,30.4,13.4,64.5,1,0,0,65,0,2.2,31.9,19
Grandview Middle School,https://www.schooldigger.com/go/WA/schools/0315000498/school.aspx,Grandview School District,https://www.schooldigger.com/go/WA/district/03150/search.aspx,1401 W 2nd ST,Grandview,https://www.schooldigger.com/go/WA/city/Grandview/search.aspx,98930,Yakima County,(509) 882-8600,Yes,No,No,No,893,45.6,19.5,82,0.2,0,0.1,94.7,0,0.1,4.8,18.9
Frontier Middle School,https://www.schooldigger.com/go/WA/schools/0522002625/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,517 West Third Avenue,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2662,No,No,No,No,740,34.4,21.4,59.2,1.2,0.3,1.4,47,0.1,2.7,47.3,18.9
Cascade Middle School,https://www.schooldigger.com/go/WA/schools/0030000033/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,1015 24th St NE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98002,King County,(253) 931-4995,Yes,No,No,No,875,50.6,17.2,60.9,9.1,0.5,9.7,27.5,8.8,10.2,34.2,18.6
Glover Middle School,https://www.schooldigger.com/go/WA/schools/0825001377/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,2404 W Longfellow Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99205,Spokane County,(509) 354-5400,Yes,No,No,No,610,37.4,16.3,74.3,3.3,0.5,0.8,15.1,1.3,13,65.9,18.6
Washington Connections Academy,https://www.schooldigger.com/go/WA/schools/0480003569/school.aspx,Mary M Knight School District,https://www.schooldigger.com/go/WA/district/04800/search.aspx,111 Tumwater Blvd SE,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98501,Thurston County,(360) 338-6340,No,No,No,Yes,2034,31,65.5,12.2,4,0.6,2.2,11.5,0.5,10,71.2,18.5
Marysville Middle School,https://www.schooldigger.com/go/WA/schools/0486000736/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,4923 67th St NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98270,Snohomish County,(360) 965-0900,No,No,No,No,837,41.1,20.3,53,1.8,2,7.4,29.9,1.7,9.8,47.4,18.4
La Conner Middle,https://www.schooldigger.com/go/WA/schools/0411001905/school.aspx,La Conner School District,https://www.schooldigger.com/go/WA/district/04110/search.aspx,512 N. 6th St.,La Conner,https://www.schooldigger.com/go/WA/city/La+Conner/search.aspx,98257,Skagit County,(360) 466-4113,Yes,No,No,No,139,9.7,14.3,63.3,0,35.3,0,15.8,0,10.1,38.8,18.4
Mid-Columbia Parent Partnership,https://www.schooldigger.com/go/WA/schools/0393003115/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,5980 W 12th Ave,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-5036,No,No,No,No,401,9.7,41.2,22.7,0.7,0.2,0.2,14,0,7.7,77.1,18.2
Chinook Middle School,https://www.schooldigger.com/go/WA/schools/0354000524/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,18650 42nd Ave S,SeaTac,https://www.schooldigger.com/go/WA/city/SeaTac/search.aspx,98188,King County,(206) 631-5700,Yes,No,No,No,712,41.7,17,76.5,22.5,0.6,13.9,40.7,7.3,5.3,9.7,18.1
Orondo Elementary and Middle School,https://www.schooldigger.com/go/WA/schools/0639000949/school.aspx,Orondo School District,https://www.schooldigger.com/go/WA/district/06390/search.aspx,100 Orondo School Road,Orondo,https://www.schooldigger.com/go/WA/city/Orondo/search.aspx,98843,Douglas County,(509) 784-1333,Yes,No,No,No,180,10.4,17.1,77.8,0,0,0,80,0,0.6,19.4,18.1
Showalter Middle School,https://www.schooldigger.com/go/WA/schools/0813001342/school.aspx,Tukwila School District,https://www.schooldigger.com/go/WA/district/08130/search.aspx,4628 S 144th St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98168,King County,(206) 901-7800,Yes,No,No,No,608,36.6,16.6,75,16.6,1.2,23.2,36.3,4.3,7.2,9,17.9
Technology Access Foundation Academy at Saghalie,https://www.schooldigger.com/go/WA/schools/0282003610/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,33914 19th Ave SW,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98023,King County,(253) 945-5000,No,No,Yes,No,571,36.2,15.7,63.6,14.7,0.5,11.2,33.8,4.9,13.3,21.5,17.7
Kilo Middle School,https://www.schooldigger.com/go/WA/schools/0282000438/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,4400 S 308th St,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98001,King County,(253) 945-4700,No,No,No,No,602,35.7,16.8,66.3,12.3,0.3,10.3,38.9,2.5,7.8,27.9,17.7
Neah Bay Junior/ Senior High School,https://www.schooldigger.com/go/WA/schools/0084000165/school.aspx,Cape Flattery School District,https://www.schooldigger.com/go/WA/district/00840/search.aspx,3560 Deer Street,Neah Bay,https://www.schooldigger.com/go/WA/city/Neah+Bay/search.aspx,98357,Clallam County,(360) 645-2221,Yes,No,No,No,191,14.2,13.3,68.6,0,59.2,0,18.3,0,20.4,2.1,17.5
Miller Junior High,https://www.schooldigger.com/go/WA/schools/0003000009/school.aspx,Aberdeen School District,https://www.schooldigger.com/go/WA/district/00030/search.aspx,100 E Lindstrom,Aberdeen,https://www.schooldigger.com/go/WA/city/Aberdeen/search.aspx,98520,Grays Harbor County,(360) 538-2100,Yes,No,No,No,781,33.4,23.3,77.7,0.4,1.7,1.7,35,0.1,7.8,53.4,17.3
Angelo Giaudrone Middle School,https://www.schooldigger.com/go/WA/schools/0870003155/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,4902 S Alaska St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98408,Pierce County,(253) 571-5811,Yes,No,No,No,649,37.6,17.2,77.7,16.2,1.1,11.4,27,4.6,17.4,22.3,17.1
Sequoyah Middle School,https://www.schooldigger.com/go/WA/schools/0282002964/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,3425 S 360th ST,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98001,King County,(253) 945-3670,No,No,No,No,599,30.5,19.5,73.8,19.9,0.2,10.2,31.2,4.5,11.5,22.5,17
Perry G Keithley Middle School,https://www.schooldigger.com/go/WA/schools/0294000481/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,12324 12th Ave S,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 298-4307,Yes,No,No,No,839,45.6,18.3,73.4,10.8,1,5.7,29.9,8.3,18,26.2,17
McFarland Middle School,https://www.schooldigger.com/go/WA/schools/0648000956/school.aspx,Othello School District,https://www.schooldigger.com/go/WA/district/06480/search.aspx,790 S 10th Ave,Othello,https://www.schooldigger.com/go/WA/city/Othello/search.aspx,99344,Adams County,(509) 488-3326,Yes,No,No,No,765,37.5,20.4,81.3,0.1,0,0.4,90.6,0,0.5,8.4,16.2
Illahee Middle School,https://www.schooldigger.com/go/WA/schools/0282000437/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,36001 1st AVE S,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-4600,No,No,No,No,820,46.5,17.6,66,19.1,0.2,13.3,28.4,8.8,10.6,19.4,16
Brewster Middle School,https://www.schooldigger.com/go/WA/schools/0069002284/school.aspx,Brewster School District,https://www.schooldigger.com/go/WA/district/00690/search.aspx,422 S 7th St,Brewster,https://www.schooldigger.com/go/WA/city/Brewster/search.aspx,98812,Okanogan County,(509) 689-2032,Yes,No,No,No,242,9.5,25.3,88.8,0.4,0.4,0,89.3,0,0.8,9.1,15.9
Hudtloff Middle School,https://www.schooldigger.com/go/WA/schools/0141000257/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,8102 Phillips Road SW,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98498,Pierce County,(253) 583-5400,No,No,No,No,705,39.5,17.8,69.9,12.9,0.4,4.4,38.2,5.7,14,24,15.8
Sacajawea Middle School,https://www.schooldigger.com/go/WA/schools/0282000448/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,1101 S Dash Point Rd,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-4900,No,No,No,No,750,40.8,18.3,75.2,16.9,0.3,10.8,42,4.7,10.1,15.1,15.3
Hoquiam Homelink School,https://www.schooldigger.com/go/WA/schools/0366003290/school.aspx,Hoquiam School District,https://www.schooldigger.com/go/WA/district/03660/search.aspx,2500 Simpson Ave,Hoquiam,https://www.schooldigger.com/go/WA/city/Hoquiam/search.aspx,98550,Grays Harbor County,(360) 538-8200,No,No,No,No,145,3.9,36.8,56.6,4.8,4.8,0.7,15.2,0,3.4,71,15.1
EV Parent Partnership,https://www.schooldigger.com/go/WA/schools/0228003582/school.aspx,East Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/02280/search.aspx,12325 E Grace Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 241-5001,No,No,No,No,302,5.6,53.9,38.1,0.7,1,0.3,7.9,0.3,2.6,87.1,14.8
Discovery Middle School,https://www.schooldigger.com/go/WA/schools/0927002018/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,800 E 40th St,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98663,Clark County,(360) 313-3300,Yes,No,No,No,633,38.9,16.2,67.9,3.6,0.5,2.4,42,2.8,9,39.7,14.8
Glacier Middle School,https://www.schooldigger.com/go/WA/schools/0354003674/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,2450 South 142nd Street,SeaTac,https://www.schooldigger.com/go/WA/city/SeaTac/search.aspx,98168,King County,(206) 631-5300,Yes,No,No,No,981,51.1,19.1,78.7,9.7,0.2,15.2,54.1,3.7,7.1,10,14.6
Olympic Middle School,https://www.schooldigger.com/go/WA/schools/0030000038/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,839 21st ST SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98002,King County,(253) 931-4966,Yes,No,No,No,961,51.2,18.7,70.9,6.5,3.2,6,44.7,6.7,11.2,21.6,14.5
Republic Junior High,https://www.schooldigger.com/go/WA/schools/0726002949/school.aspx,Republic School District,https://www.schooldigger.com/go/WA/district/07260/search.aspx,30306 E Highway 20,Republic,https://www.schooldigger.com/go/WA/city/Republic/search.aspx,99166,Ferry County,(509) 775-3327,No,No,No,No,52,4,12.9,71.2,0,5.8,1.9,7.7,0,17.3,67.3,14.5
Internet Academy,https://www.schooldigger.com/go/WA/schools/0282002638/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,31455 28th Ave S,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-2230,No,No,No,Yes,545,21.2,25.6,30.1,7.3,1.5,7.5,14.1,0.9,18,50.3,14.4
Mount Baker Junior High,https://www.schooldigger.com/go/WA/schools/0531002608/school.aspx,Mount Baker School District,https://www.schooldigger.com/go/WA/district/05310/search.aspx,4936 Deming Rd,Deming,https://www.schooldigger.com/go/WA/city/Deming/search.aspx,98244,Whatcom County,(360) 383-2015,No,No,No,No,264,14,18.8,60.2,0.8,6.4,0.8,12.1,0.4,10.6,68.9,14.3
Park Middle School,https://www.schooldigger.com/go/WA/schools/0393000607/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,1011 West 10th Avenue,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99336,Benton County,(509) 222-6900,Yes,No,No,No,722,38,18.9,88,2.8,0,2.8,70.6,0.8,2.5,20.5,14.1
