School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Franklin County High,https://www.schooldigger.com/go/IN/schools/0370002336/school.aspx,Franklin County Community School Corp,https://www.schooldigger.com/go/IN/district/03700/search.aspx,1 Wildcat Ln,Brookville,https://www.schooldigger.com/go/IN/city/Brookville/search.aspx,47012,Franklin County,(765) 647-4101,No,No,No,No,732,45.9,15.9,42.5,0.3,0,0.3,0.5,0,1.2,97.7,44.7
Tecumseh High School,https://www.schooldigger.com/go/IN/schools/1239001986/school.aspx,Warrick County School Corp,https://www.schooldigger.com/go/IN/district/12390/search.aspx,5244 W Sr 68,Lynnville,https://www.schooldigger.com/go/IN/city/Lynnville/search.aspx,47619,Warrick County,(812) 922-3237,No,No,No,No,300,34,8.8,26,0,0.3,0.3,1,0,2.7,95.7,44.7
Twin Lakes Senior High School,https://www.schooldigger.com/go/IN/schools/1158001863/school.aspx,Twin Lakes School Corp,https://www.schooldigger.com/go/IN/district/11580/search.aspx,300 S 3rd St,Monticello,https://www.schooldigger.com/go/IN/city/Monticello/search.aspx,47960,White County,(574) 583-7108,No,No,No,No,703,52.9,13.2,52.1,1,0.4,0.3,11.9,0,4.1,82.2,44.5
Indiana Agriculture and Technology,https://www.schooldigger.com/go/IN/schools/0019802665/school.aspx,Indiana Agriculture and Technology,https://www.schooldigger.com/go/IN/district/00198/search.aspx,1982 S Morgantown Road,Morgantown,https://www.schooldigger.com/go/IN/city/Morgantown/search.aspx,46160,Morgan County,(317) 201-8734,No,Yes,No,No,253,4,63.2,29.2,2,0,0,7.1,0,1.6,89.3,44.5
Crawfordsville Senior High School,https://www.schooldigger.com/go/IN/schools/0246000287/school.aspx,Crawfordsville Community Schools,https://www.schooldigger.com/go/IN/district/02460/search.aspx,One Athenian Dr,Crawfordsville,https://www.schooldigger.com/go/IN/city/Crawfordsville/search.aspx,47933,Montgomery County,(765) 362-2340,No,No,No,No,676,50.8,13.2,55.2,2.2,0.1,1.8,17.9,0,4.3,73.7,44
Indiana Connections Career Academy,https://www.schooldigger.com/go/IN/schools/0019102631/school.aspx,Indiana Connections Career Academy,https://www.schooldigger.com/go/IN/district/00191/search.aspx,6640 Intech Boulevard - Ste 25,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46278,Marion County,(317) 667-0255,Yes,Yes,No,Yes,611,18.3,33.3,40.3,6.5,0.2,0.5,10.3,0.3,6.4,75.8,44
Hamilton Heights High School,https://www.schooldigger.com/go/IN/schools/0426000728/school.aspx,Hamilton Heights School Corp,https://www.schooldigger.com/go/IN/district/04260/search.aspx,25802 Sr 19,Arcadia,https://www.schooldigger.com/go/IN/city/Arcadia/search.aspx,46030,Hamilton County,(317) 984-3551,No,No,No,No,766,39.7,19.2,26.2,1.3,0.9,0.5,4.4,0,1,91.8,43.9
Martinsville High School,https://www.schooldigger.com/go/IN/schools/0651001135/school.aspx,MSD Martinsville Schools,https://www.schooldigger.com/go/IN/district/06510/search.aspx,1360 E Gray St,Martinsville,https://www.schooldigger.com/go/IN/city/Martinsville/search.aspx,46151,Morgan County,(765) 342-5571,No,No,No,No,1292,76.8,16.8,39.6,0.6,0.5,1.2,1.7,0.2,1.9,94,43.7
West Vigo High School,https://www.schooldigger.com/go/IN/schools/1209001923/school.aspx,Vigo County School Corp,https://www.schooldigger.com/go/IN/district/12090/search.aspx,4590 W Sarah Myers Dr,West Terre Haute,https://www.schooldigger.com/go/IN/city/West+Terre+Haute/search.aspx,47885,Vigo County,(812) 462-4282,No,No,No,No,518,52.3,9.8,47.3,0.2,0,0.4,1.9,0,3.9,93.6,43.3
South Ripley High School,https://www.schooldigger.com/go/IN/schools/1053001729/school.aspx,South Ripley Com School Corp,https://www.schooldigger.com/go/IN/district/10530/search.aspx,1589 S Benham Rd,Versailles,https://www.schooldigger.com/go/IN/city/Versailles/search.aspx,47042,Ripley County,(812) 689-5303,No,No,No,No,367,25,14.6,50.4,0,0.8,0,2.5,0,1.9,94.8,43.2
Whiting High School,https://www.schooldigger.com/go/IN/schools/1320002082/school.aspx,School City of Whiting,https://www.schooldigger.com/go/IN/district/13200/search.aspx,1751 Oliver St,Whiting,https://www.schooldigger.com/go/IN/city/Whiting/search.aspx,46394,Lake County,(219) 659-0255,No,No,No,No,486,26.5,18.3,61.9,4.1,0,0.6,71.6,0,2.1,21.6,43.1
Seymour Senior High School,https://www.schooldigger.com/go/IN/schools/1008001618/school.aspx,Seymour Community Schools,https://www.schooldigger.com/go/IN/district/10080/search.aspx,1350 W 2nd St,Seymour,https://www.schooldigger.com/go/IN/city/Seymour/search.aspx,47274,Jackson County,(812) 522-4384,No,No,No,No,1538,82.3,18.6,46.9,0.6,0.1,1.4,31.9,0.1,2.2,63.7,43
Blackford Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0057000102/school.aspx,Blackford County Schools,https://www.schooldigger.com/go/IN/district/00570/search.aspx,2392 N Sr 3 N,Hartford City,https://www.schooldigger.com/go/IN/city/Hartford+City/search.aspx,47348,Blackford County,(765) 348-7560,No,No,No,No,721,47.5,15.1,46.3,0.3,0,0.1,3.6,0,3.7,92.2,42.7
William Henry Harrison High School,https://www.schooldigger.com/go/IN/schools/0345000490/school.aspx,Evansville Vanderburgh School Corp,https://www.schooldigger.com/go/IN/district/03450/search.aspx,211 Fielding Rd,Evansville,https://www.schooldigger.com/go/IN/city/Evansville/search.aspx,47715,Vanderburgh County,(812) 477-1046,No,No,No,No,923,137,6.7,53.5,21.8,0.1,1.5,9.1,1.3,11.8,54.4,42.7
Tippecanoe Valley High School,https://www.schooldigger.com/go/IN/schools/1137001839/school.aspx,Tippecanoe Valley School Corp,https://www.schooldigger.com/go/IN/district/11370/search.aspx,8345 S Sr 19,Akron,https://www.schooldigger.com/go/IN/city/Akron/search.aspx,46910,Kosciusko County,(574) 598-2100,No,No,No,No,570,37.1,15.3,49.8,0.2,0.2,0.4,14,0,2.1,83.2,42.5
Northrop High School,https://www.schooldigger.com/go/IN/schools/0363000552/school.aspx,Fort Wayne Community Schools,https://www.schooldigger.com/go/IN/district/03630/search.aspx,7001 Coldwater Rd,Fort Wayne,https://www.schooldigger.com/go/IN/city/Fort+Wayne/search.aspx,46825,Allen County,(260) 467-2300,No,No,No,No,2046,99.3,20.5,52.6,18.6,0.7,5.8,15.9,0.2,8.1,50.7,42.4
Terre Haute North Vigo High School,https://www.schooldigger.com/go/IN/schools/1209001917/school.aspx,Vigo County School Corp,https://www.schooldigger.com/go/IN/district/12090/search.aspx,3434 Maple Av,Terre Haute,https://www.schooldigger.com/go/IN/city/Terre+Haute/search.aspx,47804,Vigo County,(812) 462-4312,No,No,No,No,1432,108.9,13.1,45.5,4.3,0.1,0.6,3.6,0,7.2,84.4,42.3
Adams High School,https://www.schooldigger.com/go/IN/schools/1029001662/school.aspx,South Bend Community School Corp,https://www.schooldigger.com/go/IN/district/10290/search.aspx,808 S Twyckenham Dr,South Bend,https://www.schooldigger.com/go/IN/city/South+Bend/search.aspx,46615,St. Joseph County,(574) 393-5300,No,No,No,No,1949,127.1,15.3,57.5,25.7,0.2,2.2,26.8,0.1,9.4,35.6,42.2
LaVille Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1191001879/school.aspx,Union-North United School Corp,https://www.schooldigger.com/go/IN/district/11910/search.aspx,69969 Us 31 S,Lakeville,https://www.schooldigger.com/go/IN/city/Lakeville/search.aspx,46536,St. Joseph County,(574) 784-3151,No,No,No,No,621,40.7,15.2,47.7,1.6,0,0.2,6,0,3.4,88.9,42
New Albany Senior High School,https://www.schooldigger.com/go/IN/schools/0741001277/school.aspx,New Albany-Floyd County Con School,https://www.schooldigger.com/go/IN/district/07410/search.aspx,1020 Vincennes St,New Albany,https://www.schooldigger.com/go/IN/city/New+Albany/search.aspx,47150,Floyd County,(812) 542-8506,No,No,No,No,1859,94.2,19.7,50.5,15.2,0.2,1.2,9.4,0.1,9.3,64.7,41.9
Owen Valley Community High School,https://www.schooldigger.com/go/IN/schools/1095001791/school.aspx,Spencer-Owen Community Schools,https://www.schooldigger.com/go/IN/district/10950/search.aspx,622 W Sr 46,Spencer,https://www.schooldigger.com/go/IN/city/Spencer/search.aspx,47460,Owen County,(812) 829-2266,No,No,No,No,664,50.5,13.1,41.3,0.5,0.5,0.9,1.5,0,1.4,95.3,41.8
New Washington Middle/High School,https://www.schooldigger.com/go/IN/schools/0394000672/school.aspx,Greater Clark County Schools,https://www.schooldigger.com/go/IN/district/03940/search.aspx,226 N Hwy 62,New Washington,https://www.schooldigger.com/go/IN/city/New+Washington/search.aspx,47162,Clark County,(812) 293-3368,No,No,No,No,323,24,13.4,43.7,0,0,0.3,2.2,0,4,93.5,41.8
Caston Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0141000207/school.aspx,Caston School Corporation,https://www.schooldigger.com/go/IN/district/01410/search.aspx,Sr 25 S,Fulton,https://www.schooldigger.com/go/IN/city/Fulton/search.aspx,46931,Fulton County,(574) 857-3505,Yes,No,No,No,367,27.1,13.5,44.1,0.3,0,0,7.9,0,1.9,89.9,41.5
Rochester Community High School,https://www.schooldigger.com/go/IN/schools/0963001576/school.aspx,Rochester Community School Corp,https://www.schooldigger.com/go/IN/district/09630/search.aspx,1 Zebra Ln,Rochester,https://www.schooldigger.com/go/IN/city/Rochester/search.aspx,46975,Fulton County,(574) 223-2176,No,No,No,No,517,37.6,13.7,49.3,0.8,0.4,0.4,4.8,0,3.9,89.7,41.3
Edinburgh Community High School,https://www.schooldigger.com/go/IN/schools/0324000422/school.aspx,Edinburgh Community School Corp,https://www.schooldigger.com/go/IN/district/03240/search.aspx,300 S Keeley St,Edinburgh,https://www.schooldigger.com/go/IN/city/Edinburgh/search.aspx,46124,Johnson County,(812) 526-5501,No,No,No,No,230,23,10,60,0,0,0,4.3,0,3,92.6,41.2
Winamac Community High School,https://www.schooldigger.com/go/IN/schools/0711001205/school.aspx,Eastern Pulaski Community School Corp,https://www.schooldigger.com/go/IN/district/07110/search.aspx,715 School Dr,Winamac,https://www.schooldigger.com/go/IN/city/Winamac/search.aspx,46996,Pulaski County,(574) 946-6151,No,No,No,No,349,31.4,11.1,41.3,1.1,0,0.6,5.7,0,2.3,90.3,41.2
Salem High School,https://www.schooldigger.com/go/IN/schools/0981001600/school.aspx,Salem Community Schools,https://www.schooldigger.com/go/IN/district/09810/search.aspx,700 N Harrison St,Salem,https://www.schooldigger.com/go/IN/city/Salem/search.aspx,47167,Washington County,(812) 883-3904,No,No,No,No,542,35.2,15.3,42.3,0.2,0,0.9,1.5,0,1.3,96.1,41.2
Hammond Academy of Science & Technical,https://www.schooldigger.com/go/IN/schools/0008202466/school.aspx,Hammond Academy of Science & Technical,https://www.schooldigger.com/go/IN/district/00082/search.aspx,33 Muenich Ct,Hammond,https://www.schooldigger.com/go/IN/city/Hammond/search.aspx,46320,Lake County,(219) 852-0500,Yes,Yes,No,No,574,36.4,15.7,66,17.1,0,0.5,65.7,0.2,2.3,14.3,40.4
Princeton Community High School,https://www.schooldigger.com/go/IN/schools/0777001326/school.aspx,North Gibson School Corporation,https://www.schooldigger.com/go/IN/district/07770/search.aspx,1101 N Main St,Princeton,https://www.schooldigger.com/go/IN/city/Princeton/search.aspx,47670,Gibson County,(812) 385-2591,No,No,No,No,617,40.2,15.3,43.8,3.6,0,1.9,3.2,0.2,8.9,82.2,40.3
Parke Heritage High School,https://www.schooldigger.com/go/IN/schools/0011802644/school.aspx,North Central Parke Community School Corp,https://www.schooldigger.com/go/IN/district/00118/search.aspx,506 N Beadle St,Rockville,https://www.schooldigger.com/go/IN/city/Rockville/search.aspx,47872,Parke County,(765) 569-5363,No,No,No,No,351,29.6,11.8,53,0.3,0,0,1.7,0,3.4,94.6,40.2
Rock Creek Community Academy,https://www.schooldigger.com/go/IN/schools/0009902497/school.aspx,Rock Creek Community Academy,https://www.schooldigger.com/go/IN/district/00099/search.aspx,8000 Diefenbach Ln,Sellersburg,https://www.schooldigger.com/go/IN/city/Sellersburg/search.aspx,47172,Clark County,(812) 246-9271,Yes,Yes,No,No,625,36.8,16.9,31.7,10.4,0.2,0.6,6.1,0.2,8.2,74.4,40.2
Cloverdale High School,https://www.schooldigger.com/go/IN/schools/0222000265/school.aspx,Cloverdale Community Schools,https://www.schooldigger.com/go/IN/district/02220/search.aspx,205 E Market,Cloverdale,https://www.schooldigger.com/go/IN/city/Cloverdale/search.aspx,46120,Putnam County,(765) 795-4203,No,No,No,No,310,24.4,12.6,41.6,0,0.3,0,2.6,0,3.5,93.5,40.1
Tri-County Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/1143001846/school.aspx,Tri-County School Corporation,https://www.schooldigger.com/go/IN/district/11430/search.aspx,11298 W 100 S,Wolcott,https://www.schooldigger.com/go/IN/city/Wolcott/search.aspx,47995,White County,(219) 279-2105,No,No,No,No,339,33,10.2,35.1,0.9,0.3,0.6,9.1,0,1.5,87.6,39.4
Scottsburg Senior High School,https://www.schooldigger.com/go/IN/schools/1002001612/school.aspx,Scott County School District 2,https://www.schooldigger.com/go/IN/district/10020/search.aspx,500 S Gardner,Scottsburg,https://www.schooldigger.com/go/IN/city/Scottsburg/search.aspx,47170,Scott County,(812) 752-8927,No,No,No,No,784,48.7,16,49.7,0.1,0.3,0.5,3.3,0.4,1.8,93.6,39.2
Peru High School,https://www.schooldigger.com/go/IN/schools/0885001476/school.aspx,Peru Community Schools,https://www.schooldigger.com/go/IN/district/08850/search.aspx,401 N Broadway,Peru,https://www.schooldigger.com/go/IN/city/Peru/search.aspx,46970,Miami County,(765) 472-3301,No,No,No,No,662,40.7,16.2,44.1,2.4,1.4,0.6,4.4,0.3,4.8,86.1,39.2
Griffith High School,https://www.schooldigger.com/go/IN/schools/0417000722/school.aspx,Griffith Public Schools,https://www.schooldigger.com/go/IN/district/04170/search.aspx,600 N Wiggs St,Griffith,https://www.schooldigger.com/go/IN/city/Griffith/search.aspx,46319,Lake County,(219) 924-4281,No,No,No,No,667,33,20.2,44.2,21.3,0.1,0.3,27.1,0,3.1,48,38.6
North Harrison High School,https://www.schooldigger.com/go/IN/schools/0069000144/school.aspx,North Harrison Com School Corp,https://www.schooldigger.com/go/IN/district/00690/search.aspx,1070 Hwy 64 NW,Ramsey,https://www.schooldigger.com/go/IN/city/Ramsey/search.aspx,47166,Harrison County,(812) 347-2741,No,No,No,No,689,35.1,19.6,36.3,0.7,0,0.4,2.8,0,2.8,93.3,38.5
Whitko Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/1323002089/school.aspx,Whitko Community School Corp,https://www.schooldigger.com/go/IN/district/13230/search.aspx,1 Big Blue Ave,South Whitley,https://www.schooldigger.com/go/IN/city/South+Whitley/search.aspx,46787,Whitley County,(260) 723-5146,No,No,No,No,603,53,11.3,35,1.3,0.3,0.7,4.8,0,0.8,92,38.4
Madison Consolidated High School,https://www.schooldigger.com/go/IN/schools/0612001090/school.aspx,Madison Consolidated Schools,https://www.schooldigger.com/go/IN/district/06120/search.aspx,743 Clifty Dr,Madison,https://www.schooldigger.com/go/IN/city/Madison/search.aspx,47250,Jefferson County,(812) 274-8408,No,No,No,No,778,46.4,16.7,39.1,1.4,0.1,1.4,4.4,0.3,3,89.5,38.4
Orleans Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0849001437/school.aspx,Orleans Community Schools,https://www.schooldigger.com/go/IN/district/08490/search.aspx,200 W Wilson,Orleans,https://www.schooldigger.com/go/IN/city/Orleans/search.aspx,47452,Orange County,(812) 865-2688,No,No,No,No,397,28.9,13.7,49.9,0.3,0,0.3,0.3,0,2,97.2,38.3
Shakamak Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1011001623/school.aspx,MSD Shakamak Schools,https://www.schooldigger.com/go/IN/district/10110/search.aspx,9233 Shakamak School Rd,Jasonville,https://www.schooldigger.com/go/IN/city/Jasonville/search.aspx,47438,Greene County,(812) 665-3550,No,No,No,No,316,27.1,11.6,43.7,0,0.3,0,1.3,0,0.3,98.1,38
Westville High School,https://www.schooldigger.com/go/IN/schools/0747001294/school.aspx,MSD of New Durham Township,https://www.schooldigger.com/go/IN/district/07470/search.aspx,207 E Valparaiso St,Westville,https://www.schooldigger.com/go/IN/city/Westville/search.aspx,46391,LaPorte County,(219) 785-2531,No,No,No,No,412,28,14.7,35,1.7,0.2,1,5.3,0,6.1,85.7,38
Jay County Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0498000914/school.aspx,Jay School Corporation,https://www.schooldigger.com/go/IN/district/04980/search.aspx,2072 W Sr 67,Portland,https://www.schooldigger.com/go/IN/city/Portland/search.aspx,47371,Jay County,(260) 726-9306,No,No,No,No,1346,71,18.9,43.9,0.2,0.1,0.2,8.9,0,1.4,89.2,38
Charlestown Senior High School,https://www.schooldigger.com/go/IN/schools/0394000663/school.aspx,Greater Clark County Schools,https://www.schooldigger.com/go/IN/district/03940/search.aspx,Monroe/Park Sts,Charlestown,https://www.schooldigger.com/go/IN/city/Charlestown/search.aspx,47111,Clark County,(812) 256-3328,No,No,No,No,743,43.6,17,40.6,3.8,0.1,0.5,10.6,0,3.1,81.8,37.6
Concord Community High School,https://www.schooldigger.com/go/IN/schools/0240000269/school.aspx,Concord Community Schools,https://www.schooldigger.com/go/IN/district/02400/search.aspx,59117 Minuteman Way,Elkhart,https://www.schooldigger.com/go/IN/city/Elkhart/search.aspx,46517,Elkhart County,(574) 875-6524,No,No,No,No,1679,91.5,18.3,42.4,7.9,0.2,1,41.5,0.1,5.4,44,37.6
Lakeland Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0552000996/school.aspx,Lakeland School Corporation,https://www.schooldigger.com/go/IN/district/05520/search.aspx,0805 E 075 N,LaGrange,https://www.schooldigger.com/go/IN/city/LaGrange/search.aspx,46761,LaGrange County,(260) 499-2470,No,No,No,No,855,62.5,13.6,41.3,0.5,0.5,0.6,22,0,3.6,72.9,37.4
Monroe Central Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0708001202/school.aspx,Monroe Central School Corp,https://www.schooldigger.com/go/IN/district/07080/search.aspx,1878 N Cr 1000 W,Parker City,https://www.schooldigger.com/go/IN/city/Parker+City/search.aspx,47368,Randolph County,(765) 468-7545,No,No,No,No,481,36.5,13.1,41.8,0.8,0.8,0.4,2.3,0,1.9,93.8,36.5
Pike High School,https://www.schooldigger.com/go/IN/schools/0891001489/school.aspx,MSD Pike Township,https://www.schooldigger.com/go/IN/district/08910/search.aspx,5401 W 71st St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46268,Marion County,(317) 291-5250,No,No,No,No,3392,184.7,18.3,60.4,59.3,0,1.9,25.9,0.1,4.8,8,36.5
Monrovia High School,https://www.schooldigger.com/go/IN/schools/0414000716/school.aspx,Monroe-Gregg School District,https://www.schooldigger.com/go/IN/district/04140/search.aspx,205 S Chestnut St,Monrovia,https://www.schooldigger.com/go/IN/city/Monrovia/search.aspx,46157,Morgan County,(317) 996-2258,No,No,No,No,519,38.6,13.4,31.4,1.7,0,0,3.5,0,1.3,93.4,36.4
Southport High School,https://www.schooldigger.com/go/IN/schools/0882001467/school.aspx,Perry Township Schools,https://www.schooldigger.com/go/IN/district/08820/search.aspx,971 E Banta Rd,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46227,Marion County,(317) 789-4800,No,No,No,No,2326,115.4,20.1,69.2,9.2,0,19.6,21.7,0,5.1,44.3,36.1
Purdue Polytechnic High School Ind,https://www.schooldigger.com/go/IN/schools/0018302632/school.aspx,Purdue Polytechnic High School Ind,https://www.schooldigger.com/go/IN/district/00183/search.aspx,525 S Meridian St - Suite LLA,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46225,Marion County,(317) 832-1200,Yes,Yes,No,No,543,24.8,21.8,63.5,38.5,0,1.8,23.9,0,6.1,29.7,36
Charles A Tindley Accelerated School,https://www.schooldigger.com/go/IN/schools/0004502137/school.aspx,Charles A Tindley Accelerated School,https://www.schooldigger.com/go/IN/district/00045/search.aspx,3960 Meadows Dr,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46205,Marion County,(317) 545-1745,Yes,Yes,No,No,374,26.2,14.2,73.3,91.4,0,0,5.1,0,2.7,0.8,35.7
Mitchell High School,https://www.schooldigger.com/go/IN/schools/0690001198/school.aspx,Mitchell Community Schools,https://www.schooldigger.com/go/IN/district/06900/search.aspx,1000 Bishop Blvd,Mitchell,https://www.schooldigger.com/go/IN/city/Mitchell/search.aspx,47446,Lawrence County,(812) 849-3663,No,No,No,No,452,31.7,14.2,40.7,0,0.2,0.7,2.2,0.4,2.7,93.8,35.5
N Judson-San Pierre Junior Senior High School,https://www.schooldigger.com/go/IN/schools/0780001330/school.aspx,North Judson-San Pierre School Corp,https://www.schooldigger.com/go/IN/district/07800/search.aspx,1 Bluejay Dr,North Judson,https://www.schooldigger.com/go/IN/city/North+Judson/search.aspx,46366,Starke County,(574) 896-2158,No,No,No,No,474,34,13.9,46.6,0.4,1.1,0.2,6.3,0.2,0.8,90.9,35.2
Lincoln High School,https://www.schooldigger.com/go/IN/schools/1212001931/school.aspx,Vincennes Community School Corp,https://www.schooldigger.com/go/IN/district/12120/search.aspx,1545 S Hart Street Road,Vincennes,https://www.schooldigger.com/go/IN/city/Vincennes/search.aspx,47591,Knox County,(812) 882-8480,No,No,No,No,623,44.1,14.1,49.3,2.6,0,1.4,5.6,0,5,85.4,35
Blue River Valley Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0066000141/school.aspx,Blue River Valley Schools,https://www.schooldigger.com/go/IN/district/00660/search.aspx,4741 N Viking Trail,New Castle,https://www.schooldigger.com/go/IN/city/New+Castle/search.aspx,47362,Henry County,(765) 836-4811,No,No,No,No,293,26,11.2,32.4,0,0.3,1.7,2,0,2,93.9,34.8
Jeffersonville High School,https://www.schooldigger.com/go/IN/schools/0394000666/school.aspx,Greater Clark County Schools,https://www.schooldigger.com/go/IN/district/03940/search.aspx,2315 Allison Ln,Jeffersonville,https://www.schooldigger.com/go/IN/city/Jeffersonville/search.aspx,47130,Clark County,(812) 282-6601,No,No,No,No,2134,107.3,19.8,49.2,20.8,0.4,1.5,16.2,0.1,10.4,50.6,34.4
Clarksville Senior High School,https://www.schooldigger.com/go/IN/schools/0192000249/school.aspx,Clarksville Community School Corp,https://www.schooldigger.com/go/IN/district/01920/search.aspx,800 Dr Dot Lewis Dr,Clarksville,https://www.schooldigger.com/go/IN/city/Clarksville/search.aspx,47129,Clark County,(812) 282-8231,No,No,No,No,353,33.6,10.4,39.1,9.6,0.3,0.3,11.6,0,8.2,70,34.3
Harwood Career Prep High School,https://www.schooldigger.com/go/IN/schools/0345002649/school.aspx,Evansville Vanderburgh School Corp,https://www.schooldigger.com/go/IN/district/03450/search.aspx,3013 First Ave,Evansville,https://www.schooldigger.com/go/IN/city/Evansville/search.aspx,47710,Vanderburgh County,(812) 435-8316,No,No,No,No,3414,191.2,17.8,64.8,23.3,0.4,1.3,5.3,1.2,12.2,56.3,34.1
Lawrence North High School,https://www.schooldigger.com/go/IN/schools/0567001031/school.aspx,MSD Lawrence Township,https://www.schooldigger.com/go/IN/district/05670/search.aspx,7802 N Hague Rd,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46256,Marion County,(317) 964-7700,No,No,No,No,2754,119.2,23.1,54,43.2,0,1.4,25.2,0.1,6.5,23.6,34
West Washington Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1293002063/school.aspx,West Washington School Corp,https://www.schooldigger.com/go/IN/district/12930/search.aspx,8028 W Batt Rd,Campbellsburg,https://www.schooldigger.com/go/IN/city/Campbellsburg/search.aspx,47108,Washington County,(812) 755-4996,No,No,No,No,440,27,16.2,40.9,0.2,0,0,3.6,0,1.8,94.3,33.5
Jimtown High School,https://www.schooldigger.com/go/IN/schools/0042000090/school.aspx,Baugo Community Schools,https://www.schooldigger.com/go/IN/district/00420/search.aspx,59021 Cr 3 S,Elkhart,https://www.schooldigger.com/go/IN/city/Elkhart/search.aspx,46517,Elkhart County,(574) 293-8583,No,No,No,No,585,32.7,17.8,33.7,2.6,0.2,0.3,10.6,0,6.3,80,33.3
Jefferson High School,https://www.schooldigger.com/go/IN/schools/0540000968/school.aspx,Lafayette School Corporation,https://www.schooldigger.com/go/IN/district/05400/search.aspx,1801 S 18th St,Lafayette,https://www.schooldigger.com/go/IN/city/Lafayette/search.aspx,47905,Tippecanoe County,(765) 772-4700,No,No,No,No,2066,136.5,15.1,61.7,17,0.3,0.7,31.4,0.1,5.9,44.6,33.3
Jennings County High School,https://www.schooldigger.com/go/IN/schools/0519000923/school.aspx,Jennings County School Corporation,https://www.schooldigger.com/go/IN/district/05190/search.aspx,800 W Walnut,North Vernon,https://www.schooldigger.com/go/IN/city/North+Vernon/search.aspx,47265,Jennings County,(812) 346-5588,No,No,No,No,1163,69.6,16.7,48.9,0.2,0.2,0.1,7.4,0.3,2.4,89.4,33.1
North White High School,https://www.schooldigger.com/go/IN/schools/0813001396/school.aspx,North White School Corp,https://www.schooldigger.com/go/IN/district/08130/search.aspx,305 E Broadway,Monon,https://www.schooldigger.com/go/IN/city/Monon/search.aspx,47959,White County,(219) 253-6638,No,No,No,No,247,21.1,11.6,73.7,0,0,0,42.5,0,4,53.4,33.1
Benjamin Bosse High School,https://www.schooldigger.com/go/IN/schools/0345000456/school.aspx,Evansville Vanderburgh School Corp,https://www.schooldigger.com/go/IN/district/03450/search.aspx,1300 Washington Ave,Evansville,https://www.schooldigger.com/go/IN/city/Evansville/search.aspx,47714,Vanderburgh County,(812) 477-1661,No,No,No,No,631,117,5.3,68.3,38.4,0,0.5,8.9,4.6,12.8,34.9,32.8
Washington High School,https://www.schooldigger.com/go/IN/schools/1245002006/school.aspx,Washington Community Schools,https://www.schooldigger.com/go/IN/district/12450/search.aspx,608 E Walnut St,Washington,https://www.schooldigger.com/go/IN/city/Washington/search.aspx,47501,Daviess County,(812) 254-3860,No,No,No,No,728,47.6,15.2,58.2,3.7,0.3,1,22.4,0,2.6,70.1,32.8
Merrillville High School,https://www.schooldigger.com/go/IN/schools/0969001586/school.aspx,Merrillville Community School Corp,https://www.schooldigger.com/go/IN/district/09690/search.aspx,276 E 68th Pl,Merrillville,https://www.schooldigger.com/go/IN/city/Merrillville/search.aspx,46410,Lake County,(219) 650-5307,No,No,No,No,2021,123.3,16.3,59.2,65.6,0.2,0.7,18.9,0,4.9,9.6,32.8
R Nelson Snider High School,https://www.schooldigger.com/go/IN/schools/0363000556/school.aspx,Fort Wayne Community Schools,https://www.schooldigger.com/go/IN/district/03630/search.aspx,4600 Fairlawn Pass,Fort Wayne,https://www.schooldigger.com/go/IN/city/Fort+Wayne/search.aspx,46815,Allen County,(260) 467-4600,No,No,No,No,1830,81.2,22.5,47.9,22.5,0.3,4.6,14.1,0.1,8.7,49.7,32.7
Victory College Prep Academy,https://www.schooldigger.com/go/IN/schools/0005102165/school.aspx,Victory College Prep Academy,https://www.schooldigger.com/go/IN/district/00051/search.aspx,1780 Sloan Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46203,Marion County,(317) 351-1534,Yes,Yes,No,No,963,63.4,15.1,88.1,63.1,0,0,18.2,0,6.6,12,32.3
