Offer_Id,Customer_Id,Time Spent,Starbucks App,Menu Choices,# Of surrounding coffee shops,Web Ad,Email Ad,Social Ad,Mobile Ad,Wash Rooms,Informational,Discount,Gender,Age,Became_Member_On,Income, Total_Amount 
B4,ce03f5dac6bd42729f170b03bacc235f,58,1,50,3,1,1,1,1,1,0,0,0,76,11/7/15,84000, $74.00 
D3,ce03f5dac6bd42729f170b03bacc235f,69,1,35,4,1,1,1,1,0,0,1,0,76,11/7/15,84000, $28.00 
B3,ce03f5dac6bd42729f170b03bacc235f,81,1,39,13,1,1,0,1,1,0,0,0,76,11/7/15,84000, $20.00 
B3,ce03f5dac6bd42729f170b03bacc235f,13,0,48,5,1,1,0,1,1,0,0,0,76,11/7/15,84000, $63.00 
B1,127cc245611447968a42df9c164bcd48,78,1,33,13,0,1,1,1,1,0,0,1,62,3/20/18,94000, $62.00 
I2,127cc245611447968a42df9c164bcd48,39,0,48,8,0,1,1,1,0,1,0,1,62,3/20/18,94000, $66.00 
D1,7734c710b32945208a8a32109912fb46,44,1,43,20,1,1,0,0,0,0,1,0,51,3/14/17,95000, $53.00 
D4,7734c710b32945208a8a32109912fb46,57,0,44,12,1,1,0,1,0,0,1,0,51,3/14/17,95000, $66.00 
B2,7734c710b32945208a8a32109912fb46,61,1,50,13,1,1,1,1,1,0,0,0,51,3/14/17,95000, $12.00 
D1,1bfc2ea950f4466aab1e0b9ff3958d3d,45,0,22,1,1,1,0,0,0,0,1,1,31,9/23/17,35000, $75.00 
B2,1bfc2ea950f4466aab1e0b9ff3958d3d,73,0,43,1,1,1,1,1,1,0,0,1,31,9/23/17,35000, $29.00 
I1,1bfc2ea950f4466aab1e0b9ff3958d3d,7,0,52,5,1,1,0,1,0,1,0,1,31,9/23/17,35000, $61.00 
B3,1bfc2ea950f4466aab1e0b9ff3958d3d,52,0,40,9,1,1,0,1,1,0,0,1,31,9/23/17,35000, $34.00 
D3,b39221039ef04377844775f6b116b40d,68,1,47,14,1,1,1,1,0,0,1,1,53,1/8/16,97000, $36.00 
B4,b39221039ef04377844775f6b116b40d,39,1,45,6,1,1,1,1,1,0,0,1,53,1/8/16,97000, $82.00 
D4,1d84fdd33fb343c7ab78e504a40f0187,61,1,43,10,1,1,0,1,0,0,1,1,64,12/4/17,88000, $7.00 
B3,1d84fdd33fb343c7ab78e504a40f0187,60,0,42,3,1,1,0,1,1,0,0,1,64,12/4/17,88000, $79.00 
B4,1d84fdd33fb343c7ab78e504a40f0187,82,0,43,10,1,1,1,1,1,0,0,1,64,12/4/17,88000, $56.00 
B3,1d84fdd33fb343c7ab78e504a40f0187,34,1,41,12,1,1,0,1,1,0,0,1,64,12/4/17,88000, $31.00 
D2,1d84fdd33fb343c7ab78e504a40f0187,38,0,52,5,1,1,1,1,0,0,1,1,64,12/4/17,88000, $39.00 
B3,14379f3522ed480098b880f2ed071058,31,0,40,10,1,1,0,1,1,0,0,1,58,6/13/15,60000, $50.00 
I2,14379f3522ed480098b880f2ed071058,68,0,25,18,0,1,1,1,0,1,0,1,58,6/13/15,60000, $67.00 
D4,14379f3522ed480098b880f2ed071058,19,0,26,8,1,1,0,1,0,0,1,1,58,6/13/15,60000, $18.00 
D2,41e399128ba248569157f70a30379f65,74,0,27,3,1,1,1,1,0,0,1,1,51,3/10/18,43000, $55.00 
B4,41e399128ba248569157f70a30379f65,89,0,52,9,1,1,1,1,1,0,0,1,51,3/10/18,43000, $50.00 
D4,41e399128ba248569157f70a30379f65,57,0,43,9,1,1,0,1,0,0,1,1,51,3/10/18,43000, $82.00 
D4,41e399128ba248569157f70a30379f65,89,0,44,5,1,1,0,1,0,0,1,1,51,3/10/18,43000, $17.00 
B4,8d31a8a4b5d24b10a54da118855f7132,45,1,39,4,1,1,1,1,1,0,0,0,92,2/15/17,105000, $50.00 
D1,8d31a8a4b5d24b10a54da118855f7132,46,1,39,20,1,1,0,0,0,0,1,0,92,2/15/17,105000, $34.00 
D2,8d31a8a4b5d24b10a54da118855f7132,63,1,48,7,1,1,1,1,0,0,1,0,92,2/15/17,105000, $64.00 
D2,8d31a8a4b5d24b10a54da118855f7132,12,1,50,9,1,1,1,1,0,0,1,0,92,2/15/17,105000, $28.00 
D2,e7d7a88f00244193b52f1f13b1328f75,20,1,28,10,1,1,1,1,0,0,1,1,67,11/20/17,43000, $10.00 
D2,e7d7a88f00244193b52f1f13b1328f75,52,0,43,2,1,1,1,1,0,0,1,1,67,11/20/17,43000, $50.00 
B4,e7d7a88f00244193b52f1f13b1328f75,57,1,24,12,1,1,1,1,1,0,0,1,67,11/20/17,43000, $41.00 
I1,e7d7a88f00244193b52f1f13b1328f75,23,0,43,7,1,1,0,1,0,1,0,1,67,11/20/17,43000, $67.00 
I2,74565e746984484d9600d596980fda12,39,0,44,12,0,1,1,1,0,1,0,1,39,8/20/17,57000, $62.00 
I1,74565e746984484d9600d596980fda12,20,0,37,13,1,1,0,1,0,1,0,1,39,8/20/17,57000, $80.00 
B3,74565e746984484d9600d596980fda12,69,0,43,0,1,1,0,1,1,0,0,1,39,8/20/17,57000, $16.00 
I1,74565e746984484d9600d596980fda12,54,0,48,9,1,1,0,1,0,1,0,1,39,8/20/17,57000, $81.00 
B1,c3728cf0ae5348e8b9559fd41cfff818,21,1,49,12,0,1,1,1,1,0,0,1,43,10/26/17,48000, $46.00 
B4,c3728cf0ae5348e8b9559fd41cfff818,75,1,34,16,1,1,1,1,1,0,0,1,43,10/26/17,48000, $18.00 
B1,c3728cf0ae5348e8b9559fd41cfff818,11,1,45,12,0,1,1,1,1,0,0,1,43,10/26/17,48000, $25.00 
B3,c3728cf0ae5348e8b9559fd41cfff818,19,1,26,4,1,1,0,1,1,0,0,1,43,10/26/17,48000, $16.00 
B4,c3728cf0ae5348e8b9559fd41cfff818,74,1,51,17,1,1,1,1,1,0,0,1,43,10/26/17,48000, $39.00 
I2,f4e159dd12ac41779c2fd8ba3b68dcdb,17,0,41,0,0,1,1,1,0,1,0,0,65,9/1/17,62000, $30.00 
D2,f4e159dd12ac41779c2fd8ba3b68dcdb,83,0,38,13,1,1,1,1,0,0,1,0,65,9/1/17,62000, $20.00 
B4,f4e159dd12ac41779c2fd8ba3b68dcdb,26,1,47,4,1,1,1,1,1,0,0,0,65,9/1/17,62000, $52.00 
B2,24af8aec316e4416ac96ddefba45b873,53,1,27,11,1,1,1,1,1,0,0,1,51,4/30/18,75000, $74.00 
B4,24af8aec316e4416ac96ddefba45b873,60,0,48,7,1,1,1,1,1,0,0,1,51,4/30/18,75000, $51.00 
D1,24af8aec316e4416ac96ddefba45b873,29,0,52,16,1,1,0,0,0,0,1,1,51,4/30/18,75000, $30.00 
B4,8c0b5eb519bb497783bdc41ebddefa04,57,1,46,10,1,1,1,1,1,0,0,1,40,5/6/16,61000, $77.00 
B2,8c0b5eb519bb497783bdc41ebddefa04,70,1,21,3,1,1,1,1,1,0,0,1,40,5/6/16,61000, $31.00 
D1,8c0b5eb519bb497783bdc41ebddefa04,27,1,41,2,1,1,0,0,0,0,1,1,40,5/6/16,61000, $7.00 
D2,8c0b5eb519bb497783bdc41ebddefa04,60,1,35,6,1,1,1,1,0,0,1,1,40,5/6/16,61000, $61.00 
I1,901ae89d52174d75866782d162ea1d8f,21,0,22,8,1,1,0,1,0,1,0,0,61,8/15/16,81000, $58.00 
I1,901ae89d52174d75866782d162ea1d8f,43,0,49,4,1,1,0,1,0,1,0,0,61,8/15/16,81000, $24.00 
I2,f0ef4f6d585941e6a7f15e9c70772b38,42,0,49,6,0,1,1,1,0,1,0,1,41,4/26/18,80000, $16.00 
B4,f0ef4f6d585941e6a7f15e9c70772b38,88,0,46,12,1,1,1,1,1,0,0,1,41,4/26/18,80000, $56.00 
D4,f0ef4f6d585941e6a7f15e9c70772b38,64,0,34,5,1,1,0,1,0,0,1,1,41,4/26/18,80000, $71.00 
I1,f0ef4f6d585941e6a7f15e9c70772b38,47,0,51,12,1,1,0,1,0,1,0,1,41,4/26/18,80000, $52.00 
I2,00ee2ca6421c4af0aeca60a1b3e00f6c,43,0,52,7,0,1,1,1,0,1,0,1,60,8/16/17,74000, $16.00 
D4,00ee2ca6421c4af0aeca60a1b3e00f6c,90,0,22,3,1,1,0,1,0,0,1,1,60,8/16/17,74000, $73.00 
B2,00ee2ca6421c4af0aeca60a1b3e00f6c,86,0,42,15,1,1,1,1,1,0,0,1,60,8/16/17,74000, $39.00 
D3,00ee2ca6421c4af0aeca60a1b3e00f6c,33,0,21,20,1,1,1,1,0,0,1,1,60,8/16/17,74000, $23.00 
I1,523532800a0842348bf1dc1c2f3d754f,40,0,33,4,1,1,0,1,0,1,0,1,51,4/7/18,37000, $68.00 
B2,523532800a0842348bf1dc1c2f3d754f,11,0,32,2,1,1,1,1,1,0,0,1,51,4/7/18,37000, $65.00 
D4,523532800a0842348bf1dc1c2f3d754f,29,0,43,18,1,1,0,1,0,0,1,1,51,4/7/18,37000, $68.00 
B3,523532800a0842348bf1dc1c2f3d754f,62,0,22,9,1,1,0,1,1,0,0,1,51,4/7/18,37000, $16.00 
B4,bc2aa51e67bc435e8e5c7a2eaf2c376c,50,1,43,19,1,1,1,1,1,0,0,1,66,11/19/17,86000, $80.00 
D3,bc2aa51e67bc435e8e5c7a2eaf2c376c,8,1,28,17,1,1,1,1,0,0,1,1,66,11/19/17,86000, $69.00 
D1,bc2aa51e67bc435e8e5c7a2eaf2c376c,28,1,51,16,1,1,0,0,0,0,1,1,66,11/19/17,86000, $22.00 
D3,f1c1b87f79fc49b3add7f2701e46a322,89,1,42,10,1,1,1,1,0,0,1,0,63,12/6/17,72000, $32.00 
I2,f1c1b87f79fc49b3add7f2701e46a322,73,0,41,14,0,1,1,1,0,1,0,0,63,12/6/17,72000, $9.00 
I2,f1c1b87f79fc49b3add7f2701e46a322,38,0,24,8,0,1,1,1,0,1,0,0,63,12/6/17,72000, $66.00 
I2,f1c1b87f79fc49b3add7f2701e46a322,38,0,23,9,0,1,1,1,0,1,0,0,63,12/6/17,72000, $67.00 
D3,cf3f50557a3f47b2b129d634ea0367c4,39,1,25,3,1,1,1,1,0,0,1,0,95,10/7/17,90000, $57.00 
I1,cf3f50557a3f47b2b129d634ea0367c4,66,1,27,1,1,1,0,1,0,1,0,0,95,10/7/17,90000, $51.00 
B2,cf3f50557a3f47b2b129d634ea0367c4,27,1,30,2,1,1,1,1,1,0,0,0,95,10/7/17,90000, $9.00 
B1,f119f4264bf141f99fbed023268d96d4,12,1,52,18,0,1,1,1,1,0,0,0,71,1/4/18,77000, $16.00 
B2,f119f4264bf141f99fbed023268d96d4,83,1,36,18,1,1,1,1,1,0,0,0,71,1/4/18,77000, $45.00 
B2,f119f4264bf141f99fbed023268d96d4,63,1,43,0,1,1,1,1,1,0,0,0,71,1/4/18,77000, $49.00 
I2,f119f4264bf141f99fbed023268d96d4,33,0,28,9,0,1,1,1,0,1,0,0,71,1/4/18,77000, $48.00 
I2,31ec4e8ff18446ea8d2cc78d832bc089,24,0,22,12,0,1,1,1,0,1,0,0,58,6/22/18,33000, $79.00 
B2,31ec4e8ff18446ea8d2cc78d832bc089,49,0,46,6,1,1,1,1,1,0,0,0,58,6/22/18,33000, $49.00 
D1,31ec4e8ff18446ea8d2cc78d832bc089,58,1,38,12,1,1,0,0,0,0,1,0,58,6/22/18,33000, $69.00 
D2,31ec4e8ff18446ea8d2cc78d832bc089,57,1,40,17,1,1,1,1,0,0,1,0,58,6/22/18,33000, $54.00 
D2,31ec4e8ff18446ea8d2cc78d832bc089,10,1,39,3,1,1,1,1,0,0,1,0,58,6/22/18,33000, $52.00 
D1,1c518fa4dd634c508d76786db0533600,49,1,39,12,1,1,0,0,0,0,1,0,53,7/24/17,112000, $70.00 
B4,1c518fa4dd634c508d76786db0533600,48,1,23,0,1,1,1,1,1,0,0,0,53,7/24/17,112000, $8.00 
B2,1c518fa4dd634c508d76786db0533600,44,1,21,10,1,1,1,1,1,0,0,0,53,7/24/17,112000, $57.00 
B1,1c518fa4dd634c508d76786db0533600,63,0,39,0,0,1,1,1,1,0,0,0,53,7/24/17,112000, $44.00 
I1,1c518fa4dd634c508d76786db0533600,75,0,32,10,1,1,0,1,0,1,0,0,53,7/24/17,112000, $23.00 
D4,f67a6524092d48a788a415c453bd2e00,56,0,49,19,1,1,0,1,0,0,1,0,50,6/9/16,106000, $73.00 
D4,f67a6524092d48a788a415c453bd2e00,57,0,22,10,1,1,0,1,0,0,1,0,50,6/9/16,106000, $21.00 
B3,f67a6524092d48a788a415c453bd2e00,29,0,45,10,1,1,0,1,1,0,0,0,50,6/9/16,106000, $82.00 
D4,c2d51be781504a63ab0d21b0c2d0c736,12,1,43,9,1,1,0,1,0,0,1,1,41,5/27/18,52000, $73.00 
D1,c2d51be781504a63ab0d21b0c2d0c736,65,0,45,2,1,1,0,0,0,0,1,1,41,5/27/18,52000, $48.00 
I1,c2d51be781504a63ab0d21b0c2d0c736,42,0,33,2,1,1,0,1,0,1,0,1,41,5/27/18,52000, $37.00 
B4,165faf21d18549ed802e14b605f6db08,49,0,29,16,1,1,1,1,1,0,0,1,33,5/17/16,64000, $39.00 
B4,c89d7d9465644288b43bd4d0cce1622e,21,1,22,1,1,1,1,1,1,0,0,0,53,2/13/16,109000, $78.00 
D3,c89d7d9465644288b43bd4d0cce1622e,59,1,25,9,1,1,1,1,0,0,1,0,53,2/13/16,109000, $65.00 
B4,c89d7d9465644288b43bd4d0cce1622e,55,1,25,19,1,1,1,1,1,0,0,0,53,2/13/16,109000, $82.00 
D4,cabe4c65156b43039a30511ec6bfdfae,45,1,35,4,1,1,0,1,0,0,1,0,70,5/19/17,107000, $48.00 
B2,cabe4c65156b43039a30511ec6bfdfae,80,1,34,0,1,1,1,1,1,0,0,0,70,5/19/17,107000, $81.00 
D2,cabe4c65156b43039a30511ec6bfdfae,45,1,41,8,1,1,1,1,0,0,1,0,70,5/19/17,107000, $50.00 
D3,cabe4c65156b43039a30511ec6bfdfae,65,1,49,10,1,1,1,1,0,0,1,0,70,5/19/17,107000, $53.00 
D1,18092256c2d048369482b10bc2a5589e,35,0,42,7,1,1,0,0,0,0,1,1,51,8/7/16,58000, $41.00 
B1,18092256c2d048369482b10bc2a5589e,50,1,31,9,0,1,1,1,1,0,0,1,51,8/7/16,58000, $78.00 
D4,18092256c2d048369482b10bc2a5589e,74,1,34,16,1,1,0,1,0,0,1,1,51,8/7/16,58000, $30.00 
B4,18092256c2d048369482b10bc2a5589e,45,0,43,8,1,1,1,1,1,0,0,1,51,8/7/16,58000, $81.00 
D2,18092256c2d048369482b10bc2a5589e,14,1,37,0,1,1,1,1,0,0,1,1,51,8/7/16,58000, $22.00 
D1,5ce0eac0d7fa4bf8bf8d190dc85001d6,35,1,48,5,1,1,0,0,0,0,1,1,28,1/31/17,70000, $23.00 
D3,5ce0eac0d7fa4bf8bf8d190dc85001d6,64,1,37,2,1,1,1,1,0,0,1,1,28,1/31/17,70000, $20.00 
D3,5ce0eac0d7fa4bf8bf8d190dc85001d6,50,1,48,9,1,1,1,1,0,0,1,1,28,1/31/17,70000, $29.00 
B4,5ce0eac0d7fa4bf8bf8d190dc85001d6,12,1,30,18,1,1,1,1,1,0,0,1,28,1/31/17,70000, $36.00 
B2,5ce0eac0d7fa4bf8bf8d190dc85001d6,41,1,31,3,1,1,1,1,1,0,0,1,28,1/31/17,70000, $31.00 
D2,d832770fefbb42ba8a4ecdbec3dadaeb,45,1,46,2,1,1,1,1,0,0,1,1,41,8/22/17,81000, $69.00 
B1,d832770fefbb42ba8a4ecdbec3dadaeb,17,1,31,13,0,1,1,1,1,0,0,1,41,8/22/17,81000, $18.00 
B4,d832770fefbb42ba8a4ecdbec3dadaeb,74,1,41,13,1,1,1,1,1,0,0,1,41,8/22/17,81000, $76.00 
D1,36db5f33ad944cb095d20ecbdede53f9,71,0,26,7,1,1,0,0,0,0,1,0,50,3/28/16,97000, $64.00 
D1,36db5f33ad944cb095d20ecbdede53f9,20,1,42,15,1,1,0,0,0,0,1,0,50,3/28/16,97000, $77.00 
I2,36db5f33ad944cb095d20ecbdede53f9,55,0,37,8,0,1,1,1,0,1,0,0,50,3/28/16,97000, $16.00 
B4,36db5f33ad944cb095d20ecbdede53f9,72,1,51,9,1,1,1,1,1,0,0,0,50,3/28/16,97000, $24.00 
B1,36db5f33ad944cb095d20ecbdede53f9,32,1,48,5,0,1,1,1,1,0,0,0,50,3/28/16,97000, $34.00 
I1,b931aafabb314da6b06091b3d6313b7c,15,0,40,9,1,1,0,1,0,1,0,1,49,8/6/17,50000, $27.00 
B4,b931aafabb314da6b06091b3d6313b7c,61,1,30,3,1,1,1,1,1,0,0,1,49,8/6/17,50000, $42.00 
B2,b931aafabb314da6b06091b3d6313b7c,51,0,33,18,1,1,1,1,1,0,0,1,49,8/6/17,50000, $6.00 
B1,b931aafabb314da6b06091b3d6313b7c,63,0,40,20,0,1,1,1,1,0,0,1,49,8/6/17,50000, $31.00 
I2,b931aafabb314da6b06091b3d6313b7c,62,0,50,8,0,1,1,1,0,1,0,1,49,8/6/17,50000, $58.00 
B3,eb5db7f1468847288b3caa2600d33eeb,22,1,21,14,1,1,0,1,1,0,0,0,76,5/7/17,99000, $43.00 
D2,eb5db7f1468847288b3caa2600d33eeb,65,1,46,11,1,1,1,1,0,0,1,0,76,5/7/17,99000, $29.00 
D3,eb5db7f1468847288b3caa2600d33eeb,11,1,40,13,1,1,1,1,0,0,1,0,76,5/7/17,99000, $85.00 
B3,eb5db7f1468847288b3caa2600d33eeb,67,0,28,14,1,1,0,1,1,0,0,0,76,5/7/17,99000, $71.00 
I1,eb5db7f1468847288b3caa2600d33eeb,90,0,49,10,1,1,0,1,0,1,0,0,76,5/7/17,99000, $59.00 
B3,dd44e6a1f6f540298af26a842d134262,15,0,25,13,1,1,0,1,1,0,0,1,22,2/11/18,31000, $66.00 
B3,dd44e6a1f6f540298af26a842d134262,79,1,25,19,1,1,0,1,1,0,0,1,22,2/11/18,31000, $80.00 
D2,dd44e6a1f6f540298af26a842d134262,65,1,49,11,1,1,1,1,0,0,1,1,22,2/11/18,31000, $52.00 
D3,dd44e6a1f6f540298af26a842d134262,84,0,22,15,1,1,1,1,0,0,1,1,22,2/11/18,31000, $44.00 
D3,a45f960b9d1e4684881327509ecf2cd9,61,1,51,3,1,1,1,1,0,0,1,1,66,3/9/16,52000, $78.00 
D3,a45f960b9d1e4684881327509ecf2cd9,86,1,37,11,1,1,1,1,0,0,1,1,66,3/9/16,52000, $28.00 
B2,a45f960b9d1e4684881327509ecf2cd9,26,0,33,17,1,1,1,1,1,0,0,1,66,3/9/16,52000, $26.00 
I1,a45f960b9d1e4684881327509ecf2cd9,90,0,32,3,1,1,0,1,0,1,0,1,66,3/9/16,52000, $7.00 
I1,a45f960b9d1e4684881327509ecf2cd9,42,0,23,20,1,1,0,1,0,1,0,1,66,3/9/16,52000, $81.00 
I1,e5cf4516ab4c477eaf6db1265f3f658e,15,0,37,0,1,1,0,1,0,1,0,0,52,5/17/17,53000, $67.00 
D1,e5cf4516ab4c477eaf6db1265f3f658e,74,1,50,15,1,1,0,0,0,0,1,0,52,5/17/17,53000, $13.00 
D3,e5cf4516ab4c477eaf6db1265f3f658e,33,1,26,7,1,1,1,1,0,0,1,0,52,5/17/17,53000, $17.00 
D2,e5cf4516ab4c477eaf6db1265f3f658e,58,1,52,13,1,1,1,1,0,0,1,0,52,5/17/17,53000, $76.00 
D2,b520db478ee1410f900df7ca10e89bd6,49,1,35,8,1,1,1,1,0,0,1,1,46,9/29/16,55000, $17.00 
B2,b520db478ee1410f900df7ca10e89bd6,21,0,44,5,1,1,1,1,1,0,0,1,46,9/29/16,55000, $83.00 
I2,b520db478ee1410f900df7ca10e89bd6,80,0,31,3,0,1,1,1,0,1,0,1,46,9/29/16,55000, $35.00 
I2,b520db478ee1410f900df7ca10e89bd6,16,0,31,18,0,1,1,1,0,1,0,1,46,9/29/16,55000, $83.00 
D2,2851967ed02f4f49a2c8f7ce6b84a8a1,31,1,42,5,1,1,1,1,0,0,1,0,64,6/11/17,111000, $20.00 
B4,2851967ed02f4f49a2c8f7ce6b84a8a1,9,1,31,1,1,1,1,1,1,0,0,0,64,6/11/17,111000, $57.00 
I1,2851967ed02f4f49a2c8f7ce6b84a8a1,65,0,28,10,1,1,0,1,0,1,0,0,64,6/11/17,111000, $44.00 
I1,2851967ed02f4f49a2c8f7ce6b84a8a1,49,0,47,14,1,1,0,1,0,1,0,0,64,6/11/17,111000, $12.00 
D3,18f2c2bbef9f448388485fe6388cf18e,17,1,48,15,1,1,1,1,0,0,1,1,60,1/9/18,64000, $67.00 
D1,18f2c2bbef9f448388485fe6388cf18e,39,1,21,6,1,1,0,0,0,0,1,1,60,1/9/18,64000, $66.00 
I2,18f2c2bbef9f448388485fe6388cf18e,63,1,45,14,0,1,1,1,0,1,0,1,60,1/9/18,64000, $81.00 
I1,18f2c2bbef9f448388485fe6388cf18e,23,1,48,11,1,1,0,1,0,1,0,1,60,1/9/18,64000, $50.00 
B1,18f2c2bbef9f448388485fe6388cf18e,64,1,42,4,0,1,1,1,1,0,0,1,60,1/9/18,64000, $33.00 
I2,d655397f93744375b4674b0af19ee281,45,0,35,9,0,1,1,1,0,1,0,1,23,3/21/17,56000, $14.00 
B2,d655397f93744375b4674b0af19ee281,30,0,31,17,1,1,1,1,1,0,0,1,23,3/21/17,56000, $16.00 
D1,a8bd3006b5c941d6b21e8260771138cc,20,1,34,9,1,1,0,0,0,0,1,0,52,3/7/17,60000, $52.00 
I2,a8bd3006b5c941d6b21e8260771138cc,15,0,30,7,0,1,1,1,0,1,0,0,52,3/7/17,60000, $15.00 
B1,a8bd3006b5c941d6b21e8260771138cc,19,1,42,16,0,1,1,1,1,0,0,0,52,3/7/17,60000, $66.00 
B4,a8bd3006b5c941d6b21e8260771138cc,11,1,28,12,1,1,1,1,1,0,0,0,52,3/7/17,60000, $79.00 
I1,0225045e245f4b7289cc55c0b5870ae2,75,0,21,19,1,1,0,1,0,1,0,0,42,9/12/17,50000, $82.00 
B2,0225045e245f4b7289cc55c0b5870ae2,89,0,25,15,1,1,1,1,1,0,0,0,42,9/12/17,50000, $60.00 
D3,0225045e245f4b7289cc55c0b5870ae2,13,1,32,11,1,1,1,1,0,0,1,0,42,9/12/17,50000, $51.00 
B3,0225045e245f4b7289cc55c0b5870ae2,25,1,33,0,1,1,0,1,1,0,0,0,42,9/12/17,50000, $43.00 
B1,0225045e245f4b7289cc55c0b5870ae2,61,1,26,1,0,1,1,1,1,0,0,0,42,9/12/17,50000, $60.00 
B1,13aaa1bfcbaa4ae092d311e6beeba695,70,1,28,13,0,1,1,1,1,0,0,0,26,8/5/16,48000, $21.00 
B1,13aaa1bfcbaa4ae092d311e6beeba695,64,1,23,13,0,1,1,1,1,0,0,0,26,8/5/16,48000, $52.00 
B1,13aaa1bfcbaa4ae092d311e6beeba695,49,1,26,12,0,1,1,1,1,0,0,0,26,8/5/16,48000, $24.00 
B3,c2ad626e0bd7413299e7a7b8f10e121f,74,1,38,20,1,1,0,1,1,0,0,0,74,12/11/15,79000, $24.00 
D1,c2ad626e0bd7413299e7a7b8f10e121f,88,0,48,20,1,1,0,0,0,0,1,0,74,12/11/15,79000, $8.00 
I1,c2ad626e0bd7413299e7a7b8f10e121f,25,0,41,19,1,1,0,1,0,1,0,0,74,12/11/15,79000, $42.00 
D4,c2ad626e0bd7413299e7a7b8f10e121f,40,1,50,9,1,1,0,1,0,0,1,0,74,12/11/15,79000, $26.00 
D4,c2ad626e0bd7413299e7a7b8f10e121f,80,1,52,1,1,1,0,1,0,0,1,0,74,12/11/15,79000, $76.00 
D4,b351d64b3bcb4b3798e509db5d94666c,29,0,21,17,1,1,0,1,0,0,1,1,68,6/21/18,80000, $70.00 
B4,b351d64b3bcb4b3798e509db5d94666c,44,1,50,7,1,1,1,1,1,0,0,1,68,6/21/18,80000, $14.00 
I2,b351d64b3bcb4b3798e509db5d94666c,45,0,26,16,0,1,1,1,0,1,0,1,68,6/21/18,80000, $41.00 
D1,b351d64b3bcb4b3798e509db5d94666c,33,0,47,11,1,1,0,0,0,0,1,1,68,6/21/18,80000, $83.00 
B3,b351d64b3bcb4b3798e509db5d94666c,79,0,43,1,1,1,0,1,1,0,0,1,68,6/21/18,80000, $22.00 
I1,a207f16edd394f6f8d71531dd444f5f6,22,0,48,11,1,1,0,1,0,1,0,1,45,6/23/16,32000, $6.00 
D3,a207f16edd394f6f8d71531dd444f5f6,41,1,24,10,1,1,1,1,0,0,1,1,45,6/23/16,32000, $71.00 
I1,a207f16edd394f6f8d71531dd444f5f6,30,0,48,14,1,1,0,1,0,1,0,1,45,6/23/16,32000, $70.00 
B3,99529ff084d04e7c96ddfb73cc28777b,71,0,43,14,1,1,0,1,1,0,0,0,57,8/27/16,32000, $35.00 
D1,99529ff084d04e7c96ddfb73cc28777b,45,1,44,1,1,1,0,0,0,0,1,0,57,8/27/16,32000, $35.00 
D4,99529ff084d04e7c96ddfb73cc28777b,84,1,47,9,1,1,0,1,0,0,1,0,57,8/27/16,32000, $17.00 
B2,99529ff084d04e7c96ddfb73cc28777b,87,1,47,3,1,1,1,1,1,0,0,0,57,8/27/16,32000, $63.00 
D3,99529ff084d04e7c96ddfb73cc28777b,73,1,49,17,1,1,1,1,0,0,1,0,57,8/27/16,32000, $14.00 
D3,5903d05c8a724ebba7dacad6d6f8cd89,13,1,47,11,1,1,1,1,0,0,1,1,71,2/27/17,88000, $9.00 
B1,5903d05c8a724ebba7dacad6d6f8cd89,54,1,34,12,0,1,1,1,1,0,0,1,71,2/27/17,88000, $59.00 
D1,5903d05c8a724ebba7dacad6d6f8cd89,79,1,41,16,1,1,0,0,0,0,1,1,71,2/27/17,88000, $41.00 
I2,2f2289042c584e1abdcd4828ce5d5354,77,0,32,10,0,1,1,1,0,1,0,1,61,8/2/17,117000, $23.00 
I2,2f2289042c584e1abdcd4828ce5d5354,86,0,50,8,0,1,1,1,0,1,0,1,61,8/2/17,117000, $50.00 
B3,2f2289042c584e1abdcd4828ce5d5354,21,1,37,1,1,1,0,1,1,0,0,1,61,8/2/17,117000, $66.00 
I1,2f2289042c584e1abdcd4828ce5d5354,79,0,47,6,1,1,0,1,0,1,0,1,61,8/2/17,117000, $49.00 
B4,2f2289042c584e1abdcd4828ce5d5354,29,1,27,2,1,1,1,1,1,0,0,1,61,8/2/17,117000, $22.00 
B4,99ffa82129904cd6adabcdfe02072904,28,0,43,4,1,1,1,1,1,0,0,0,73,2/13/18,94000, $11.00 
B2,99ffa82129904cd6adabcdfe02072904,55,0,22,4,1,1,1,1,1,0,0,0,73,2/13/18,94000, $39.00 
I2,99ffa82129904cd6adabcdfe02072904,34,0,24,7,0,1,1,1,0,1,0,0,73,2/13/18,94000, $78.00 
B4,99ffa82129904cd6adabcdfe02072904,35,0,44,9,1,1,1,1,1,0,0,0,73,2/13/18,94000, $28.00 
B2,99ffa82129904cd6adabcdfe02072904,58,1,41,9,1,1,1,1,1,0,0,0,73,2/13/18,94000, $66.00 
I2,d396390832de4547b5d8f49338e3161d,8,0,43,11,0,1,1,1,0,1,0,1,72,7/1/17,50000, $83.00 
D4,d396390832de4547b5d8f49338e3161d,29,1,31,3,1,1,0,1,0,0,1,1,72,7/1/17,50000, $44.00 
D4,d396390832de4547b5d8f49338e3161d,27,1,26,19,1,1,0,1,0,0,1,1,72,7/1/17,50000, $64.00 
B4,d396390832de4547b5d8f49338e3161d,24,1,25,17,1,1,1,1,1,0,0,1,72,7/1/17,50000, $22.00 
D2,d396390832de4547b5d8f49338e3161d,68,1,35,3,1,1,1,1,0,0,1,1,72,7/1/17,50000, $71.00 
