Rank,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
219,East Hall High School,https://www.schooldigger.com/go/GA/schools/0261001162/school.aspx,Hall County,https://www.schooldigger.com/go/GA/district/02610/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30507,Hall,(770) 536-9921,9,12,Yes,No,No,No,1195,69.7,17.1,0.69,0.10,0.00,0.01,0.51,0.00,0.03,0.36,40
220,Northside High School,https://www.schooldigger.com/go/GA/schools/0288001230/school.aspx,Houston County,https://www.schooldigger.com/go/GA/district/02880/search.aspx,Warner Robins,https://www.schooldigger.com/go/GA/city/Warner+Robins/search.aspx,31093,Houston,(478) 929-7858,9,12,Yes,No,No,No,1840,107.5,17.1,0.66,0.48,0.00,0.03,0.09,0.00,0.05,0.35,39.9
221,Dutchtown High,https://www.schooldigger.com/go/GA/schools/0282003407/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Hampton,https://www.schooldigger.com/go/GA/city/Hampton/search.aspx,30228,Henry,(770) 515-7510,9,12,No,No,No,No,1582,93,17,0.44,0.75,0.00,0.07,0.07,0.00,0.04,0.07,39.8
222,Hiram High School,https://www.schooldigger.com/go/GA/schools/0402002338/school.aspx,Paulding County,https://www.schooldigger.com/go/GA/district/04020/search.aspx,Hiram,https://www.schooldigger.com/go/GA/city/Hiram/search.aspx,30141,Paulding,(770) 443-1182,9,12,No,No,No,No,1676,87.3,19.1,0.49,0.44,0.01,0.01,0.10,0.00,0.05,0.41,39.8
223,Chattahoochee County High School,https://www.schooldigger.com/go/GA/schools/0105003525/school.aspx,Chattahoochee County,https://www.schooldigger.com/go/GA/district/01050/search.aspx,Cusseta,https://www.schooldigger.com/go/GA/city/Cusseta/search.aspx,31805,Chattahoochee,(706) 989-3678,9,12,No,No,No,No,417,29.3,14.2,0.61,0.26,0.00,0.02,0.19,0.01,0.04,0.49,39.7
224,Tattnall County High School,https://www.schooldigger.com/go/GA/schools/0477000780/school.aspx,Tattnall County,https://www.schooldigger.com/go/GA/district/04770/search.aspx,Reidsville,https://www.schooldigger.com/go/GA/city/Reidsville/search.aspx,30453,Tattnall,(912) 557-4374,9,12,No,No,No,No,956,53.6,17.8,0.89,0.25,0.00,0.00,0.19,0.00,0.03,0.53,39.6
225,Dade County High School,https://www.schooldigger.com/go/GA/schools/0159000775/school.aspx,Dade County,https://www.schooldigger.com/go/GA/district/01590/search.aspx,Trenton,https://www.schooldigger.com/go/GA/city/Trenton/search.aspx,30752,Dade,(706) 657-7517,9,12,No,No,No,No,613,40.5,15.1,0.55,0.01,0.00,0.01,0.01,0.00,0.01,0.96,39.5
226,Troup County High School,https://www.schooldigger.com/go/GA/schools/0000101964/school.aspx,Troup County,https://www.schooldigger.com/go/GA/district/00001/search.aspx,Lagrange,https://www.schooldigger.com/go/GA/city/Lagrange/search.aspx,30241,Troup,(706) 812-7957,9,12,No,No,No,No,1311,72.5,18,0.52,0.34,0.00,0.01,0.03,0.00,0.04,0.58,39.4
227,South Gwinnett High School,https://www.schooldigger.com/go/GA/schools/0255001135/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Snellville,https://www.schooldigger.com/go/GA/city/Snellville/search.aspx,30078,Gwinnett,(770) 972-4840,9,12,Yes,No,No,No,2542,142,17.9,0.63,0.75,0.00,0.02,0.13,0.00,0.03,0.07,39.2
228,Rockdale County High School,https://www.schooldigger.com/go/GA/schools/0441001583/school.aspx,Rockdale County,https://www.schooldigger.com/go/GA/district/04410/search.aspx,Conyers,https://www.schooldigger.com/go/GA/city/Conyers/search.aspx,30012,Rockdale,(770) 483-8754,9,12,No,No,No,No,2163,124.2,17.4,0.66,0.74,0.00,0.02,0.09,0.00,0.03,0.13,38.9
229,Rockmart High School,https://www.schooldigger.com/go/GA/schools/0420001509/school.aspx,Polk County,https://www.schooldigger.com/go/GA/district/04200/search.aspx,Rockmart,https://www.schooldigger.com/go/GA/city/Rockmart/search.aspx,30153,Polk,(770) 684-5432,9,12,Yes,No,No,No,895,41.2,21.7,0.83,0.15,0.00,0.01,0.04,0.00,0.04,0.76,38.7
230,Colquitt County High School,https://www.schooldigger.com/go/GA/schools/0138000591/school.aspx,Colquitt County,https://www.schooldigger.com/go/GA/district/01380/search.aspx,Norman Park,https://www.schooldigger.com/go/GA/city/Norman+Park/search.aspx,31771,Colquitt,(229) 890-6141,10,12,Yes,No,No,No,1771,119.6,14.8,0.95,0.26,0.00,0.01,0.24,0.00,0.02,0.47,38.1
231,Thomas County Central High School,https://www.schooldigger.com/go/GA/schools/0489002146/school.aspx,Thomas County,https://www.schooldigger.com/go/GA/district/04890/search.aspx,Thomasville,https://www.schooldigger.com/go/GA/city/Thomasville/search.aspx,31792,Thomas,(229) 225-5050,9,12,No,No,No,No,1485,90.5,16.4,0.69,0.33,0.00,0.01,0.05,0.00,0.02,0.58,37.9
232,Tucker High School,https://www.schooldigger.com/go/GA/schools/0174000669/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Tucker,https://www.schooldigger.com/go/GA/city/Tucker/search.aspx,30084,DeKalb,(678) 874-3702,9,12,Yes,No,No,No,1763,114,15.4,0.57,0.63,0.00,0.15,0.11,0.00,0.02,0.09,37.8
233,Haralson County High School,https://www.schooldigger.com/go/GA/schools/0267001183/school.aspx,Haralson County,https://www.schooldigger.com/go/GA/district/02670/search.aspx,Tallapoosa,https://www.schooldigger.com/go/GA/city/Tallapoosa/search.aspx,30176,Haralson,(770) 574-7647,9,12,Yes,No,No,No,1035,71.7,14.4,0.49,0.04,0.00,0.00,0.02,0.00,0.03,0.90,37.7
234,Washington-Wilkes Comprehensive High School,https://www.schooldigger.com/go/GA/schools/0576003852/school.aspx,Wilkes County,https://www.schooldigger.com/go/GA/district/05760/search.aspx,Washington,https://www.schooldigger.com/go/GA/city/Washington/search.aspx,30673,Wilkes,(706) 678-2426,9,12,No,No,No,No,422,32.8,12.8,0.94,0.53,0.00,0.01,0.07,0.00,0.04,0.35,37.4
235,Clarke Central High School,https://www.schooldigger.com/go/GA/schools/0117000449/school.aspx,Clarke County,https://www.schooldigger.com/go/GA/district/01170/search.aspx,Athens,https://www.schooldigger.com/go/GA/city/Athens/search.aspx,30605,Clarke,(706) 357-5200,9,12,Yes,No,No,No,1525,97.5,15.6,0.92,0.49,0.00,0.02,0.24,0.00,0.03,0.21,37.3
236,Shaw High School,https://www.schooldigger.com/go/GA/schools/0387001387/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31909,Muscogee,(706) 569-3638,9,12,No,No,No,No,1235,71.8,17.2,0.58,0.53,0.00,0.03,0.12,0.00,0.05,0.27,36.6
237,Bainbridge High School,https://www.schooldigger.com/go/GA/schools/0171000612/school.aspx,Decatur County,https://www.schooldigger.com/go/GA/district/01710/search.aspx,Bainbridge,https://www.schooldigger.com/go/GA/city/Bainbridge/search.aspx,39819,Decatur,(229) 248-2230,9,12,Yes,No,No,No,1505,90.6,16.6,0.87,0.48,0.00,0.01,0.09,0.00,0.01,0.42,36.5
238,Cross Keys High School,https://www.schooldigger.com/go/GA/schools/0174000707/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Brookhaven,https://www.schooldigger.com/go/GA/city/Brookhaven/search.aspx,30319,DeKalb,(678) 874-6102,9,12,Yes,No,No,No,1427,86.5,16.4,0.82,0.06,0.00,0.06,0.86,0.00,0.00,0.01,36.4
239,Wilcox County High School,https://www.schooldigger.com/go/GA/schools/0573002232/school.aspx,Wilcox County,https://www.schooldigger.com/go/GA/district/05730/search.aspx,Rochelle,https://www.schooldigger.com/go/GA/city/Rochelle/search.aspx,31079,Wilcox,(229) 365-7231,9,12,Yes,No,No,No,323,18.7,17.2,0.95,0.38,0.01,0.00,0.05,0.00,0.02,0.55,36.3
240,Putnam County High School,https://www.schooldigger.com/go/GA/schools/0426003882/school.aspx,Putnam County,https://www.schooldigger.com/go/GA/district/04260/search.aspx,Eatonton,https://www.schooldigger.com/go/GA/city/Eatonton/search.aspx,31024,Putnam,(706) 485-9971,9,12,Yes,No,No,No,785,51.7,15.1,0.67,0.41,0.00,0.01,0.10,0.00,0.04,0.45,36.2
241,Lamar County High School,https://www.schooldigger.com/go/GA/schools/0321001294/school.aspx,Lamar County,https://www.schooldigger.com/go/GA/district/03210/search.aspx,Barnesville,https://www.schooldigger.com/go/GA/city/Barnesville/search.aspx,30204,Lamar,(770) 358-8641,9,12,Yes,No,No,No,773,39.8,19.4,0.62,0.34,0.00,0.01,0.03,0.00,0.03,0.60,36.1
242,Locust Grove High,https://www.schooldigger.com/go/GA/schools/0282003928/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Locust Grove,https://www.schooldigger.com/go/GA/city/Locust+Grove/search.aspx,30248,Henry,(770) 898-1452,9,12,No,No,No,No,1376,81.5,16.8,0.36,0.22,0.00,0.01,0.07,0.00,0.04,0.66,36.1
243,Gilmer High School,https://www.schooldigger.com/go/GA/schools/0234001053/school.aspx,Gilmer County,https://www.schooldigger.com/go/GA/district/02340/search.aspx,Ellijay,https://www.schooldigger.com/go/GA/city/Ellijay/search.aspx,30540,Gilmer,(706) 276-5080,9,12,No,No,No,No,1231,68.7,17.9,0.55,0.00,0.00,0.00,0.22,0.00,0.01,0.77,36
244,KIPP Atlanta Collegiate,https://www.schooldigger.com/go/GA/schools/0012004059/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30314,Fulton,(404) 326-4858,9,12,Yes,Yes,No,No,683,44.2,15.4,1.00,0.98,0.00,0.00,0.02,0.00,0.01,0.00,36
245,Valdosta High School,https://www.schooldigger.com/go/GA/schools/0531001732/school.aspx,Valdosta City,https://www.schooldigger.com/go/GA/district/05310/search.aspx,Valdosta,https://www.schooldigger.com/go/GA/city/Valdosta/search.aspx,31602,Lowndes,(229) 333-8540,9,12,Yes,No,No,No,2103,117.5,17.8,1.00,0.75,0.00,0.02,0.03,0.00,0.02,0.18,35.8
246,Hart County High School,https://www.schooldigger.com/go/GA/schools/0273001193/school.aspx,Hart County,https://www.schooldigger.com/go/GA/district/02730/search.aspx,Hartwell,https://www.schooldigger.com/go/GA/city/Hartwell/search.aspx,30643,Hart,(706) 376-5461,9,12,No,No,No,No,992,61,16.2,0.52,0.24,0.00,0.02,0.06,0.00,0.03,0.66,35.6
247,Westover High School,https://www.schooldigger.com/go/GA/schools/0183000839/school.aspx,Dougherty County,https://www.schooldigger.com/go/GA/district/01830/search.aspx,Albany,https://www.schooldigger.com/go/GA/city/Albany/search.aspx,31707,Dougherty,(229) 431-3320,9,12,Yes,No,No,No,1265,58.5,21.6,1.00,0.86,0.00,0.01,0.01,0.00,0.02,0.10,35.5
248,Cook High School,https://www.schooldigger.com/go/GA/schools/0147003900/school.aspx,Cook County,https://www.schooldigger.com/go/GA/district/01470/search.aspx,Adel,https://www.schooldigger.com/go/GA/city/Adel/search.aspx,31620,Cook,(229) 896-2213,9,12,No,No,No,No,908,59.4,15.2,0.59,0.33,0.00,0.02,0.08,0.00,0.03,0.54,35.2
249,Callaway High School,https://www.schooldigger.com/go/GA/schools/0000102444/school.aspx,Troup County,https://www.schooldigger.com/go/GA/district/00001/search.aspx,Hogansville,https://www.schooldigger.com/go/GA/city/Hogansville/search.aspx,30230,Troup,(706) 845-2070,9,12,No,No,No,No,866,50.4,17.1,0.64,0.46,0.00,0.02,0.03,0.00,0.04,0.45,35.1
250,Charlton County High School,https://www.schooldigger.com/go/GA/schools/0099000358/school.aspx,Charlton County,https://www.schooldigger.com/go/GA/district/00990/search.aspx,Folkston,https://www.schooldigger.com/go/GA/city/Folkston/search.aspx,31537,Charlton,(912) 496-2501,9,12,No,No,No,No,442,26.5,16.6,0.64,0.28,0.00,0.01,0.03,0.00,0.04,0.65,35
251,Chattooga High School,https://www.schooldigger.com/go/GA/schools/0108000418/school.aspx,Chattooga County,https://www.schooldigger.com/go/GA/district/01080/search.aspx,Summerville,https://www.schooldigger.com/go/GA/city/Summerville/search.aspx,30747,Chattooga,(706) 857-2402,9,12,Yes,No,No,No,782,44.4,17.6,0.70,0.09,0.00,0.01,0.05,0.00,0.05,0.81,34.8
252,Spalding High School,https://www.schooldigger.com/go/GA/schools/0252002429/school.aspx,Griffin-Spalding County,https://www.schooldigger.com/go/GA/district/02520/search.aspx,Griffin,https://www.schooldigger.com/go/GA/city/Griffin/search.aspx,30224,Spalding,(770) 229-3775,9,12,Yes,No,No,No,1294,79.4,16.2,0.56,0.34,0.00,0.01,0.05,0.00,0.03,0.56,34.7
253,Liberty County High School,https://www.schooldigger.com/go/GA/schools/0330002182/school.aspx,Liberty County,https://www.schooldigger.com/go/GA/district/03300/search.aspx,Hinesville,https://www.schooldigger.com/go/GA/city/Hinesville/search.aspx,31313,Liberty,(912) 876-4316,9,12,Yes,No,No,No,1141,58.1,19.6,0.56,0.53,0.00,0.01,0.08,0.00,0.06,0.32,34.6
254,Shiloh High School,https://www.schooldigger.com/go/GA/schools/0255001937/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Snellville,https://www.schooldigger.com/go/GA/city/Snellville/search.aspx,30039,Gwinnett,(770) 972-8471,9,12,Yes,No,No,No,2409,136.1,17.7,0.65,0.75,0.00,0.03,0.14,0.00,0.03,0.06,34.5
255,Coosa High School,https://www.schooldigger.com/go/GA/schools/0219000937/school.aspx,Floyd County,https://www.schooldigger.com/go/GA/district/02190/search.aspx,Rome,https://www.schooldigger.com/go/GA/city/Rome/search.aspx,30165,Floyd,(706) 236-1870,9,12,Yes,No,No,No,735,44.4,16.5,0.38,0.11,0.00,0.00,0.20,0.00,0.05,0.65,34.4
256,Warren County High School,https://www.schooldigger.com/go/GA/schools/0546001782/school.aspx,Warren County,https://www.schooldigger.com/go/GA/district/05460/search.aspx,Warrenton,https://www.schooldigger.com/go/GA/city/Warrenton/search.aspx,30828,Warren,(706) 465-3742,9,12,Yes,No,No,No,136,13.2,10.3,1.00,0.96,0.00,0.00,0.01,0.00,0.01,0.03,34.2
257,Pelham High School,https://www.schooldigger.com/go/GA/schools/0408002461/school.aspx,Pelham City,https://www.schooldigger.com/go/GA/district/04080/search.aspx,Pelham,https://www.schooldigger.com/go/GA/city/Pelham/search.aspx,31779,Mitchell,(229) 294-8623,9,12,Yes,No,No,No,439,29,15.1,0.99,0.48,0.00,0.01,0.05,0.00,0.01,0.46,34
258,Crawford County High School,https://www.schooldigger.com/go/GA/schools/0153000080/school.aspx,Crawford County,https://www.schooldigger.com/go/GA/district/01530/search.aspx,Roberta,https://www.schooldigger.com/go/GA/city/Roberta/search.aspx,31078,Crawford,(478) 836-3126,9,12,Yes,No,No,No,462,29.2,15.8,0.94,0.24,0.02,0.01,0.02,0.00,0.03,0.69,33.7
259,Warner Robins High School,https://www.schooldigger.com/go/GA/schools/0288001240/school.aspx,Houston County,https://www.schooldigger.com/go/GA/district/02880/search.aspx,Warner Robins,https://www.schooldigger.com/go/GA/city/Warner+Robins/search.aspx,31088,Houston,(478) 929-7877,9,12,Yes,No,No,No,1542,95,16.2,0.68,0.51,0.00,0.02,0.09,0.00,0.06,0.32,33.6
260,Worth County High School,https://www.schooldigger.com/go/GA/schools/0585001849/school.aspx,Worth County,https://www.schooldigger.com/go/GA/district/05850/search.aspx,Sylvester,https://www.schooldigger.com/go/GA/city/Sylvester/search.aspx,31791,Worth,(229) 776-8625,9,12,Yes,No,No,No,919,58.6,15.6,0.93,0.35,0.00,0.00,0.02,0.00,0.03,0.60,33.1
261,Wilkinson County High School,https://www.schooldigger.com/go/GA/schools/0579001841/school.aspx,Wilkinson County,https://www.schooldigger.com/go/GA/district/05790/search.aspx,Irwinton,https://www.schooldigger.com/go/GA/city/Irwinton/search.aspx,31054,Wilkinson,(478) 946-2441,9,12,Yes,No,No,No,416,31.6,13.1,0.94,0.56,0.00,0.00,0.02,0.00,0.03,0.39,33
262,Echols County High School,https://www.schooldigger.com/go/GA/schools/0195000886/school.aspx,Echols County,https://www.schooldigger.com/go/GA/district/01950/search.aspx,Statenville,https://www.schooldigger.com/go/GA/city/Statenville/search.aspx,31648,Echols,(229) 559-5413,9,12,Yes,No,No,No,224,16.7,13.4,0.91,0.02,0.01,0.00,0.30,0.00,0.01,0.66,32.9
263,Bacon County High School,https://www.schooldigger.com/go/GA/schools/0015002357/school.aspx,Bacon County,https://www.schooldigger.com/go/GA/district/00150/search.aspx,Alma,https://www.schooldigger.com/go/GA/city/Alma/search.aspx,31510,Bacon,(912) 632-4414,9,12,No,No,No,No,560,36,15.5,0.56,0.17,0.00,0.00,0.11,0.00,0.02,0.70,32.9
264,Southeast Whitfield County High School,https://www.schooldigger.com/go/GA/schools/0570001818/school.aspx,Whitfield County,https://www.schooldigger.com/go/GA/district/05700/search.aspx,Dalton,https://www.schooldigger.com/go/GA/city/Dalton/search.aspx,30721,Whitfield,(706) 226-2753,9,12,Yes,No,No,No,1402,73.2,19.1,0.78,0.02,0.00,0.01,0.62,0.00,0.02,0.33,32.9
265,East Laurens High School,https://www.schooldigger.com/go/GA/schools/0189001707/school.aspx,Laurens County,https://www.schooldigger.com/go/GA/district/01890/search.aspx,Dublin,https://www.schooldigger.com/go/GA/city/Dublin/search.aspx,31027,Laurens,(478) 272-3144,9,12,Yes,No,No,No,552,43.5,12.6,0.85,0.41,0.00,0.00,0.04,0.00,0.02,0.53,32.7
266,Georgia Cyber Academy,https://www.schooldigger.com/go/GA/schools/0023204148/school.aspx,State Charter Schools- Georgia Cyber Academy,https://www.schooldigger.com/go/GA/district/00232/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30349,Fulton,(404) 334-4790,KG,12,Yes,Yes,No,Yes,14319,359,39.8,0.64,0.35,0.00,0.02,0.08,0.00,0.06,0.50,32.7
267,Morrow High School,https://www.schooldigger.com/go/GA/schools/0123000487/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Morrow,https://www.schooldigger.com/go/GA/city/Morrow/search.aspx,30260,Clayton,(404) 362-3865,9,12,Yes,No,No,No,2051,93.8,21.8,1.00,0.69,0.00,0.10,0.15,0.00,0.03,0.02,32.7
268,Howard High School,https://www.schooldigger.com/go/GA/schools/0042003726/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31210,Bibb,(478) 779-7852,9,12,Yes,No,No,No,1256,70,17.9,0.99,0.59,0.00,0.05,0.05,0.00,0.03,0.29,32.6
269,McIntosh Academy,https://www.schooldigger.com/go/GA/schools/0360002413/school.aspx,McIntosh County,https://www.schooldigger.com/go/GA/district/03600/search.aspx,Darien,https://www.schooldigger.com/go/GA/city/Darien/search.aspx,31305,McIntosh,(912) 437-6691,9,12,Yes,No,No,No,414,27.2,15.2,0.60,0.43,0.01,0.01,0.02,0.00,0.03,0.50,32.5
270,Johnson County High School,https://www.schooldigger.com/go/GA/schools/0312000055/school.aspx,Johnson County,https://www.schooldigger.com/go/GA/district/03120/search.aspx,Wrightsville,https://www.schooldigger.com/go/GA/city/Wrightsville/search.aspx,31096,Johnson,(478) 864-2222,9,12,Yes,No,No,No,345,24.2,14.2,0.90,0.41,0.00,0.01,0.04,0.00,0.01,0.54,32.3
271,Foothills Charter High School (Central Office - Madison),https://www.schooldigger.com/go/GA/schools/0023504203/school.aspx,State Charter Schools- Foothills Charter High School (Madiso,https://www.schooldigger.com/go/GA/district/00235/search.aspx,Danielsville,https://www.schooldigger.com/go/GA/city/Danielsville/search.aspx,30633,Madison,(706) 795-2191,9,12,Yes,Yes,No,No,853,21.8,39.1,,0.30,0.00,0.01,0.10,0.00,0.03,0.56,32.2
272,Hardaway High School,https://www.schooldigger.com/go/GA/schools/0387001397/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31906,Muscogee,(706) 748-2766,9,12,Yes,No,No,No,1288,75.6,17,1.00,0.63,0.00,0.01,0.06,0.00,0.05,0.24,32.2
273,Alcovy High School,https://www.schooldigger.com/go/GA/schools/0393003436/school.aspx,Newton County,https://www.schooldigger.com/go/GA/district/03930/search.aspx,Covington,https://www.schooldigger.com/go/GA/city/Covington/search.aspx,30014,Newton,(770) 784-4995,9,12,Yes,No,No,No,1993,105.5,18.8,0.64,0.54,0.00,0.01,0.06,0.00,0.04,0.35,32
274,Cedartown High School,https://www.schooldigger.com/go/GA/schools/0420001510/school.aspx,Polk County,https://www.schooldigger.com/go/GA/district/04200/search.aspx,Cedartown,https://www.schooldigger.com/go/GA/city/Cedartown/search.aspx,30125,Polk,(770) 748-0490,9,12,Yes,No,No,No,1238,54.8,22.5,0.83,0.12,0.00,0.01,0.29,0.00,0.03,0.56,31.9
275,Vidalia Comprehensive High School,https://www.schooldigger.com/go/GA/schools/0534001739/school.aspx,Vidalia City,https://www.schooldigger.com/go/GA/district/05340/search.aspx,Vidalia,https://www.schooldigger.com/go/GA/city/Vidalia/search.aspx,30474,Toombs,(912) 537-7931,9,12,No,No,No,No,732,46.3,15.8,0.86,0.44,0.00,0.01,0.06,0.00,0.02,0.48,31.9
276,Meadowcreek High School,https://www.schooldigger.com/go/GA/schools/0255001980/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Norcross,https://www.schooldigger.com/go/GA/city/Norcross/search.aspx,30093,Gwinnett,(770) 381-9680,9,12,Yes,No,No,No,3260,182.7,17.8,0.82,0.20,0.00,0.08,0.67,0.00,0.01,0.03,31.7
277,Brooks County High School,https://www.schooldigger.com/go/GA/schools/0054000263/school.aspx,Brooks County,https://www.schooldigger.com/go/GA/district/00540/search.aspx,Quitman,https://www.schooldigger.com/go/GA/city/Quitman/search.aspx,31643,Brooks,(229) 263-8923,9,12,Yes,No,No,No,572,33.8,16.9,0.96,0.54,0.00,0.01,0.12,0.00,0.02,0.30,31.7
278,Thomasville High School,https://www.schooldigger.com/go/GA/schools/0495001673/school.aspx,Thomasville City,https://www.schooldigger.com/go/GA/district/04950/search.aspx,Thomasville,https://www.schooldigger.com/go/GA/city/Thomasville/search.aspx,31792,Thomas,(229) 225-2634,9,12,Yes,No,No,No,764,48.2,15.8,1.00,0.62,0.00,0.01,0.01,0.00,0.02,0.35,31.5
279,Webster County High School,https://www.schooldigger.com/go/GA/schools/0558003575/school.aspx,Webster County,https://www.schooldigger.com/go/GA/district/05580/search.aspx,Preston,https://www.schooldigger.com/go/GA/city/Preston/search.aspx,31824,Webster,(229) 828-3365,9,12,Yes,No,No,No,111,8.5,13,0.76,0.41,0.00,0.01,0.07,0.00,0.04,0.48,31.3
280,Treutlen Middle/High School,https://www.schooldigger.com/go/GA/schools/0510001699/school.aspx,Treutlen County,https://www.schooldigger.com/go/GA/district/05100/search.aspx,Soperton,https://www.schooldigger.com/go/GA/city/Soperton/search.aspx,30457,Treutlen,(912) 529-7131,6,12,Yes,No,No,No,542,35.7,15.1,1.00,0.40,0.00,0.00,0.02,0.00,0.02,0.56,30.8
281,Adairsville High School,https://www.schooldigger.com/go/GA/schools/0033002352/school.aspx,Bartow County,https://www.schooldigger.com/go/GA/district/00330/search.aspx,Adairsville,https://www.schooldigger.com/go/GA/city/Adairsville/search.aspx,30103,Bartow,(770) 606-4151,9,12,No,No,No,No,973,58.4,16.6,0.45,0.05,0.00,0.00,0.06,0.00,0.02,0.87,30.8
282,Pebblebrook High School,https://www.schooldigger.com/go/GA/schools/0129000559/school.aspx,Cobb County,https://www.schooldigger.com/go/GA/district/01290/search.aspx,Mableton,https://www.schooldigger.com/go/GA/city/Mableton/search.aspx,30126,Cobb,(770) 819-2521,9,12,Yes,No,No,No,2535,125.8,20.1,0.74,0.61,0.00,0.01,0.31,0.00,0.01,0.07,30.8
283,Luella High School,https://www.schooldigger.com/go/GA/schools/0282002916/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Locust Grove,https://www.schooldigger.com/go/GA/city/Locust+Grove/search.aspx,30248,Henry,(770) 898-9822,9,12,No,No,No,No,1190,78,15.2,0.42,0.62,0.00,0.03,0.11,0.00,0.05,0.19,30.7
284,Emanuel County Institute,https://www.schooldigger.com/go/GA/schools/0204000905/school.aspx,Emanuel County,https://www.schooldigger.com/go/GA/district/02040/search.aspx,Twin City,https://www.schooldigger.com/go/GA/city/Twin+City/search.aspx,30471,Emanuel,(478) 763-2673,6,12,Yes,No,No,No,641,41.3,15.5,0.88,0.34,0.00,0.00,0.04,0.00,0.02,0.59,30.1
285,New Manchester High School,https://www.schooldigger.com/go/GA/schools/0186004034/school.aspx,Douglas County,https://www.schooldigger.com/go/GA/district/01860/search.aspx,Douglasville,https://www.schooldigger.com/go/GA/city/Douglasville/search.aspx,30135,Douglas,(770) 651-2700,9,12,No,No,No,No,1690,99,17,0.64,0.78,0.00,0.00,0.10,0.00,0.03,0.09,30
286,Newton High School,https://www.schooldigger.com/go/GA/schools/0393001454/school.aspx,Newton County,https://www.schooldigger.com/go/GA/district/03930/search.aspx,Covington,https://www.schooldigger.com/go/GA/city/Covington/search.aspx,30014,Newton,(770) 787-2250,9,12,Yes,No,No,No,2424,118.4,20.4,0.70,0.78,0.00,0.01,0.07,0.00,0.04,0.11,29.9
287,New Hampstead High School,https://www.schooldigger.com/go/GA/schools/0102004088/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Bloomingdale,https://www.schooldigger.com/go/GA/city/Bloomingdale/search.aspx,31302,Chatham,(912) 395-6789,9,12,No,No,No,No,1332,72.2,18.4,0.49,0.51,0.00,0.03,0.08,0.00,0.05,0.33,29.7
288,Berkmar High School,https://www.schooldigger.com/go/GA/schools/0255001905/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Lilburn,https://www.schooldigger.com/go/GA/city/Lilburn/search.aspx,30047,Gwinnett,(770) 921-3636,9,12,Yes,No,No,No,2888,183.5,15.7,0.80,0.27,0.00,0.08,0.60,0.00,0.02,0.04,29.7
289,Maynard H. Jackson- Junior High School,https://www.schooldigger.com/go/GA/schools/0012001939/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30316,Fulton,(404) 802-5200,9,12,Yes,No,No,No,1138,78.3,14.5,1.00,0.85,0.00,0.01,0.05,0.00,0.02,0.08,29.7
290,Swainsboro High School,https://www.schooldigger.com/go/GA/schools/0204002033/school.aspx,Emanuel County,https://www.schooldigger.com/go/GA/district/02040/search.aspx,Swainsboro,https://www.schooldigger.com/go/GA/city/Swainsboro/search.aspx,30401,Emanuel,(478) 237-2267,9,12,Yes,No,No,No,727,57.4,12.6,0.88,0.48,0.00,0.01,0.06,0.00,0.02,0.43,29.6
291,Washington County High School,https://www.schooldigger.com/go/GA/schools/0549001788/school.aspx,Washington County,https://www.schooldigger.com/go/GA/district/05490/search.aspx,Sandersville,https://www.schooldigger.com/go/GA/city/Sandersville/search.aspx,31082,Washington,(478) 552-2324,9,12,No,No,No,No,848,50,16.9,0.72,0.67,0.00,0.00,0.01,0.00,0.03,0.29,29.5
