Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
194,Lawrence High School,https://www.schooldigger.com/go/NJ/schools/0840003152/school.aspx,Lawrence Township Public School District,https://www.schooldigger.com/go/NJ/district/08400/search.aspx,2525 Princeton Pike,Lawrenceville,https://www.schooldigger.com/go/NJ/city/Lawrenceville/search.aspx,8648,Mercer County,(609) 671-5510,9,12,No,No,(n/a),No,1144,94,12.1,0.25,0.18,0.00,0.20,0.17,0.00,0.04,0.41,44.7
195,Haddon Township High School,https://www.schooldigger.com/go/NJ/schools/0636001540/school.aspx,Haddon Township School District,https://www.schooldigger.com/go/NJ/district/06360/search.aspx,406 Memorial Avenue,Westmont,https://www.schooldigger.com/go/NJ/city/Westmont/search.aspx,8108,Camden County,(856) 869-7750,9,12,No,No,(n/a),No,622,54.7,11.3,0.17,0.03,0.00,0.03,0.10,0.00,0.02,0.82,44.6
196,Raritan High School,https://www.schooldigger.com/go/NJ/schools/1368003826/school.aspx,Hazlet Township Public School District,https://www.schooldigger.com/go/NJ/district/13680/search.aspx,419 Middle Road,Hazlet,https://www.schooldigger.com/go/NJ/city/Hazlet/search.aspx,7730,Monmouth County,(732) 264-8411,9,12,No,No,(n/a),No,922,75.7,12.1,0.19,0.02,0.00,0.04,0.10,0.00,0.01,0.84,44.5
197,Toms River High School North,https://www.schooldigger.com/go/NJ/schools/1623004722/school.aspx,Toms River Regional School District,https://www.schooldigger.com/go/NJ/district/16230/search.aspx,1245 Old Freehold Road,Toms River,https://www.schooldigger.com/go/NJ/city/Toms+River/search.aspx,8753,Ocean County,(732) 505-5702,9,12,No,No,(n/a),No,2052,149.3,13.7,0.25,0.06,0.00,0.07,0.17,0.00,0.02,0.68,44.2
198,Jefferson Township High School,https://www.schooldigger.com/go/NJ/schools/0780004264/school.aspx,Jefferson Township Public School District,https://www.schooldigger.com/go/NJ/district/07800/search.aspx,1010 Weldon Rd   Rd2,Oak Ridge,https://www.schooldigger.com/go/NJ/city/Oak+Ridge/search.aspx,7438,Passaic County,(973) 697-3535,9,12,No,No,(n/a),No,937,87,10.7,0.11,0.01,0.00,0.05,0.10,0.00,0.01,0.82,44
199,Cedar Grove High School,https://www.schooldigger.com/go/NJ/schools/0285002026/school.aspx,Cedar Grove Township School District,https://www.schooldigger.com/go/NJ/district/02850/search.aspx,90 Rugby Road,Cedar Grove,https://www.schooldigger.com/go/NJ/city/Cedar+Grove/search.aspx,7009,Essex County,(973) 239-6400,9,12,No,No,(n/a),No,506,43.5,11.6,0.02,0.02,0.00,0.05,0.08,0.01,0.00,0.85,44
200,Monmouth Regional High School,https://www.schooldigger.com/go/NJ/schools/1044004026/school.aspx,Monmouth Regional High School,https://www.schooldigger.com/go/NJ/district/10440/search.aspx,One Norman J  Field Way,Tinton Falls,https://www.schooldigger.com/go/NJ/city/Tinton+Falls/search.aspx,7724,Monmouth County,(732) 542-1170,9,12,Yes,No,(n/a),No,972,91,10.6,0.29,0.18,0.00,0.09,0.18,0.00,0.04,0.51,43.7
201,Newton High School,https://www.schooldigger.com/go/NJ/schools/1140005384/school.aspx,Newton Public School District,https://www.schooldigger.com/go/NJ/district/11400/search.aspx,44 Ryerson Avenue,Newton,https://www.schooldigger.com/go/NJ/city/Newton/search.aspx,7860,Sussex County,(973) 383-7573,9,12,No,No,(n/a),No,715,66,10.8,0.21,0.04,0.00,0.02,0.19,0.01,0.01,0.73,43.6
202,Manalapan High School,https://www.schooldigger.com/go/NJ/schools/0561003802/school.aspx,Freehold Regional High School District,https://www.schooldigger.com/go/NJ/district/05610/search.aspx,20 Church Lane,Englishtown,https://www.schooldigger.com/go/NJ/city/Englishtown/search.aspx,7726,Monmouth County,(732) 792-7200,9,12,No,No,(n/a),No,1882,123.6,15.2,0.09,0.02,0.00,0.08,0.08,0.00,0.02,0.79,43.4
203,West Deptford High School,https://www.schooldigger.com/go/NJ/schools/1743002662/school.aspx,West Deptford Township School District,https://www.schooldigger.com/go/NJ/district/17430/search.aspx,1600 Old Crown Point Rd,West Deptford,https://www.schooldigger.com/go/NJ/city/West+Deptford/search.aspx,8093,Gloucester County,(856) 848-6110,9,12,No,No,(n/a),No,879,71,12.3,0.25,0.09,0.00,0.02,0.09,0.00,0.04,0.75,42.8
204,North Warren Regional School,https://www.schooldigger.com/go/NJ/schools/0955005844/school.aspx,North Warren Regional School District,https://www.schooldigger.com/go/NJ/district/09550/search.aspx,10 Noe Rd,Blairstown,https://www.schooldigger.com/go/NJ/city/Blairstown/search.aspx,7825,Warren County,(908) 362-8211,7,12,Yes,No,(n/a),No,799,77.6,10.2,0.11,0.02,0.00,0.02,0.07,0.00,0.01,0.87,42.6
205,Franklin High School,https://www.schooldigger.com/go/NJ/schools/0549005194/school.aspx,Franklin Township School District,https://www.schooldigger.com/go/NJ/district/05490/search.aspx,500 Elizabeth Avenue,Somerset,https://www.schooldigger.com/go/NJ/city/Somerset/search.aspx,8873,Somerset County,(732) 302-4200,9,12,No,No,(n/a),No,2146,178,12,0.45,0.40,0.01,0.14,0.33,0.00,0.01,0.12,42.6
206,Audubon Junior/Senior High School,https://www.schooldigger.com/go/NJ/schools/0105001298/school.aspx,Audubon Public School Disrict,https://www.schooldigger.com/go/NJ/district/01050/search.aspx,350 Edgewood Avenue,Audubon,https://www.schooldigger.com/go/NJ/city/Audubon/search.aspx,8106,Camden County,(856) 547-7695,7,12,Yes,No,(n/a),No,804,66.5,12,0.24,0.03,0.00,0.02,0.07,0.00,0.02,0.86,42.3
207,Lyndhurst High School,https://www.schooldigger.com/go/NJ/schools/0921000568/school.aspx,Lyndhurst School District,https://www.schooldigger.com/go/NJ/district/09210/search.aspx,400 Weart Avenue,Lyndhurst,https://www.schooldigger.com/go/NJ/city/Lyndhurst/search.aspx,7071,Bergen County,(201) 896-2100,9,12,No,No,(n/a),No,752,63.5,11.8,0.22,0.03,0.00,0.03,0.33,0.00,0.02,0.59,42.1
208,Salem County Career and Technical High School,https://www.schooldigger.com/go/NJ/schools/1458005098/school.aspx,Salem County Vocational Technical School District,https://www.schooldigger.com/go/NJ/district/14580/search.aspx,880 Route 45,Woodstown,https://www.schooldigger.com/go/NJ/city/Woodstown/search.aspx,8098,Salem County,(856) 769-0101,9,12,No,No,(n/a),No,643,44,14.6,0.22,0.07,0.00,0.01,0.07,0.00,0.05,0.80,42
209,Lower Cape May Regional High School,https://www.schooldigger.com/go/NJ/schools/0909001720/school.aspx,Lower Cape May Regional School District,https://www.schooldigger.com/go/NJ/district/09090/search.aspx,687 Rt 9,Cape May,https://www.schooldigger.com/go/NJ/city/Cape+May/search.aspx,8204,Cape May County,(609) 884-3475,9,12,Yes,No,(n/a),No,828,74.8,11,0.44,0.05,0.00,0.01,0.09,0.00,0.01,0.83,41.9
210,Bayonne High School,https://www.schooldigger.com/go/NJ/schools/0126002704/school.aspx,Bayonne School District,https://www.schooldigger.com/go/NJ/district/01260/search.aspx,669 Avenue A,Bayonne,https://www.schooldigger.com/go/NJ/city/Bayonne/search.aspx,7002,Hudson County,(201) 858-5900,9,12,No,No,(n/a),No,2534,180,14,0.58,0.10,0.00,0.08,0.40,0.00,0.02,0.39,41.8
211,Brick Township Memorial High School,https://www.schooldigger.com/go/NJ/schools/0222005896/school.aspx,Brick Township Public School District,https://www.schooldigger.com/go/NJ/district/02220/search.aspx,2001 Lanes Mill Rd,Brick,https://www.schooldigger.com/go/NJ/city/Brick/search.aspx,8724,Ocean County,(732) 785-3000,9,12,No,No,(n/a),No,1482,120.1,12.3,0.25,0.08,0.00,0.02,0.11,0.00,0.01,0.78,41.6
212,Passaic Valley Regional High School,https://www.schooldigger.com/go/NJ/schools/1257004858/school.aspx,Passaic Valley Regional High School District #1,https://www.schooldigger.com/go/NJ/district/12570/search.aspx,170 East Main Street,Little Falls,https://www.schooldigger.com/go/NJ/city/Little+Falls/search.aspx,7424,Passaic County,(973) 890-2500,9,12,Yes,No,(n/a),No,1186,102,11.6,0.30,0.03,0.00,0.04,0.29,0.00,0.01,0.62,41
213,West Milford High School,https://www.schooldigger.com/go/NJ/schools/1752004996/school.aspx,West Milford Township Public School District,https://www.schooldigger.com/go/NJ/district/17520/search.aspx,67 Highlander Drive,West Milford,https://www.schooldigger.com/go/NJ/city/West+Milford/search.aspx,7480,Passaic County,(973) 838-6515,9,12,No,No,(n/a),No,1040,95.4,10.9,0.15,0.01,0.00,0.02,0.08,0.00,0.01,0.89,41
214,Gloucester City Junior Senior High School,https://www.schooldigger.com/go/NJ/schools/0600001494/school.aspx,Gloucester City Public School District,https://www.schooldigger.com/go/NJ/district/06000/search.aspx,1300 Market Street,Gloucester City,https://www.schooldigger.com/go/NJ/city/Gloucester+City/search.aspx,8030,Camden County,(856) 456-7000,7,12,Yes,No,(n/a),No,515,44.5,11.5,0.58,0.08,0.00,0.06,0.16,0.00,0.00,0.70,40.8
215,Pitman High School,https://www.schooldigger.com/go/NJ/schools/1308002616/school.aspx,Pitman Boro School District,https://www.schooldigger.com/go/NJ/district/13080/search.aspx,225 Linden Avenue,Pitman,https://www.schooldigger.com/go/NJ/city/Pitman/search.aspx,8071,Gloucester County,(856) 589-2121,9,12,No,No,(n/a),No,380,40.8,9.3,0.21,0.04,0.00,0.02,0.02,0.00,0.02,0.90,40.7
216,Jonathan Dayton High School,https://www.schooldigger.com/go/NJ/schools/1563000213/school.aspx,Springfield Public School District,https://www.schooldigger.com/go/NJ/district/15630/search.aspx,139 Mountain Ave.,Springfield,https://www.schooldigger.com/go/NJ/city/Springfield/search.aspx,7081,Union County,(973) 376-1025,9,12,Yes,No,(n/a),No,578,47.2,12.2,0.15,0.14,0.00,0.05,0.19,0.01,0.06,0.56,40.7
217,Union High School,https://www.schooldigger.com/go/NJ/schools/1650005742/school.aspx,Township of Union School District,https://www.schooldigger.com/go/NJ/district/16500/search.aspx,2350 North Third Street,Union,https://www.schooldigger.com/go/NJ/city/Union/search.aspx,7083,Union County,(908) 851-6500,9,12,Yes,No,(n/a),No,2180,176,12.3,0.35,0.49,0.00,0.08,0.23,0.01,0.01,0.19,40.6
218,Hightstown High School,https://www.schooldigger.com/go/NJ/schools/0432003054/school.aspx,East Windsor Regional School District,https://www.schooldigger.com/go/NJ/district/04320/search.aspx,25 Leshin Lane,Hightstown,https://www.schooldigger.com/go/NJ/city/Hightstown/search.aspx,8520,Mercer County,(609) 443-7738,9,12,Yes,No,(n/a),No,1676,128.1,13,0.35,0.10,0.00,0.17,0.35,0.00,0.01,0.35,40.5
219,Highland Park High School,https://www.schooldigger.com/go/NJ/schools/0717003372/school.aspx,Highland Park Boro School District,https://www.schooldigger.com/go/NJ/district/07170/search.aspx,102 North Fifth Avenue,Highland Park,https://www.schooldigger.com/go/NJ/city/Highland+Park/search.aspx,8904,Middlesex County,(732) 572-2400,9,12,Yes,No,(n/a),No,472,41.2,11.4,0.32,0.11,0.00,0.23,0.22,0.00,0.05,0.40,40.4
220,Dover High School,https://www.schooldigger.com/go/NJ/schools/0393004212/school.aspx,Dover Public School District,https://www.schooldigger.com/go/NJ/district/03930/search.aspx,100 Grace Street,Dover,https://www.schooldigger.com/go/NJ/city/Dover/search.aspx,7801,Morris County,(973) 989-2010,9,12,Yes,No,(n/a),No,983,74.5,13.1,0.74,0.05,0.00,0.02,0.86,0.00,0.00,0.07,39.5
221,Collingswood High School,https://www.schooldigger.com/go/NJ/schools/0342001474/school.aspx,Collingswood Public School District,https://www.schooldigger.com/go/NJ/district/03420/search.aspx,424 Collings Ave,Collingswood,https://www.schooldigger.com/go/NJ/city/Collingswood/search.aspx,8108,Camden County,(856) 962-5701,9,12,Yes,No,(n/a),No,747,64.4,11.5,0.44,0.20,0.00,0.05,0.22,0.00,0.03,0.50,39.1
222,Arthur L. Johnson High School,https://www.schooldigger.com/go/NJ/schools/0315000205/school.aspx,Clark Township Public School District,https://www.schooldigger.com/go/NJ/district/03150/search.aspx,365 Westfield Avenue,Clark,https://www.schooldigger.com/go/NJ/city/Clark/search.aspx,7066,Union County,(732) 382-0910,9,12,Yes,No,(n/a),No,717,66,10.8,0.08,0.02,0.00,0.02,0.11,0.00,0.00,0.85,39
223,Hawthorne High School,https://www.schooldigger.com/go/NJ/schools/0699004806/school.aspx,Hawthorne Public School District,https://www.schooldigger.com/go/NJ/district/06990/search.aspx,160 Parmelee Avenue,Hawthorne,https://www.schooldigger.com/go/NJ/city/Hawthorne/search.aspx,7506,Passaic County,(973) 423-6415,9,12,No,No,(n/a),No,688,54,12.7,0.24,0.04,0.00,0.03,0.29,0.00,0.00,0.64,38.9
224,Timber Creek Regional High School,https://www.schooldigger.com/go/NJ/schools/0177000425/school.aspx,Black Horse Pike Regional School District,https://www.schooldigger.com/go/NJ/district/01770/search.aspx,501 Jarvis Road,Erial,https://www.schooldigger.com/go/NJ/city/Erial/search.aspx,8081,Camden County,(856) 232-9703,9,12,No,No,(n/a),No,1188,89.1,13.3,0.29,0.35,0.00,0.05,0.08,0.00,0.00,0.52,38.8
225,Somerville High School,https://www.schooldigger.com/go/NJ/schools/1509005284/school.aspx,Somerville Public School District,https://www.schooldigger.com/go/NJ/district/15090/search.aspx,222 Davenport St.,Somerville,https://www.schooldigger.com/go/NJ/city/Somerville/search.aspx,8876,Somerset County,(908) 218-4108,9,12,No,No,(n/a),No,1195,92.5,12.9,0.19,0.08,0.00,0.08,0.22,0.00,0.01,0.62,38.8
226,Southern Regional High School,https://www.schooldigger.com/go/NJ/schools/1548004710/school.aspx,Southern Regional School District,https://www.schooldigger.com/go/NJ/district/15480/search.aspx,90 Cedar Bridge Road,Manahawkin,https://www.schooldigger.com/go/NJ/city/Manahawkin/search.aspx,8050,Ocean County,(609) 597-9481,9,12,Yes,No,(n/a),No,1952,147.2,13.2,0.19,0.02,0.00,0.01,0.08,0.00,0.00,0.89,38.5
227,Belvidere High School,https://www.schooldigger.com/go/NJ/schools/0144005794/school.aspx,Belvidere School District,https://www.schooldigger.com/go/NJ/district/01440/search.aspx,809 Oxford Street,Belvidere,https://www.schooldigger.com/go/NJ/city/Belvidere/search.aspx,7823,Warren County,(908) 475-4025,9,12,Yes,No,(n/a),No,420,38.3,10.9,0.10,0.01,0.00,0.01,0.08,0.00,0.04,0.86,38.5
228,Delran High School,https://www.schooldigger.com/go/NJ/schools/0378001040/school.aspx,Delran Township School District,https://www.schooldigger.com/go/NJ/district/03780/search.aspx,50 Hartford Road,Delran,https://www.schooldigger.com/go/NJ/city/Delran/search.aspx,8075,Burlington County,(856) 461-6100,9,12,No,No,(n/a),No,917,71,12.9,0.21,0.11,0.00,0.03,0.09,0.00,0.03,0.74,38.3
229,Deptford Township High School,https://www.schooldigger.com/go/NJ/schools/0390002512/school.aspx,Deptford Township Public School District,https://www.schooldigger.com/go/NJ/district/03900/search.aspx,575 S Fox Run Rd,Deptford,https://www.schooldigger.com/go/NJ/city/Deptford/search.aspx,8096,Gloucester County,(856) 232-2713,9,12,Yes,No,(n/a),No,1082,83.2,13,0.44,0.25,0.00,0.07,0.13,0.00,0.00,0.55,37.7
230,Absegami High School,https://www.schooldigger.com/go/NJ/schools/0606000122/school.aspx,Greater Egg Harbor Regional High School District,https://www.schooldigger.com/go/NJ/district/06060/search.aspx,201 S  Wrangleboro Road,Galloway,https://www.schooldigger.com/go/NJ/city/Galloway/search.aspx,8205,Atlantic County,(609) 652-1372,9,12,Yes,No,(n/a),No,1153,101.2,11.3,0.48,0.17,0.00,0.17,0.20,0.00,0.02,0.44,37.7
231,Atlantic County Institute of Technology,https://www.schooldigger.com/go/NJ/schools/0099000034/school.aspx,Atlantic County Vocational School District,https://www.schooldigger.com/go/NJ/district/00990/search.aspx,5080 Atlantic Avenue,Mays Landing,https://www.schooldigger.com/go/NJ/city/Mays+Landing/search.aspx,8330,Atlantic County,(609) 625-2249,9,12,Yes,No,(n/a),No,1606,136.5,11.7,0.63,0.19,0.00,0.05,0.40,0.01,0.02,0.32,37.6
232,Haddon Heights Junior/Senior High School,https://www.schooldigger.com/go/NJ/schools/0633001528/school.aspx,HADDON HEIGHTS School District,https://www.schooldigger.com/go/NJ/district/06330/search.aspx,301 Second Avenue,Haddon Heights,https://www.schooldigger.com/go/NJ/city/Haddon+Heights/search.aspx,8035,Camden County,(856) 547-1920,7,12,Yes,No,(n/a),No,906,77.5,11.6,0.16,0.16,0.00,0.02,0.10,0.00,0.04,0.67,37.6
233,Old Bridge High School,https://www.schooldigger.com/go/NJ/schools/0927003496/school.aspx,Old Bridge Township School District,https://www.schooldigger.com/go/NJ/district/09270/search.aspx,4209 Route 516,Matawan,https://www.schooldigger.com/go/NJ/city/Matawan/search.aspx,7747,Monmouth County,(732) 290-3900,9,12,No,No,(n/a),No,2782,222,12.5,0.25,0.09,0.00,0.18,0.14,0.00,0.00,0.60,37.6
234,Ocean Township High School,https://www.schooldigger.com/go/NJ/schools/1206004058/school.aspx,Township of Ocean School District,https://www.schooldigger.com/go/NJ/district/12060/search.aspx,550 West Park Avenue,Oakhurst,https://www.schooldigger.com/go/NJ/city/Oakhurst/search.aspx,7755,Monmouth County,(732) 531-5650,9,12,No,No,(n/a),No,1070,108.6,9.8,0.28,0.12,0.00,0.09,0.16,0.00,0.00,0.62,37.5
235,Ridgefield Park Junior Senior High School,https://www.schooldigger.com/go/NJ/schools/1380000754/school.aspx,Ridgefield Park Public School District,https://www.schooldigger.com/go/NJ/district/13800/search.aspx,1 Ozzie Nelson Drive,Ridgefield Park,https://www.schooldigger.com/go/NJ/city/Ridgefield+Park/search.aspx,7660,Bergen County,(201) 440-1440,7,12,Yes,No,(n/a),No,1196,89,13.4,0.35,0.05,0.00,0.12,0.56,0.01,0.00,0.26,37.4
236,Bloomfield High School,https://www.schooldigger.com/go/NJ/schools/0183001980/school.aspx,Bloomfield Township School District,https://www.schooldigger.com/go/NJ/district/01830/search.aspx,160 Broad Street,Bloomfield,https://www.schooldigger.com/go/NJ/city/Bloomfield/search.aspx,7003,Essex County,(973) 680-8500,9,12,Yes,No,(n/a),No,1931,169.5,11.3,0.44,0.27,0.00,0.07,0.40,0.01,0.01,0.25,37.1
237,Alexander Hamilton Preparatory Academy,https://www.schooldigger.com/go/NJ/schools/0459003043/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,310 Cherry St,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7208,Union County,(908) 436-6100,9,12,Yes,No,(n/a),No,1014,68.5,14.8,0.81,0.12,0.00,0.02,0.79,0.00,0.00,0.08,37
238,Hackensack High School,https://www.schooldigger.com/go/NJ/schools/0627000496/school.aspx,Hackensack School District,https://www.schooldigger.com/go/NJ/district/06270/search.aspx,First & Beech Streets,Hackensack,https://www.schooldigger.com/go/NJ/city/Hackensack/search.aspx,7601,Bergen County,(201) 646-7900,9,12,Yes,No,(n/a),No,1959,132.5,14.7,0.55,0.23,0.00,0.06,0.56,0.00,0.00,0.15,37
239,Toms River High School East,https://www.schooldigger.com/go/NJ/schools/1623005919/school.aspx,Toms River Regional School District,https://www.schooldigger.com/go/NJ/district/16230/search.aspx,1225 Raider Way,Toms River,https://www.schooldigger.com/go/NJ/city/Toms+River/search.aspx,8753,Ocean County,(732) 505-5665,9,12,No,No,(n/a),No,1416,113.6,12.4,0.21,0.03,0.00,0.03,0.11,0.00,0.02,0.81,36.9
240,Manville High School,https://www.schooldigger.com/go/NJ/schools/0963005238/school.aspx,Manville School District,https://www.schooldigger.com/go/NJ/district/09630/search.aspx,1100 Brooks Boulevard,Manville,https://www.schooldigger.com/go/NJ/city/Manville/search.aspx,8835,Somerset County,(908) 231-6806,9,12,No,No,(n/a),No,420,36.4,11.5,0.45,0.08,0.00,0.02,0.42,0.00,0.00,0.47,36.5
241,Sussex County Technical School,https://www.schooldigger.com/go/NJ/schools/1593005416/school.aspx,Sussex County Technical School District,https://www.schooldigger.com/go/NJ/district/15930/search.aspx,105 North Church Road,Sparta,https://www.schooldigger.com/go/NJ/city/Sparta/search.aspx,7871,Sussex County,(973) 383-6700,9,12,Yes,No,(n/a),No,764,62,12.3,0.12,0.02,0.00,0.01,0.05,0.00,0.00,0.91,36
242,Wood-Ridge Junior/Senior High School,https://www.schooldigger.com/go/NJ/schools/1830000922/school.aspx,Wood-Ridge School District,https://www.schooldigger.com/go/NJ/district/18300/search.aspx,258 Hackensack St,Wood Ridge,https://www.schooldigger.com/go/NJ/city/Wood+Ridge/search.aspx,7075,Bergen County,(201) 933-6777,7,12,Yes,No,(n/a),No,583,46.9,12.4,0.23,0.05,0.00,0.06,0.27,0.00,0.01,0.62,35.8
243,Triton Regional High School,https://www.schooldigger.com/go/NJ/schools/0177001338/school.aspx,Black Horse Pike Regional School District,https://www.schooldigger.com/go/NJ/district/01770/search.aspx,250 Schubert Ave,Runnemede,https://www.schooldigger.com/go/NJ/city/Runnemede/search.aspx,8078,Camden County,(856) 939-4500,9,12,Yes,No,(n/a),No,1159,95.5,12.1,0.35,0.09,0.00,0.09,0.14,0.00,0.01,0.68,35.5
244,Plainfield Academy For The Arts & Advanced Studies,https://www.schooldigger.com/go/NJ/schools/1314003041/school.aspx,Plainfield Public School District,https://www.schooldigger.com/go/NJ/district/13140/search.aspx,1700 West Front St,Plainfield,https://www.schooldigger.com/go/NJ/city/Plainfield/search.aspx,7063,Union County,(908) 731-4421,7,12,No,No,(n/a),No,396,41.4,9.5,0.69,0.37,0.00,0.00,0.62,0.00,0.00,0.00,35.3
245,Roselle Park High School,https://www.schooldigger.com/go/NJ/schools/1431005664/school.aspx,Roselle Park Public School District,https://www.schooldigger.com/go/NJ/district/14310/search.aspx,185 W Webster Ave,Roselle Park,https://www.schooldigger.com/go/NJ/city/Roselle+Park/search.aspx,7204,Union County,(908) 241-4550,9,12,Yes,No,(n/a),No,587,51.4,11.4,0.40,0.08,0.00,0.07,0.53,0.00,0.00,0.31,35.1
246,Dwight Morrow High School/Academies@Englewood,https://www.schooldigger.com/go/NJ/schools/0474000388/school.aspx,Englewood Public School District,https://www.schooldigger.com/go/NJ/district/04740/search.aspx,274 Knickerbocker Rd,Englewood,https://www.schooldigger.com/go/NJ/city/Englewood/search.aspx,7631,Bergen County,(201) 862-6039,9,12,Yes,No,(n/a),No,1063,83.5,12.7,0.53,0.31,0.00,0.18,0.39,0.00,0.02,0.11,35
247,Colonia High School,https://www.schooldigger.com/go/NJ/schools/1812003668/school.aspx,Woodbridge Township School District,https://www.schooldigger.com/go/NJ/district/18120/search.aspx,East Street,Colonia,https://www.schooldigger.com/go/NJ/city/Colonia/search.aspx,7067,Middlesex County,(732) 726-7060,9,12,No,No,(n/a),No,1325,119,11.1,0.32,0.13,0.00,0.18,0.19,0.00,0.01,0.50,34.7
248,Howell High School,https://www.schooldigger.com/go/NJ/schools/0561003800/school.aspx,Freehold Regional High School District,https://www.schooldigger.com/go/NJ/district/05610/search.aspx,405 Squankum  Yellowbrook Road,Farmingdale,https://www.schooldigger.com/go/NJ/city/Farmingdale/search.aspx,7727,Monmouth County,(732) 919-2131,9,12,No,No,(n/a),No,2147,139.4,15.4,0.08,0.03,0.00,0.04,0.10,0.00,0.01,0.82,34.6
249,Wallkill Valley Regional High School,https://www.schooldigger.com/go/NJ/schools/1687005949/school.aspx,Wallkill Valley Regional High School,https://www.schooldigger.com/go/NJ/district/16870/search.aspx,10 Grumm Road,Hamburg,https://www.schooldigger.com/go/NJ/city/Hamburg/search.aspx,7419,Sussex County,(973) 827-4100,9,12,Yes,No,(n/a),No,604,56,10.7,0.18,0.04,0.00,0.03,0.12,0.00,0.01,0.81,34.2
250,Cedar Creek High School,https://www.schooldigger.com/go/NJ/schools/0606003115/school.aspx,Greater Egg Harbor Regional High School District,https://www.schooldigger.com/go/NJ/district/06060/search.aspx,1701 New York Ave.,Egg Harbor City,https://www.schooldigger.com/go/NJ/city/Egg+Harbor+City/search.aspx,8215,Atlantic County,(609) 593-3560,9,12,Yes,No,(n/a),No,930,73.4,12.6,0.39,0.14,0.00,0.03,0.20,0.00,0.02,0.63,34
251,Highland Regional High School,https://www.schooldigger.com/go/NJ/schools/0177001336/school.aspx,Black Horse Pike Regional School District,https://www.schooldigger.com/go/NJ/district/01770/search.aspx,450 Erial Road,Blackwood,https://www.schooldigger.com/go/NJ/city/Blackwood/search.aspx,8012,Camden County,(609) 227-4100,9,12,Yes,No,(n/a),No,1187,95,12.4,0.39,0.29,0.00,0.06,0.10,0.00,0.00,0.54,34
252,Weehawken High School,https://www.schooldigger.com/go/NJ/schools/1731002928/school.aspx,Weehawken Public School District,https://www.schooldigger.com/go/NJ/district/17310/search.aspx,53 Liberty Place,Weehawken,https://www.schooldigger.com/go/NJ/city/Weehawken/search.aspx,7086,Hudson County,(201) 422-6130,7,12,Yes,No,(n/a),No,569,44.5,12.7,0.35,0.06,0.00,0.07,0.55,0.00,0.00,0.32,33.8
253,Cliffside Park High School,https://www.schooldigger.com/go/NJ/schools/0327000304/school.aspx,Cliffside Park School District,https://www.schooldigger.com/go/NJ/district/03270/search.aspx,64 Riverview Avenue,Cliffside Park,https://www.schooldigger.com/go/NJ/city/Cliffside+Park/search.aspx,7010,Bergen County,(201) 313-2370,9,12,No,No,(n/a),No,1196,92.6,12.9,0.55,0.02,0.00,0.02,0.68,0.00,0.00,0.27,33.5
254,Palmyra High School,https://www.schooldigger.com/go/NJ/schools/1239001188/school.aspx,Palmyra Public School District,https://www.schooldigger.com/go/NJ/district/12390/search.aspx,5th & Weart Boulevard,Palmyra,https://www.schooldigger.com/go/NJ/city/Palmyra/search.aspx,8065,Burlington County,(856) 786-9400,9,12,Yes,No,(n/a),No,468,39.2,11.9,0.35,0.21,0.00,0.03,0.14,0.00,0.06,0.56,33.4
255,Passaic Arts and Science Charter School,https://www.schooldigger.com/go/NJ/schools/0074503137/school.aspx,Passaic Arts and Science Charter School,https://www.schooldigger.com/go/NJ/district/00745/search.aspx,7 St. Francis Way,Passaic,https://www.schooldigger.com/go/NJ/city/Passaic/search.aspx,7055,Passaic County,(201) 773-9140,KG,12,Yes,Yes,(n/a),No,1450,106,13.6,0.71,0.09,0.00,0.03,0.83,0.00,0.01,0.04,33.4
256,Camden County Technical School-GTC,https://www.schooldigger.com/go/NJ/schools/0267001414/school.aspx,Camden County Technical School District,https://www.schooldigger.com/go/NJ/district/02670/search.aspx,343 Berlin Cross Keys Road,Sicklerville,https://www.schooldigger.com/go/NJ/city/Sicklerville/search.aspx,8081,Camden County,(856) 767-7000,9,12,Yes,No,(n/a),No,1331,128.4,10.3,0.54,0.28,0.00,0.02,0.26,0.00,0.04,0.40,33.3
257,Delsea Regional High School,https://www.schooldigger.com/go/NJ/schools/1545002630/school.aspx,Delsea Regional High School District,https://www.schooldigger.com/go/NJ/district/15450/search.aspx,242 Fries Mill Rd,Franklinville,https://www.schooldigger.com/go/NJ/city/Franklinville/search.aspx,8322,Gloucester County,(856) 694-0100,9,12,Yes,No,(n/a),No,1047,67.5,15.5,0.20,0.12,0.00,0.01,0.07,0.00,0.03,0.77,33.3
258,Essex County West Caldwell Technical,https://www.schooldigger.com/go/NJ/schools/0480002080/school.aspx,Essex County Schools of Technology,https://www.schooldigger.com/go/NJ/district/04800/search.aspx,209 Franklin Street,Bloomfield,https://www.schooldigger.com/go/NJ/city/Bloomfield/search.aspx,7003,Essex County,(973) 412-2205,9,12,Yes,No,(n/a),No,306,25,12.2,0.51,0.45,0.00,0.00,0.52,0.00,0.00,0.02,33
