Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Sales
Not Specified,0.08,4.55,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Central,Minnesota,Fridley,55432,4/8/2015,4/9/2015,27.0273,39.17
Critical,0,4.37,5.15,Regular Air,Consumer,Office Supplies,Appliances,Small Box,West,California,Davis,95616,4/25/2015,4/27/2015,-150.2604,87.85
Critical,0.01,500.98,56,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,West,California,Davis,95616,4/25/2015,4/26/2015,4899.1288,7429.63
Critical,0.02,12.58,5.16,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,West,California,Davis,95616,4/25/2015,4/25/2015,44.712,224.29
Critical,0.1,7.7,3.68,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,West,California,Davis,95616,4/25/2015,4/26/2015,-22.626,51.2
Critical,0.01,500.98,56,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,East,New York,New York City,10165,4/25/2015,4/26/2015,4260.112,29718.53
Critical,0.1,7.7,3.68,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,East,New York,New York City,10165,4/25/2015,4/26/2015,-25.14,197.48
Low,0.04,8.6,6.19,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,South,Alabama,Opelika,36801,5/2/2015,5/4/2015,309.7116,46.85
Low,0.01,3.58,1.63,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,South,Alabama,Opelika,36801,5/2/2015,5/6/2015,-128.856,93.57
Low,0.08,105.49,41.64,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,South,Alabama,Opelika,36801,5/2/2015,5/9/2015,-36.946,2694.49
High,0.09,212.6,52.2,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,South,Alabama,Phenix City,36869,1/3/2015,1/4/2015,-274.498,174.5
Medium,0.07,1.76,4.86,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,South,Alabama,Phenix City,36869,1/17/2015,1/17/2015,0.588,26.01
Medium,0.04,510.14,14.7,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Michigan,Holland,49423,6/7/2015,6/9/2015,-251.4039,1527.97
Medium,0,4.76,3.01,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Central,Michigan,Holland,49423,6/7/2015,6/9/2015,-2.345,110.86
Critical,0.04,6.3,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Central,Michigan,Inkster,48141,6/9/2015,6/11/2015,67.6062,97.98
Medium,0.01,6.48,6.57,Express Air,Home Office,Office Supplies,Paper,Small Box,Central,Wisconsin,Manitowoc,54220,2/28/2015,2/28/2015,-46.5244,127.83
Not Specified,0.02,22.72,8.99,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Central,Wisconsin,Manitowoc,54220,6/26/2015,6/26/2015,200.0172,289.88
Low,0.02,419.19,19.99,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,South,Georgia,Athens,30605,4/17/2015,4/17/2015,-39.606,4354.55
Low,0.01,85.99,0.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,South,Georgia,Athens,30605,3/12/2015,3/17/2015,311.73,146.17
Low,0.05,5.74,5.3,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,East,New Hampshire,Merrimack,3054,3/21/2015,3/26/2015,-50.75,42.02
Critical,0.07,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,East,New Jersey,Hackensack,7601,4/5/2015,4/6/2015,2225.07612,3705.14
Critical,0.01,297.48,18.06,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,East,New Jersey,Iselin,8830,4/5/2015,4/6/2015,-338.180832,945.36
High,0.09,5.4,7.78,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Davis,95616,5/16/2015,5/17/2015,-136.252,49.24
Low,0.02,50.98,13.66,Express Air,Corporate,Office Supplies,Appliances,Small Box,East,New Jersey,Fords,8863,1/24/2015,1/24/2015,-25.76,68.45
Critical,0,2.6,2.4,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Michigan,Portage,49002,3/11/2015,3/13/2015,-45.21,44.75
Not Specified,0.1,3.25,49,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Central,South Dakota,Aberdeen,57401,6/27/2015,6/28/2015,-286.245,40.69
Medium,0.1,7.64,1.39,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,East,New York,New York City,10004,1/17/2015,1/19/2015,16.12,130.11
Medium,0,125.99,2.5,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,East,New York,New York City,10004,1/17/2015,1/19/2015,-815.9008,337.34
Medium,0.1,11.55,2.36,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New York,New York City,10004,1/17/2015,1/18/2015,15.808,280.43
High,0.05,4.84,0.71,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New York,New York City,10004,3/23/2015,3/23/2015,29.17,103.39
High,0.01,14.98,7.69,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,East,New York,New York City,10004,3/23/2015,3/25/2015,-48.97,435.39
Critical,0.1,20.27,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,East,New York,New York City,10004,3/23/2015,3/24/2015,84.05,1051.52
High,0.05,4.84,0.71,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,South Dakota,Sioux Falls,57103,3/23/2015,3/23/2015,17.8365,25.85
Not Specified,0.1,30.98,8.99,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Central,South Dakota,Sioux Falls,57103,2/9/2015,2/11/2015,-20.2228,119.37
Critical,0.1,20.27,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,South,Tennessee,Bartlett,38134,3/23/2015,3/24/2015,381.618,257.92
High,0.03,40.97,8.99,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,South,Tennessee,Brentwood,37027,3/19/2015,3/20/2015,-177.058,207.22
High,0.1,41.94,2.99,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Menlo Park,94025,2/7/2015,2/8/2015,164.082,237.8
Medium,0.02,30.53,19.99,Express Air,Corporate,Office Supplies,Labels,Small Box,Central,Oklahoma,Moore,73160,1/17/2015,1/19/2015,-54.63,448.47
Critical,0.01,194.3,11.54,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Central,Oklahoma,Norman,73071,1/5/2015,1/7/2015,690.1794,1000.26
Critical,0.02,209.84,21.21,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Central,Oklahoma,Norman,73071,1/5/2015,1/6/2015,1507.6431,2184.99
Critical,0,145.45,17.85,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Central,Oklahoma,Norman,73071,1/5/2015,1/7/2015,801.7468,1191.2
High,0.07,65.99,5.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Central,Oklahoma,Norman,73071,1/7/2015,1/8/2015,-139.18256,165.71
Low,0.05,100.97,7.18,Express Air,Consumer,Technology,Computer Peripherals,Small Box,West,Idaho,Boise,83704,6/8/2015,6/8/2015,881.4681,1277.49
Not Specified,0.05,4.98,0.49,Regular Air,Consumer,Office Supplies,Labels,Small Box,West,New Mexico,Roswell,88201,3/19/2015,3/19/2015,3.84,14.2
Low,0.1,10.98,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,West,California,Bakersfield,93309,3/17/2015,3/24/2015,-21.03,52.21
Low,0.01,39.98,9.2,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,West,California,Bakersfield,93309,3/17/2015,3/19/2015,117.5208,170.32
High,0.01,39.98,4,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,East,Maryland,Edgewood,21040,6/11/2015,6/12/2015,-30.808,203.29
Critical,0.05,35.99,5.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,East,Pennsylvania,Baldwin,15234,5/4/2015,5/5/2015,524.3172,759.88
Medium,0.06,47.9,5.86,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,California,Bakersfield,93309,5/25/2015,5/27/2015,21.78,94.2
Not Specified,0.05,4.98,4.62,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Central,Kansas,Derby,67037,2/22/2015,2/23/2015,-98.35,34.32
Not Specified,0.02,34.23,5.02,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Central,Kansas,Derby,67037,2/22/2015,2/24/2015,270.7905,392.45
Medium,0.09,89.99,42,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,South,Georgia,Atlanta,30318,4/18/2015,4/18/2015,223.416,511.25
Critical,0.07,2.94,0.81,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Georgia,Atlanta,30318,4/8/2015,4/9/2015,-93.9274,29.88
Critical,0.01,138.14,35,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,East,Maine,Gorham,4038,2/24/2015,2/26/2015,-321.51,599.03
High,0.04,90.24,0.99,Regular Air,Home Office,Office Supplies,Appliances,Small Box,East,Ohio,Lakewood,44107,4/2/2015,4/4/2015,246.2748,356.92
High,0.09,47.9,5.86,Express Air,Home Office,Office Supplies,Paper,Small Box,East,Ohio,Lakewood,44107,4/2/2015,4/4/2015,93.9504,136.16
High,0.04,10.4,5.4,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Central,South Dakota,Rapid City,57701,3/28/2015,3/29/2015,29.98,130.74
High,0.08,4.28,4.79,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,South Dakota,Rapid City,57701,3/28/2015,3/30/2015,-121.2,49.87
Not Specified,0.06,3.93,0.99,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Central,South Dakota,Rapid City,57701,4/21/2015,4/23/2015,10.7824,24.18
High,0.05,165.2,19.99,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,West,California,Los Angeles,90049,5/29/2015,5/29/2015,2008.71,27587.55
High,0.09,17.99,8.65,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Box,West,California,Los Angeles,90049,5/29/2015,5/29/2015,-80.53,1191.58
High,0.05,165.2,19.99,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,South,Tennessee,Brentwood,37027,5/29/2015,5/29/2015,-48.958,6938.19
Critical,0.03,41.32,58.66,Express Air,Small Business,Furniture,Office Furnishings,Medium Box,South,Virginia,Winchester,22601,6/16/2015,6/17/2015,-32.816,419.27
Critical,0,6.88,2,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,South,Virginia,Winchester,22601,6/16/2015,6/16/2015,-15.61,36
Low,0.09,8.74,1.39,Express Air,Small Business,Office Supplies,Envelopes,Small Box,South,Florida,Port Charlotte,33952,2/15/2015,2/20/2015,23.616,11.78
Low,0.09,18.97,9.03,Regular Air,Small Business,Office Supplies,Paper,Small Box,South,Florida,Port Charlotte,33952,2/15/2015,2/20/2015,-1748.012,20.96
Low,0.07,4.97,5.71,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,South,Florida,Port Charlotte,33952,4/10/2015,4/15/2015,-180.152,26.66
Low,0.09,2.62,0.8,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,South,Florida,Port Charlotte,33952,4/10/2015,4/12/2015,8.388,29.55
Low,0.03,65.99,8.8,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,South,Florida,Port Charlotte,33952,4/10/2015,4/10/2015,9.9399,1237.4
High,0,7.38,11.51,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,New York,Plainview,11803,4/4/2015,4/5/2015,-66.171,17.64
Critical,0.09,3.75,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,East,New Jersey,Clifton,7011,5/4/2015,5/6/2015,51.2187,74.23
Critical,0.01,30.98,9.18,Regular Air,Home Office,Office Supplies,Paper,Small Box,East,Vermont,Bennington,5201,5/4/2015,5/4/2015,380.468,627.19
Critical,0.05,107.53,5.81,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,South,Alabama,Tuscaloosa,35401,3/5/2015,3/6/2015,-89.418,612.92
Critical,0.04,1.74,4.08,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,South,Alabama,Vestavia Hills,35216,2/23/2015,2/25/2015,9.252,29.08
Critical,0.01,119.99,56.14,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,South,Alabama,Vestavia Hills,35216,2/23/2015,2/24/2015,-1197.042,2569.57
Critical,0.06,4.98,4.95,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Arizona,Bullhead City,86442,5/22/2015,5/24/2015,-103.224,78.99
Not Specified,0.04,70.98,26.74,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,West,Arizona,Bullhead City,86442,4/8/2015,4/10/2015,-84.6288,1345.33
Critical,0.06,3.6,2.2,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,South,Florida,Pensacola,32503,4/30/2015,5/2/2015,2755.6422,15.19
Low,0.03,13.48,4.51,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,South,Florida,Pensacola,32503,4/30/2015,5/4/2015,-256.018,59.49
Medium,0.07,60.97,4.5,Regular Air,Consumer,Office Supplies,Appliances,Small Box,East,Maryland,Ellicott City,21042,5/28/2015,5/30/2015,-41.77,57.84
Medium,0,90.98,56.2,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,East,Maryland,Ellicott City,21042,5/28/2015,5/30/2015,-1014.11,1425.71
Critical,0.07,2.88,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Central,Michigan,Kalamazoo,49001,6/21/2015,6/24/2015,17.4294,25.26
Critical,0.03,348.21,40.19,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Central,Michigan,Kalamazoo,49001,6/21/2015,6/22/2015,-178.8696,736.16
Low,0.01,29.89,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Central,Michigan,Lansing,48911,1/12/2015,1/16/2015,-74.64,31.96
Critical,0.1,6.74,1.72,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Central,Illinois,Lansing,60438,3/1/2015,3/3/2015,65.41,98.17
Critical,0,40.48,19.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,South,Georgia,Dalton,30721,6/16/2015,6/17/2015,-25.634,264.95
Critical,0.06,4.98,7.44,Regular Air,Home Office,Office Supplies,Paper,Small Box,South,Tennessee,Chattanooga,37421,5/1/2015,5/2/2015,-37.562,53.21
Critical,0.01,6.48,7.37,Regular Air,Home Office,Office Supplies,Paper,Small Box,South,Tennessee,Chattanooga,37421,5/1/2015,5/3/2015,-449.694,122.8
Not Specified,0.05,28.15,6.17,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,South,Tennessee,Clarksville,37042,1/17/2015,1/18/2015,-66.248,282.38
Low,0.08,230.98,23.78,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,West,Washington,Bellingham,98226,3/6/2015,3/10/2015,501.69,924.8
Not Specified,0.05,100.98,7.18,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,East,Vermont,Rutland,5701,4/22/2015,4/24/2015,566.6073,821.17
Medium,0.03,15.31,8.78,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,East,Vermont,Rutland,5701,6/1/2015,6/2/2015,-57.56,194.08
Critical,0.02,33.98,1.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,East,Vermont,South Burlington,5403,4/13/2015,4/15/2015,164.0613,237.77
Low,0.01,35.99,5.99,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,West,Idaho,Caldwell,83605,3/12/2015,3/19/2015,218.2332,316.28
Medium,0.01,220.98,64.66,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,West,Arizona,Chandler,85224,3/18/2015,3/19/2015,1049.03,2591.09
Medium,0.08,9.98,12.52,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,East,New York,New York City,10115,2/5/2015,2/7/2015,-102.93,150.24
Medium,0.01,220.98,64.66,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,East,New York,New York City,10115,3/18/2015,3/19/2015,1049.03,10364.36
Critical,0.02,161.55,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,South,Virginia,Waynesboro,22980,3/8/2015,3/8/2015,664.518,657.61
Medium,0.08,22.01,5.53,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,East,Connecticut,Waterbury,6708,4/22/2015,4/24/2015,105.7,241.97
Medium,0.02,29.74,6.64,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,East,New Jersey,Hackensack,7601,4/22/2015,4/22/2015,-21.06,120.81
Low,0.03,5.85,2.27,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New Jersey,Lindenwold,8021,5/28/2015,5/30/2015,-5.08,41.4
Critical,0.02,11.55,2.36,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Georgia,Dunwoody,30338,3/8/2015,3/10/2015,1289.382,159.53
High,0.07,177.98,0.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,South,Georgia,East Point,30344,6/13/2015,6/13/2015,-191.548,536.29
Not Specified,0.1,5.18,5.74,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Dublin,94568,3/26/2015,3/28/2015,-29.003,10.96
Low,0.07,574.74,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,Central,Illinois,Franklin Park,60131,1/30/2015,2/4/2015,2860.9332,4146.28
Critical,0.03,350.98,30,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,East,Maryland,Gaithersburg,20877,1/12/2015,1/15/2015,2692.4421,3902.09
Critical,0.04,1.68,1,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Maryland,Gaithersburg,20877,1/12/2015,1/14/2015,2.0672,14.18
High,0.05,205.99,8.99,Express Air,Consumer,Technology,Telephones and Communication,Small Box,South,North Carolina,Wilmington,28403,2/11/2015,2/12/2015,111.0525,2118.99
High,0.08,205.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,South,North Carolina,Wilmington,28403,2/11/2015,2/12/2015,-1963.752,837.64
Critical,0.01,35.99,5.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,South,North Carolina,Wilson,27893,6/11/2015,6/12/2015,-60.704,345.07
Low,0.09,2.16,6.05,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,West,Oregon,Woodburn,97071,1/31/2015,2/4/2015,-37.789,5.48
Low,0.03,808.49,55.3,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,7576.11,8201.33
Low,0,6.48,8.19,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,-43.26,22.67
Not Specified,0.01,47.98,3.61,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,South,Louisiana,Metairie,70003,3/12/2015,3/13/2015,-44.436,393.98
Critical,0.09,2.88,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Michigan,Madison Heights,48071,1/15/2015,1/15/2015,4.85,19.29
Medium,0.06,2.61,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Central,Iowa,Marshalltown,50158,3/20/2015,3/22/2015,3.5949,5.21
High,0.07,4.76,0.88,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Central,Iowa,Marshalltown,50158,6/7/2015,6/7/2015,15.8148,22.92
Low,0.04,3.57,4.17,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Central,Iowa,Mason City,50401,1/26/2015,1/28/2015,-69.91,30.9
Low,0.05,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Iowa,Mason City,50401,1/26/2015,1/30/2015,1630.5252,2363.08
Low,0.07,195.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Iowa,Mason City,50401,1/26/2015,1/26/2015,-457.16,328.45
Medium,0.02,30.44,1.49,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Iowa,Sioux City,51106,1/21/2015,1/23/2015,266.7609,386.61
Medium,0,5.02,5.14,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,East,Pennsylvania,Pittsburgh,15122,1/10/2015,1/11/2015,-159.3028,43.94
Medium,0.02,4.91,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,East,Pennsylvania,Pittsburgh,15122,1/21/2015,1/22/2015,29.8839,43.31
Low,0,17.52,8.17,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,West,Arizona,Chandler,85224,6/28/2015,7/3/2015,52.764,284.34
Medium,0.07,500.98,28.14,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,West,California,East Los Angeles,90022,2/5/2015,2/6/2015,2699.9838,3913.02
Medium,0.1,178.47,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,West,California,East Los Angeles,90022,2/5/2015,2/7/2015,-170.98,180.14
Medium,0.07,30.56,2.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,Tennessee,Cleveland,37311,2/7/2015,2/7/2015,-95.6186,364.92
High,0.05,4.71,0.7,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,East,Ohio,Newark,43055,6/1/2015,6/2/2015,-2.376,12.16
High,0.04,55.99,1.25,Express Air,Corporate,Technology,Telephones and Communication,Small Pack,East,Ohio,Newark,43055,6/1/2015,6/2/2015,-18.3216,147.56
Low,0.08,6.48,2.74,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Central,Missouri,Oakville,63129,5/10/2015,5/12/2015,-82.64,113.68
Not Specified,0.1,22.01,5.53,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Central,Missouri,Oakville,63129,1/14/2015,1/15/2015,31.59,281.75
Low,0.02,21.98,2.87,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,West,Nevada,North Las Vegas,89031,4/30/2015,5/2/2015,165.6345,240.05
Low,0.02,27.48,4,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,West,Idaho,Boise,83701,5/20/2015,5/27/2015,19.308,87.21
Low,0.08,10.06,2.06,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,West,Idaho,Boise,83701,5/20/2015,5/24/2015,0.33,40.15
High,0.05,11.29,5.03,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,West,California,El Centro,92243,2/19/2015,2/21/2015,-35.26,90.46
Medium,0.07,39.48,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,West,California,El Centro,92243,6/1/2015,6/2/2015,322.2507,467.03
Not Specified,0.03,140.98,36.09,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Central,Minnesota,Inver Grove Heights,55076,3/25/2015,3/27/2015,-221.5,608.81
Not Specified,0.08,65.99,8.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Central,Minnesota,Inver Grove Heights,55076,3/25/2015,3/26/2015,206.352,808.61
High,0.07,51.98,10.17,Regular Air,Home Office,Technology,Office Machines,Medium Box,Central,Oklahoma,Tulsa,74133,3/8/2015,3/10/2015,439.7853,637.37
High,0.1,80.97,33.6,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Oklahoma,Tulsa,74133,3/8/2015,3/11/2015,-149.4573,232.16
High,0,21.98,2.87,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,South,Florida,North Miami,33161,3/19/2015,3/20/2015,21.096,360.03
Medium,0.05,15.68,3.73,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,South,Florida,North Miami,33161,6/11/2015,6/13/2015,1166.628,260.01
Medium,0,14.98,8.99,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,South,Florida,North Miami,33161,6/11/2015,6/12/2015,-40.6042,273.79
Medium,0.02,38.76,13.26,Regular Air,Corporate,Office Supplies,Paper,Small Box,South,Florida,North Miami,33161,6/11/2015,6/12/2015,-294.084,44.62
Not Specified,0.04,90.48,19.99,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,South,Tennessee,Collierville,38017,4/9/2015,4/11/2015,55.5552,268.64
Not Specified,0.02,9.77,6.02,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,South,Tennessee,Collierville,38017,4/9/2015,4/10/2015,-535.332,87.68
Not Specified,0.09,34.99,7.73,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,South,Tennessee,Collierville,38017,4/9/2015,4/11/2015,-208.7204,37.62
Medium,0,49.99,19.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,South,Tennessee,Columbia,38401,6/6/2015,6/8/2015,38.886,832.97
Low,0.05,115.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Central,Texas,Odessa,79762,4/9/2015,4/13/2015,719.3526,1042.54
Medium,0.08,7.84,4.71,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Washington,Des Moines,98198,1/21/2015,1/22/2015,-12.87678,76.16
Medium,0.03,105.34,24.49,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,West,Washington,Des Moines,98198,1/21/2015,1/22/2015,618.1308,1038.14
Low,0.09,6783.02,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,West,Washington,Des Moines,98198,3/10/2015,3/14/2015,-14140.7016,6296
Medium,0.06,2.94,0.96,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Florida,Fruit Cove,32259,5/17/2015,5/18/2015,-8.876,8.79
Low,0.04,67.28,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,Florida,Fruit Cove,32259,5/23/2015,5/28/2015,14.754,2051.68
Low,0.1,130.98,54.74,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,South,Florida,Fruit Cove,32259,5/23/2015,5/23/2015,669.612,5295.03
Low,0.04,2.78,1.25,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Florida,Fruit Cove,32259,5/23/2015,5/23/2015,213,80.27
Not Specified,0.03,142.86,19.99,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,South,Florida,Gainesville,32601,4/1/2015,4/3/2015,-8.3881,3292.02
Medium,0.05,20.99,4.81,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,Central,Kansas,Hays,67601,2/28/2015,2/28/2015,4.90176,199.43
High,0,12.22,2.85,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Central,Nebraska,La Vista,68128,4/11/2015,4/12/2015,76.3899,110.71
Critical,0.01,13.79,8.78,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Central,Texas,Paris,75460,2/23/2015,2/25/2015,-36.77,56.68
Critical,0.04,33.29,8.74,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Central,Texas,Paris,75460,2/23/2015,2/24/2015,87.03,273.34
High,0.01,125.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,East,District of Columbia,Washington,20016,4/17/2015,4/18/2015,-582.648,226.88
