Monthly Hours,Department,Salary,Number_of_Projects,Tenure,Filed Complaint,Recently_Promoted,Last_Evaluation,Employee_Satisfaction,Status
221,Engineering,Low,5,2,0,0,0.61,0.66,Employed
239,Sales,Medium,4,3,0,0,0.77,0.78,Employed
264,Product,Medium,4,6,0,0,1,0.96,Left
240,Sales,Medium,3,2,0,0,0.93,0.51,Employed
172,Engineering,Medium,5,5,1,0,0.74,0.87,Employed
308,It,Medium,7,4,0,0,0.9,0.09,Left
103,Product,Low,5,5,0,0,0.88,0.65,Employed
264,It,Medium,4,3,0,0,,0.93,Employed
204,Product,Low,3,2,0,0,0.73,0.54,Employed
263,Engineering,Medium,5,5,0,0,0.95,0.79,Left
261,Engineering,Medium,5,5,1,0,1,0.91,Left
232,It,Medium,3,4,0,0,0.84,0.63,Employed
260,Sales,Low,7,4,0,0,0.8,0.14,Left
140,Support,Medium,4,2,0,0,0.92,0.52,Employed
249,Support,Medium,5,2,0,0,0.74,0.65,Employed
251,Engineering,Low,3,2,0,0,0.85,0.5,Employed
137,Marketing,Medium,2,3,0,0,0.55,0.45,Left
157,Finance,Medium,4,2,0,0,0.48,0.73,Employed
275,Engineering,Low,3,3,0,0,0.64,0.72,Employed
192,Sales,Medium,3,3,0,0,0.95,0.54,Employed
190,Engineering,Low,4,2,0,0,0.6,0.39,Employed
167,Sales,Low,3,3,0,0,0.69,0.95,Employed
149,Support,Low,2,3,0,0,0.56,0.35,Left
232,,Low,2,3,1,0,0.38,0.27,Employed
209,Marketing,Low,4,6,0,0,0.69,0.94,Employed
201,Support,Low,5,6,0,0,0.99,0.14,Employed
147,Support,Medium,4,3,0,0,0.92,0.54,Employed
276,Support,Low,3,4,0,0,0.46,0.94,Employed
202,,High,3,2,0,0,0.62,0.96,Employed
157,,Medium,4,2,0,0,0.67,0.83,Employed
200,Sales,Low,5,8,1,0,0.58,0.76,Employed
261,Engineering,Low,3,3,0,0,0.89,0.99,Employed
310,,Medium,7,4,0,0,0.77,0.07,Left
227,Management,Medium,3,4,0,0,0.49,0.76,Employed
160,It,Low,4,2,0,0,,0.58,Employed
162,Engineering,Medium,4,2,0,0,0.67,0.88,Employed
141,Finance,Low,3,3,0,0,0.8,0.62,Employed
269,Support,Medium,3,8,0,0,0.94,0.63,Employed
176,Engineering,Low,2,3,0,0,0.8,0.53,Employed
185,Sales,Low,4,3,0,0,,0.54,Employed
267,Sales,Medium,7,4,0,0,0.93,0.15,Left
260,,Low,4,3,0,0,0.94,0.17,Employed
238,,Medium,4,2,0,0,0.88,0.49,Employed
155,Marketing,Medium,4,2,0,0,0.94,0.85,Employed
184,It,Low,5,3,0,0,0.68,0.55,Employed
281,Sales,Medium,4,7,0,0,0.57,0.29,Employed
272,Sales,Low,3,4,0,0,0.57,0.14,Employed
260,Sales,Low,6,5,0,0,0.94,0.08,Left
200,Admin,Medium,3,2,0,0,0.88,0.67,Employed
145,It,Low,4,6,0,0,0.71,0.59,Employed
228,Support,Medium,4,5,0,0,1,0.91,Left
272,Sales,Medium,7,4,0,0,0.92,0.11,Left
243,Support,Low,3,4,0,0,0.59,0.86,Employed
209,Support,Medium,4,2,0,0,,0.85,Employed
190,Sales,Medium,4,2,0,0,0.79,0.65,Employed
154,Support,Medium,2,3,1,0,0.5,0.41,Left
205,Support,Low,4,5,0,0,0.87,0.54,Employed
197,Sales,Low,4,3,0,0,0.61,0.54,Employed
154,It,Low,3,3,0,0,0.58,0.81,Employed
256,Support,Medium,5,5,0,0,0.9,0.76,Left
174,Sales,Low,3,3,0,0,1,0.78,Employed
220,It,Medium,5,3,0,0,0.74,0.96,Employed
268,Sales,Medium,4,3,0,0,0.6,0.84,Employed
180,Engineering,Medium,3,4,0,0,0.56,0.5,Left
232,Marketing,Medium,5,3,0,0,0.51,0.84,Employed
228,Support,Low,5,5,1,0,0.84,0.93,Left
227,Sales,Low,4,2,1,0,0.77,0.83,Employed
254,Product,Low,3,2,0,0,0.51,0.48,Employed
206,Sales,Medium,3,3,0,0,0.71,0.58,Employed
194,Engineering,Medium,3,3,0,0,,0.97,Employed
135,Engineering,Low,3,3,0,0,0.78,0.8,Employed
150,Support,High,5,2,0,0,0.89,0.87,Employed
281,,Medium,4,6,0,0,0.51,0.57,Left
152,Sales,Medium,4,5,0,0,0.95,0.62,Employed
227,Sales,Medium,3,3,0,0,0.48,0.47,Employed
265,Admin,Low,7,4,0,0,0.78,0.14,Left
248,Sales,Low,5,5,0,0,0.87,0.88,Left
148,Management,High,2,2,1,1,0.37,0.45,Employed
153,Engineering,Low,3,2,0,0,,0.7,Employed
157,Engineering,Low,2,3,0,0,,0.38,Left
137,Engineering,Medium,2,3,0,0,0.47,0.44,Left
143,,Medium,2,3,0,0,0.49,0.4,Left
148,,Low,2,3,0,0,0.42,0.36,Left
147,Marketing,Low,2,3,0,0,0.53,0.33,Left
258,Engineering,Low,7,4,0,0,0.9,0.08,Left
175,It,Medium,4,3,1,0,0.71,0.67,Employed
266,Sales,Low,6,4,0,0,0.87,0.11,Left
198,Support,Low,3,3,0,0,0.59,0.95,Employed
271,Sales,Low,4,3,0,0,0.65,0.64,Employed
187,Admin,Medium,2,6,0,0,0.74,0.76,Employed
188,Sales,Low,4,3,0,0,0.56,0.99,Employed
201,Engineering,Low,3,2,0,0,0.9,0.57,Employed
143,Sales,Low,2,3,1,0,0.51,0.42,Left
168,,Low,3,3,0,0,0.36,0.35,Employed
284,Engineering,Low,2,2,0,0,0.49,0.32,Employed
249,Sales,Low,3,2,0,0,0.77,0.94,Employed
242,Support,Medium,4,3,0,0,0.53,0.82,Employed
141,Product,Medium,4,3,1,0,0.96,0.82,Employed
144,Management,Medium,4,8,0,0,0.92,0.54,Employed
304,Engineering,Low,6,4,0,0,0.84,0.08,Left
191,Support,Low,4,3,1,0,0.85,0.68,Employed
236,Sales,Medium,5,2,0,0,,0.58,Left
203,It,Low,5,3,0,0,0.56,0.74,Employed
192,Support,Medium,4,3,1,0,,0.67,Employed
230,Product,Medium,4,3,0,0,0.64,0.45,Employed
274,Sales,Low,4,5,0,0,0.9,0.81,Left
266,Engineering,Low,4,3,0,0,,0.76,Employed
147,Engineering,Medium,4,2,0,0,,0.87,Employed
210,Sales,Medium,6,5,0,0,0.76,0.18,Employed
228,Support,Low,5,5,0,0,1,0.84,Left
164,Admin,Medium,2,2,0,0,0.69,0.67,Employed
151,Engineering,Medium,4,3,1,0,0.49,0.83,Employed
157,Sales,Low,2,3,0,0,0.59,0.47,Left
136,Engineering,Medium,2,3,0,0,0.58,0.44,Left
246,It,High,6,5,0,0,0.93,0.24,Employed
190,Marketing,Medium,4,3,0,0,0.91,0.71,Employed
248,Sales,Medium,3,3,1,0,1,0.81,Employed
177,Support,Medium,5,6,0,0,0.41,0.75,Employed
169,Sales,Low,5,4,0,0,0.75,0.92,Employed
214,,Medium,4,5,0,0,0.59,0.7,Employed
225,Management,Low,5,3,0,0,0.86,0.73,Employed
262,Support,Low,4,6,0,0,0.91,0.97,Left
137,Engineering,Medium,4,3,0,0,0.96,0.6,Employed
115,Marketing,High,5,6,1,0,0.4,0.12,Employed
198,,Low,5,3,0,0,0.47,0.77,Employed
150,Finance,High,4,3,0,0,0.87,0.9,Employed
178,Sales,Medium,3,4,0,0,0.89,0.88,Employed
266,Sales,Low,6,4,0,0,0.82,0.16,Left
122,,Low,3,4,0,0,0.99,0.88,Employed
160,,Low,3,3,0,0,0.96,0.86,Employed
149,Sales,Low,5,3,0,0,0.58,0.29,Employed
223,Support,Medium,4,3,0,0,0.63,0.76,Employed
182,It,Low,5,3,0,0,0.91,0.8,Employed
220,Support,Low,4,3,1,0,0.53,0.82,Employed
206,Marketing,Medium,3,2,0,0,0.52,0.64,Employed
258,Sales,Medium,3,5,0,0,0.42,0.16,Employed
217,Admin,Medium,4,4,0,0,0.78,0.16,Employed
233,Engineering,Low,5,2,0,0,0.69,0.79,Employed
270,Product,Low,3,3,0,0,0.73,0.41,Employed
213,It,Medium,4,3,0,0,0.83,0.98,Employed
136,It,Low,4,7,0,0,0.51,0.88,Employed
153,Engineering,Low,3,4,0,0,0.81,0.67,Employed
182,Sales,Medium,3,3,0,0,0.7,0.58,Employed
232,Support,Low,4,2,0,0,0.88,0.25,Employed
98,Temp,Medium,2,,0,0,,,Employed
255,Marketing,Low,5,5,0,0,0.97,0.73,Left
145,,Medium,5,6,0,0,0.9,0.81,Employed
230,Marketing,Low,5,3,1,0,0.57,0.76,Employed
119,Marketing,Low,3,2,1,0,0.68,1,Employed
259,Support,Medium,4,5,0,0,0.52,0.82,Employed
214,Engineering,High,4,3,0,0,0.78,0.81,Employed
252,Management,Medium,4,3,0,0,0.88,0.71,Employed
211,Finance,Medium,4,8,0,0,0.94,0.78,Employed
134,Support,Low,2,3,0,0,0.57,0.41,Left
243,Information_Technology,Medium,4,2,0,0,0.55,0.55,Employed
201,Marketing,Medium,3,4,0,0,0.98,0.68,Employed
156,Sales,Low,5,4,0,0,0.92,0.22,Employed
289,,High,6,4,0,0,0.81,0.04,Left
254,It,Medium,5,2,0,0,,0.65,Employed
248,Support,Low,6,3,0,0,0.91,0.2,Employed
228,Marketing,Medium,4,3,0,0,0.98,0.68,Employed
135,Engineering,Low,3,2,0,0,0.84,0.93,Employed
245,Marketing,Medium,3,4,0,0,0.67,0.53,Employed
219,Sales,Low,2,4,0,0,0.55,0.47,Employed
191,It,Low,4,3,0,0,0.57,1,Employed
247,,Low,2,4,0,0,0.77,0.81,Employed
243,Engineering,Low,6,6,1,0,0.75,0.2,Employed
228,Support,Medium,3,2,0,0,0.97,0.71,Employed
152,Engineering,Low,3,6,0,0,0.62,0.87,Employed
175,Engineering,Medium,5,3,0,0,0.56,0.5,Employed
269,It,Medium,4,2,0,0,0.49,0.89,Employed
233,Engineering,High,5,3,0,0,,0.7,Employed
153,Engineering,Low,3,3,0,0,0.53,0.67,Employed
103,Temp,Low,1,,0,0,,,Employed
148,,Low,4,3,1,0,0.58,0.5,Employed
260,Management,Low,3,2,0,0,0.88,0.7,Employed
261,Sales,Low,4,5,0,0,0.97,0.89,Left
211,Engineering,Medium,5,2,0,0,0.75,0.75,Employed
256,Sales,Medium,3,2,1,0,0.63,0.29,Employed
192,,Medium,4,3,0,0,,0.65,Employed
255,Management,Low,6,4,0,0,0.8,0.11,Left
173,Sales,Medium,4,3,0,0,0.66,0.52,Employed
242,Sales,Medium,4,3,0,0,0.69,0.6,Employed
263,It,Low,6,4,0,0,0.94,0.14,Left
160,Support,Medium,5,3,0,0,,1,Employed
118,Product,High,2,2,0,0,0.35,0.5,Employed
250,Sales,Medium,5,4,0,1,0.77,0.81,Employed
227,Support,Low,4,2,0,0,0.74,0.74,Employed
262,It,Medium,3,3,0,0,0.79,0.8,Employed
222,Management,Low,3,3,1,1,1,0.54,Employed
170,Sales,Low,3,2,0,0,0.76,0.88,Employed
135,Sales,Low,2,3,0,0,0.53,0.45,Left
226,Sales,Medium,3,3,0,0,0.65,0.55,Employed
149,Marketing,Low,2,3,0,0,0.54,0.47,Left
180,Marketing,Medium,3,5,1,0,0.41,0.6,Employed
151,Management,Low,2,3,0,0,0.56,0.45,Left
265,Sales,Low,6,4,0,0,0.75,0.16,Left
131,It,Low,2,3,0,0,,0.46,Left
307,Product,High,6,4,0,0,0.89,0.16,Left
109,It,Low,2,3,0,0,0.48,0.42,Employed
222,Finance,Low,5,6,0,0,0.97,0.73,Left
236,,Low,5,5,0,0,0.99,0.89,Left
269,Sales,Medium,7,5,0,0,0.98,0.16,Left
231,Product,Low,3,2,1,0,0.66,0.66,Employed
239,Marketing,Medium,4,3,0,0,1,0.72,Employed
191,Support,Low,5,3,0,0,0.64,0.91,Employed
233,Sales,Medium,4,7,0,0,0.66,0.45,Employed
257,It,Medium,3,2,0,0,0.62,0.52,Employed
238,It,Low,3,3,0,0,0.56,0.92,Employed
115,Finance,Low,3,3,0,0,0.51,0.5,Employed
134,Management,Medium,4,10,1,0,0.81,0.78,Employed
257,Engineering,Medium,3,5,1,0,0.87,0.25,Employed
161,It,Low,2,3,0,0,0.46,0.42,Left
217,Management,Low,4,2,0,0,0.95,0.95,Employed
233,It,Low,4,5,0,0,1,0.7,Left
268,Support,Medium,3,3,0,0,0.55,0.85,Employed
213,Sales,Low,4,3,1,0,0.81,0.97,Employed
182,Product,Medium,5,3,0,0,0.55,0.91,Employed
181,Engineering,Low,4,5,0,0,0.47,0.67,Employed
147,Engineering,Medium,2,2,0,0,0.72,0.76,Employed
150,Management,High,4,3,0,1,0.64,0.77,Employed
207,Sales,Low,4,3,0,0,0.59,0.69,Employed
241,Product,Low,3,3,0,0,0.57,0.95,Employed
261,Sales,Medium,5,8,0,0,0.61,0.18,Employed
126,Engineering,Medium,6,3,0,0,0.62,0.61,Employed
229,Sales,Low,3,3,0,0,0.58,0.95,Employed
244,Admin,Medium,4,4,0,0,0.74,0.62,Employed
206,Engineering,Medium,4,3,0,0,0.56,0.88,Employed
260,Engineering,Medium,5,4,0,0,0.68,0.97,Employed
262,Sales,Low,5,6,0,0,0.85,0.88,Left
149,Engineering,Medium,4,3,0,0,,0.37,Employed
247,Management,Medium,4,2,0,0,0.95,0.58,Employed
146,Engineering,Medium,3,2,0,0,0.47,0.55,Employed
190,Engineering,Medium,2,2,0,0,0.75,0.74,Employed
202,Sales,Medium,5,2,0,0,0.45,1,Employed
156,Management,Medium,3,8,0,0,0.71,0.78,Employed
238,Management,High,5,3,0,0,0.81,0.84,Employed
222,Sales,Medium,2,2,0,0,0.61,0.86,Employed
211,Management,Low,3,2,0,0,0.75,0.56,Employed
154,Sales,Low,3,2,1,0,1,0.96,Employed
291,Support,Medium,7,4,0,0,0.89,0.14,Left
127,Engineering,Medium,2,3,0,0,0.54,0.43,Left
136,It,Medium,3,2,0,0,0.67,0.69,Employed
264,Support,Low,4,2,0,0,1,0.52,Employed
234,Sales,Medium,4,3,1,0,0.95,0.84,Employed
196,Engineering,Low,4,2,1,0,0.8,0.59,Employed
182,Engineering,Medium,2,3,0,0,0.62,0.41,Employed
275,,Medium,2,6,1,1,0.46,0.44,Employed
152,Management,Medium,2,3,0,0,,0.43,Left
148,Sales,Low,3,4,1,0,1,0.68,Employed
100,Marketing,Medium,2,6,1,1,0.51,0.63,Employed
192,Sales,Low,5,2,0,0,0.45,0.65,Employed
146,It,Low,4,3,1,0,,0.8,Employed
123,Sales,Medium,3,5,0,0,0.73,0.2,Employed
133,Engineering,Medium,2,3,0,0,0.58,0.41,Left
195,Support,Low,3,5,0,0,0.9,0.29,Employed
267,Sales,Low,3,5,0,0,0.69,0.72,Employed
218,Support,Low,6,3,0,0,0.88,0.21,Employed
247,Engineering,Low,6,4,0,0,0.91,0.05,Left
134,Engineering,Low,5,4,0,0,0.85,0.66,Employed
165,Finance,Low,4,3,0,0,0.54,0.56,Employed
179,Sales,Low,3,3,1,0,0.52,0.8,Employed
223,It,Low,4,4,0,0,0.74,0.71,Employed
231,Sales,High,5,7,0,1,0.68,0.99,Employed
171,Product,Low,4,3,0,0,0.57,0.48,Employed
156,Sales,Medium,2,3,0,0,0.58,0.38,Left
156,Support,Medium,2,3,0,0,0.48,0.48,Left
220,Sales,Medium,4,3,0,0,0.79,0.82,Employed
180,Marketing,High,4,4,0,0,0.92,0.11,Employed
247,Management,Low,4,2,0,0,0.53,0.6,Employed
175,Sales,Medium,3,2,0,0,0.77,0.77,Employed
274,Engineering,High,2,3,1,0,0.62,0.33,Employed
145,Engineering,Medium,5,2,0,0,1,0.65,Employed
167,Support,Low,4,4,0,0,0.96,1,Employed
281,,Medium,4,6,0,0,0.52,0.53,Left
225,Product,Medium,6,3,0,0,0.98,0.16,Employed
279,Marketing,Low,2,3,1,0,0.78,0.54,Employed
263,Engineering,Medium,4,2,1,0,0.77,0.66,Employed
172,Engineering,Medium,2,2,0,0,0.56,0.76,Employed
169,Sales,Low,4,2,0,0,0.56,0.52,Employed
145,Support,Low,3,3,0,0,,0.93,Employed
237,Product,Low,3,4,1,0,0.62,0.66,Employed
270,Engineering,Low,4,2,0,0,0.57,0.57,Employed
253,Support,High,3,3,0,0,0.85,0.83,Employed
304,Engineering,Low,6,4,0,0,0.78,0.09,Left
196,Finance,Medium,4,2,0,0,0.81,0.71,Employed
155,Marketing,Low,2,3,0,0,,0.45,Left
134,,Medium,2,3,0,0,0.46,0.43,Left
141,,Medium,2,3,0,0,,0.35,Left
194,Engineering,Low,5,4,0,0,0.92,0.78,Employed
247,Sales,Medium,7,4,0,0,0.91,0.1,Left
211,,Medium,4,3,0,0,0.88,0.65,Employed
258,Engineering,Low,6,4,0,0,0.89,0.16,Left
154,Marketing,Low,2,3,0,0,0.56,0.45,Left
139,Engineering,High,4,2,0,0,0.84,0.96,Employed
266,Information_Technology,Low,5,3,0,0,0.88,0.94,Employed
151,Engineering,Medium,2,3,0,0,,0.36,Left
172,Marketing,Low,4,2,0,0,0.57,0.81,Employed
245,Management,Low,4,5,0,0,0.98,0.7,Left
170,Engineering,Medium,3,3,0,0,0.48,0.88,Employed
156,Sales,Medium,2,3,0,0,0.48,0.39,Left
178,Support,High,3,3,0,0,0.45,0.49,Employed
158,Sales,Medium,2,3,0,0,0.49,0.46,Left
184,Support,High,4,3,0,0,0.51,0.45,Employed
194,Procurement,Low,3,2,0,0,0.78,0.75,Employed
159,Management,Low,4,5,0,0,0.75,0.18,Employed
217,Engineering,Medium,5,2,0,0,0.81,0.73,Employed
176,Sales,Medium,2,2,1,0,,0.65,Employed
203,Support,Medium,7,5,0,0,0.56,0.22,Left
168,Marketing,Medium,3,2,1,0,0.55,0.92,Employed
248,Finance,Medium,3,2,0,0,0.81,0.48,Employed
218,Support,Medium,5,5,0,0,0.93,0.8,Left
241,Sales,Medium,3,3,1,0,0.57,0.82,Employed
265,Product,Medium,4,4,1,0,0.93,0.98,Employed
98,,Medium,5,5,0,0,0.57,0.25,Employed
222,Sales,Medium,5,3,0,0,0.85,0.65,Employed
266,Finance,Medium,5,2,0,0,0.78,0.68,Employed
145,Support,Medium,2,3,0,0,0.59,0.4,Left
245,Support,High,3,4,0,0,0.63,0.88,Employed
170,Marketing,High,5,3,0,0,0.71,0.94,Employed
169,It,Low,4,6,0,0,0.88,0.44,Employed
192,Engineering,Medium,5,2,1,0,,0.59,Employed
255,It,High,5,3,0,0,0.81,0.16,Employed
220,,Low,4,4,0,0,0.73,0.17,Employed
224,Support,Medium,3,3,0,0,0.61,0.72,Employed
266,Support,Medium,4,3,1,0,,0.91,Employed
281,Sales,Low,5,3,1,0,0.55,0.8,Employed
141,Engineering,Medium,2,3,0,0,0.5,0.34,Left
282,Sales,Medium,6,5,0,0,0.75,0.15,Left
202,,Low,5,4,0,0,0.98,0.84,Employed
262,Finance,Low,3,4,0,0,0.92,0.52,Employed
136,Sales,Low,2,3,0,0,0.59,0.45,Left
164,Support,Medium,3,2,0,0,0.86,0.53,Employed
104,Finance,Low,4,5,0,0,1,0.85,Employed
264,It,Medium,4,3,0,0,0.51,0.92,Employed
162,Engineering,Low,6,5,0,0,0.43,0.32,Employed
160,Support,Low,2,3,0,0,0.57,0.47,Left
157,Admin,Medium,4,2,0,0,0.74,0.86,Employed
143,Procurement,Low,3,3,0,0,0.57,0.77,Employed
172,Sales,Medium,3,3,0,0,0.5,0.64,Employed
206,Information_Technology,Medium,3,2,0,0,0.51,0.91,Employed
135,Product,Low,4,3,0,0,0.67,0.54,Employed
195,Product,Low,3,2,0,0,0.73,0.82,Employed
239,Engineering,Low,3,3,0,0,0.62,0.8,Employed
250,Engineering,Medium,3,3,0,0,,0.24,Employed
142,Engineering,Low,2,3,0,0,,0.46,Left
98,Support,Low,6,3,0,0,0.74,0.5,Employed
269,Engineering,High,3,3,1,0,0.81,0.95,Employed
247,Sales,Medium,4,3,1,0,0.66,0.72,Employed
234,It,Medium,5,2,1,0,0.64,0.89,Employed
148,It,Medium,3,3,0,0,0.62,0.54,Employed
146,Marketing,Medium,4,4,0,1,0.5,0.71,Employed
252,Sales,Low,3,2,0,0,0.89,0.59,Employed
128,Product,Medium,5,3,1,0,,0.67,Employed
124,Marketing,Medium,3,4,0,0,0.8,0.32,Employed
264,Sales,Low,3,3,0,0,0.52,0.96,Employed
273,Sales,Medium,6,4,0,0,0.87,0.15,Left
210,Engineering,Low,4,4,0,0,0.9,0.88,Employed
238,Engineering,Medium,3,2,0,0,0.78,0.76,Employed
139,Finance,Low,4,2,0,0,0.47,0.88,Employed
250,Support,Low,6,4,0,0,0.86,0.1,Left
160,Sales,Low,2,3,1,1,0.5,0.44,Left
151,Engineering,Low,4,6,0,0,0.79,0.2,Employed
150,Support,Low,3,3,0,0,0.85,0.54,Employed
152,Engineering,Medium,2,3,0,0,0.56,0.42,Left
159,Sales,Low,2,3,0,0,0.53,0.46,Left
244,Management,Medium,7,4,0,0,0.91,0.1,Left
139,,Low,2,3,0,0,,0.49,Left
292,It,Low,6,4,0,0,0.83,0.14,Left
156,Engineering,Low,4,3,0,0,0.67,0.74,Employed
132,Engineering,Low,2,3,0,0,0.5,0.42,Left
229,Support,Low,5,6,0,0,0.9,0.76,Left
201,Support,Low,4,10,0,0,0.84,0.67,Employed
272,Engineering,Low,4,2,0,0,,0.72,Employed
238,Support,Medium,3,6,0,0,0.68,0.22,Employed
251,Engineering,Medium,4,2,0,0,0.51,0.92,Employed
242,Support,Medium,4,2,0,0,0.8,0.56,Employed
189,Engineering,Medium,5,2,0,0,0.98,0.92,Employed
142,Support,Low,6,5,0,0,0.66,0.1,Employed
152,Finance,Low,5,3,0,0,0.71,0.94,Employed
141,Sales,Low,2,3,0,0,0.53,0.38,Left
255,Support,Low,7,4,0,0,0.92,0.08,Left
167,It,Medium,4,3,0,0,0.55,0.79,Employed
127,Engineering,Medium,2,3,0,0,0.48,0.51,Left
167,Product,Medium,3,3,0,0,0.68,0.89,Employed
137,Engineering,Low,2,3,0,0,,0.32,Left
207,Admin,Medium,3,3,0,0,0.5,0.66,Employed
174,Support,Medium,5,3,0,0,0.86,0.65,Employed
174,Engineering,Medium,5,2,0,0,0.63,0.93,Employed
208,Finance,Low,5,2,1,0,1,0.72,Employed
136,Engineering,Low,4,3,0,0,0.58,0.98,Employed
144,Support,Low,2,3,0,0,0.52,0.46,Left
150,Support,Medium,3,3,0,0,0.67,0.83,Employed
184,Support,Low,4,4,0,0,1,0.98,Employed
217,Engineering,Low,3,3,0,0,0.78,0.85,Employed
126,Temp,Low,2,,0,0,,,Left
275,Marketing,Low,4,6,0,0,0.94,0.24,Employed
205,Sales,Medium,4,2,0,1,1,0.85,Employed
150,Sales,Low,3,3,0,0,0.59,0.56,Employed
224,Sales,Medium,4,3,0,0,0.97,0.62,Employed
177,It,High,5,2,0,0,0.61,0.55,Employed
231,Engineering,Medium,3,6,0,0,0.39,0.6,Employed
222,Engineering,Low,5,3,0,0,0.58,0.98,Employed
153,Engineering,Low,3,3,0,0,0.53,0.73,Employed
194,Sales,Low,4,2,1,0,0.4,0.65,Employed
192,Sales,Low,3,2,0,0,0.63,0.56,Employed
255,Sales,Low,6,4,0,0,0.83,0.09,Left
254,Finance,Low,3,2,0,0,0.65,0.6,Employed
208,Management,Medium,4,3,0,0,0.95,1,Employed
233,It,Medium,2,2,0,0,0.81,0.59,Employed
197,Sales,Medium,4,4,0,0,0.62,0.87,Employed
269,Sales,Low,3,5,0,0,0.85,0.31,Employed
171,Management,Medium,3,4,1,0,0.97,0.3,Employed
161,It,Low,5,4,0,0,0.35,0.19,Employed
168,It,Low,3,2,0,0,0.77,0.82,Employed
261,Engineering,Medium,4,5,0,0,0.94,0.69,Left
273,Support,Low,3,6,0,0,0.69,0.6,Left
134,Engineering,Medium,4,3,0,0,0.64,0.72,Employed
285,Information_Technology,Medium,5,4,1,0,0.76,0.15,Left
150,Support,Low,5,4,0,0,0.91,0.76,Employed
219,Engineering,Low,5,4,0,0,0.81,0.15,Employed
256,Support,Low,4,3,0,0,1,0.51,Employed
149,Support,Medium,2,3,0,0,,0.5,Left
222,Management,Low,3,3,1,1,0.99,0.61,Employed
144,Engineering,Medium,3,3,1,0,,0.54,Employed
165,Marketing,High,5,2,1,0,0.63,0.83,Employed
177,Engineering,Medium,4,3,0,0,0.74,0.4,Employed
234,Engineering,Low,3,3,0,0,,0.46,Employed
211,Support,Low,5,4,0,0,0.81,1,Employed
263,It,Low,3,3,1,0,0.8,0.82,Employed
261,Management,High,4,3,0,0,0.73,0.59,Employed
158,Sales,Medium,2,5,1,0,0.76,0.69,Employed
141,Sales,Medium,3,2,1,0,0.89,0.7,Employed
258,Support,High,5,5,0,0,1,0.87,Left
216,Sales,Low,4,2,0,0,0.8,0.58,Employed
210,It,High,3,3,1,0,0.52,0.82,Employed
247,Sales,Medium,6,4,0,0,0.87,0.16,Left
210,It,Medium,4,2,0,0,,0.46,Employed
282,Product,Medium,2,3,0,0,0.37,0.69,Employed
199,Finance,High,5,3,0,0,0.96,0.89,Employed
144,Sales,Medium,3,3,0,0,0.53,0.37,Employed
113,Engineering,Medium,5,8,0,0,0.4,0.71,Employed
263,Engineering,Medium,5,2,0,0,0.69,0.85,Left
216,Product,Low,5,3,0,0,0.61,0.92,Employed
163,Sales,Low,4,2,0,0,0.79,0.97,Employed
141,Sales,Low,2,3,0,0,0.54,0.46,Left
266,Sales,Low,5,5,0,0,0.88,0.93,Left
258,Management,High,5,10,1,0,0.53,0.7,Employed
195,Support,Low,3,10,0,0,0.93,0.59,Employed
268,Sales,Medium,5,3,0,0,0.64,0.17,Employed
139,Sales,Medium,3,2,0,0,0.86,0.94,Employed
180,Support,Medium,3,3,0,0,0.4,0.49,Employed
265,Sales,Low,4,6,0,0,0.85,0.93,Left
168,Engineering,Medium,3,2,0,0,0.79,0.69,Employed
245,It,High,3,6,0,0,0.72,0.27,Employed
244,Sales,Low,4,3,0,0,0.92,0.91,Employed
132,Engineering,Low,2,3,0,0,0.49,0.41,Left
195,Sales,Medium,3,7,0,0,0.81,0.98,Employed
226,Support,Low,5,6,0,0,0.96,0.77,Left
206,Admin,Low,3,3,0,0,0.85,0.79,Employed
135,Support,Low,2,3,0,0,0.53,0.44,Left
139,Sales,Low,2,3,0,0,0.54,0.48,Left
236,Engineering,Medium,5,3,0,0,0.78,0.94,Employed
135,Marketing,Low,3,2,0,0,0.76,0.49,Employed
252,Sales,Low,3,4,1,0,0.56,0.72,Employed
242,It,Low,3,2,0,0,0.88,0.55,Employed
250,,Medium,3,3,0,0,1,0.93,Employed
102,Sales,Medium,4,3,0,0,0.74,0.26,Employed
204,Sales,Medium,4,3,0,0,0.97,0.75,Employed
235,Engineering,Medium,6,6,0,0,1,0.37,Employed
225,Sales,Medium,3,4,1,0,0.58,1,Employed
143,Support,Low,3,3,0,0,,0.96,Employed
262,Support,Medium,5,3,0,0,0.54,0.7,Employed
205,Engineering,Low,6,5,1,0,0.6,0.24,Employed
145,Marketing,Low,2,3,0,0,0.51,0.49,Left
155,Engineering,Low,4,4,0,0,0.69,0.79,Employed
259,Marketing,Medium,3,3,0,0,,0.63,Employed
253,Sales,Medium,4,7,0,0,0.62,0.92,Employed
271,Sales,Medium,3,4,0,0,0.72,0.99,Employed
49,Temp,Medium,2,,0,0,,,Employed
136,Support,Medium,2,3,0,0,,0.41,Left
132,Support,Low,2,3,0,0,0.52,0.35,Left
132,Sales,Low,2,3,1,0,0.52,0.44,Left
223,Marketing,Low,5,3,0,0,0.93,0.56,Employed
204,Product,Medium,3,4,0,0,0.41,0.57,Employed
270,Sales,Medium,4,2,0,0,0.94,0.71,Employed
177,Sales,Low,4,7,0,0,0.93,0.65,Employed
140,It,Medium,4,5,1,0,0.82,0.17,Employed
233,It,Low,3,4,0,0,0.95,0.49,Employed
148,Sales,Low,2,3,0,0,0.46,0.37,Left
