beds,baths,sqft,Age,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,Sales_price
4,3,3137,48,20473,Single-Family,Combination,,1,0,0,0,0,0,0,1,0,38,83,60,348,98,8,3,291000
4,3,3139,38,10018,Single-Family,,Composition Shingle,1,11,0,0,1,10,1,8,9,39,72,62,555,143,7,3,409900
4,3,3142,26,11761,Single-Family,Metal,Wood Shake/ Shingles,1,26,1,3,4,16,5,10,16,36,84,83,573,174,5,3,472000
4,3,3146,34,8498,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,1,0,2,0,3,1,0,3,44,100,72,491,149,8,3,267000
4,3,3148,18,5135,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,31,1,4,4,32,0,7,3,36,61,64,561,171,7,3,710000
4,3,3150,19,3998,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,21,1,4,0,17,1,12,8,40,68,70,573,174,6,2,675000
4,3,3181,35,8794,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,1,0,1,0,1,1,0,3,40,99,77,505,154,8,3,257000
4,3,3190,55,49658,Single-Family,,Composition Shingle,1,36,6,5,4,39,1,39,9,36,84,68,630,162,6,3,510000
4,3,3200,70,11761,Single-Family,Brick veneer,Composition Shingle,1,13,3,1,3,18,6,12,16,40,78,83,644,223,9,3,585000
4,3,3208,20,4774,Single-Family,Combination,,1,74,5,8,6,49,5,69,25,51,88,71,603,209,7,3,790000
4,3,3214,17,6534,Single-Family,Combination,Asphalt,1,4,1,0,0,2,0,5,4,40,83,52,363,103,8,1,399600
4,3,3234,35,7287,Single-Family,Metal,Composition Shingle,1,17,2,1,5,22,2,8,5,40,87,63,528,161,8,3,495000
4,3,3237,17,16552,Single-Family,Combination,Composition Shingle,1,1,0,0,0,3,1,1,2,36,69,51,456,129,6,3,626774
4,3,3252,35,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,8,1,2,3,7,2,3,5,30,85,64,491,149,8,3,460000
4,3,3256,29,8119,Single-Family,Brick,Composition Shingle,1,9,6,0,1,7,0,3,5,40,91,71,622,189,9,3,340572
4,3,3268,35,15681,Single-Family,Siding (Alum/Vinyl),,1,21,3,2,3,26,0,18,7,34,76,56,370,104,7,3,206000
4,3,3272,32,3354,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,20,2,1,3,17,5,15,13,45,65,76,523,159,5,3,755005
4,3,3274,31,13939,Single-Family,,Composition Shingle,1,25,2,3,3,9,2,15,8,30,95,74,601,154,8,3,289900
4,3,3280,48,10789,Single-Family,Brick,Composition Shingle,1,5,3,0,1,14,0,4,4,42,84,63,532,162,9,1,461825
4,3,3291,44,87120,Single-Family,Wood,Composition Shingle,1,2,0,0,0,0,1,0,1,32,89,87,737,224,10,3,540000
4,3,3308,44,32234,Single-Family,Metal,Asphalt,1,0,1,0,0,0,0,0,0,49,91,83,634,193,8,1,765000
4,3,3318,27,12196,Single-Family,Siding (Alum/Vinyl),Asphalt,1,19,4,0,0,14,2,3,7,46,69,29,441,107,4,3,394000
4,3,3340,26,15245,Single-Family,Metal,Composition Shingle,1,34,2,5,5,39,0,11,7,38,95,64,635,193,7,3,326500
4,3,3346,28,9644,Single-Family,Siding (Alum/Vinyl),Asphalt,1,42,6,7,3,42,11,23,17,41,89,61,472,114,4,3,280000
4,3,3379,34,9570,Single-Family,Metal,Composition Shingle,1,16,3,1,2,13,0,28,9,40,72,86,725,221,9,3,725000
4,3,3421,22,10868,Single-Family,Metal,Composition Shingle,1,35,5,3,4,32,2,14,14,34,76,73,655,199,6.5,2,760000
4,3,3433,30,5308,Single-Family,Siding (Alum/Vinyl),,1,25,5,2,4,26,6,13,29,31,56,75,699,232,4,3,699000
4,3,3435,30,15245,Single-Family,,Composition Shingle,1,2,0,0,0,1,0,2,6,35,71,54,596,153,7,3,570000
4,3,3437,19,3537,Single-Family,Siding (Alum/Vinyl),,1,4,1,0,0,1,0,5,5,36,70,39,356,101,8,1,370000
4,3,3440,81,7801,Single-Family,Brick,Composition Shingle,1,141,18,14,17,125,6,62,35,37,75,50,733,223,3,3,785000
4,3,3440,46,14810,Single-Family,Siding (Alum/Vinyl),Asphalt,1,35,7,1,5,66,2,31,23,52,71,86,653,217,4,3,382000
4,3,3453,36,9609,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,10,1,1,2,5,1,5,7,30,85,64,573,174,8,3,485000
4,3,3456,18,3484,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,9,1,1,1,4,0,6,4,28,68,60,491,149,5.5,2,430000
4,3,3465,39,10598,Single-Family,Brick,Composition Shingle,1,29,1,4,7,24,2,15,9,44,88,76,532,162,8,3,574000
4,3,3466,22,12632,Single-Family,Metal,Composition Shingle,1,3,2,0,0,2,0,3,1,33,58,44,553,168,6,2,317340
4,3,3478,34,38768,Single-Family,Wood,Asphalt,1,0,0,0,0,0,0,0,0,39,83,41,320,114,7,3,386000
4,3,3480,82,10890,Single-Family,Brick,Asphalt,1,32,2,5,8,36,8,25,35,45,81,88,1015,337,4,3,300000
4,3,3500,41,20908,Single-Family,Combination,Composition Shingle,1,0,0,0,0,0,1,1,1,36,69,51,370,105,6,3,215000
4,3,3504,18,4199,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,20,3,1,1,12,1,12,5,34,91,59,528,161,7,2,576145
4,3,3513,25,7840,Single-Family,,Composition Shingle,1,9,2,0,2,4,0,9,9,38,80,84,562,144,7,2,483820
4,3,3518,23,7840,Single-Family,,Composition Shingle,1,36,3,2,0,59,4,22,29,34,78,66,521,134,6,3,619000
4,3,3520,29,8712,Single-Family,,Composition Shingle,1,29,2,3,4,23,2,16,12,45,78,55,542,139,7,3,288000
4,3,3528,26,6006,Single-Family,Siding (Alum/Vinyl),Asbestos,1,14,3,1,3,13,3,8,11,41,73,60,573,174,8,3,582499
4,3,3547,81,8717,Single-Family,Brick veneer,Slate,1,210,12,35,37,214,13,76,49,45,61,83,971,337,6,3,490000
4,3,3555,21,9313,Single-Family,Combination,,1,2,0,1,0,2,0,2,1,31,82,65,374,106,8,2,589000
4,3,3558,21,7771,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,15,1,1,1,22,0,5,2,38,96,70,606,184,9,3,729900
4,3,3575,13,10454,Single-Family,Combination,,1,5,0,1,0,8,3,0,2,32,88,45,431,122,5,3,367925
4,3,3600,47,16117,Single-Family,Stucco,Asphalt,1,14,3,1,3,13,3,6,11,41,73,60,548,167,5,3,540000
4,3,3631,32,6490,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,6,1,0,0,3,0,3,0,44,94,78,573,174,7.5,2,679000
4,3,3647,21,7540,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,3,1,0,12,0,18,3,39,83,55,374,106,5,2,339900
4,3,3664,22,12196,Single-Family,,Composition Shingle,1,16,1,0,3,25,1,7,6,30,97,55,485,125,7,3,247437
4,3,3667,13,4377,Apartment / Condo / Townhouse,Combination,,1,19,2,1,5,25,2,14,9,35,94,75,372,105,8.5,2,364510
4,3,3676,38,10018,Single-Family,,Composition Shingle,1,14,0,1,2,10,1,8,9,39,72,62,565,145,7,3,560000
4,3,3692,13,7901,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,2,0,1,6,2,5,3,37,69,36,383,108,6,3,389990
4,3,3698,16,4438,Apartment / Condo / Townhouse,Combination,,1,22,2,1,5,26,2,16,9,35,94,75,374,106,8.5,2,340000
4,3,3700,21,143748,Single-Family,Combination,Composition Shingle,1,0,0,0,0,2,1,0,1,39,87,60,563,159,6,3,525000
4,3,3700,15,7405,Single-Family,,Composition Shingle,1,1,0,0,0,0,0,0,0,34,89,52,455,117,7,3,434990
4,3,3757,28,5321,Single-Family,Metal,Composition Shingle,1,17,2,3,0,5,1,8,6,43,61,51,532,162,5,2,428000
4,3,3798,23,8276,Single-Family,,Composition Shingle,1,37,3,2,1,66,5,22,28,34,78,66,548,141,6,3,270585
4,3,3799,24,23522,Single-Family,,Composition Shingle,1,2,0,2,2,9,2,6,4,45,82,66,494,127,6,3,650000
4,3,3813,45,12196,Single-Family,Siding (Alum/Vinyl),Asphalt,1,11,6,0,3,12,0,3,6,37,85,72,491,150,3,3,210000
4,3,3855,19,7052,Single-Family,Combination,Composition Shingle,1,5,1,1,0,4,0,7,5,33,100,73,462,131,8,3,382000
4,3,3857,67,14374,Single-Family,Brick,Composition Shingle,1,6,3,0,1,5,0,4,8,43,72,66,672,204,4,3,800000
4,3,3862,24,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,2,0,0,14,2,3,10,34,87,56,383,108,5,3,427747
4,3,3867,58,21780,Single-Family,Brick,Composition Shingle,1,14,3,1,1,30,0,3,3,39,73,69,1061,323,3,3,400000
4,3,3905,44,23086,Single-Family,Metal,Composition Shingle,1,1,0,0,0,2,0,0,0,47,92,84,737,224,9,3,615000
4,3,3914,64,15245,Single-Family,Combination,Asphalt,1,73,11,9,8,87,5,51,43,45,60,71,815,237,9,3,550000
4,3,3939,41,28749,Single-Family,,Composition Shingle,1,71,3,11,8,131,6,36,20,37,42,62,581,149,7,3,640000
4,3,3961,19,8848,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,47,9,4,4,43,3,15,23,41,80,71,614,187,5,3,615000
4,3,4000,46,16552,Single-Family,Metal,"asphalt,shake-shingle",1,1,0,0,0,3,0,0,0,48,88,84,626,191,7,3,549500
4,3,4000,22,8341,Single-Family,Siding (Alum/Vinyl),Other,1,122,5,20,25,274,5,101,30,41,88,81,979,298,8,3,587859
4,3,4033,24,10454,Single-Family,,Composition Shingle,1,37,6,5,4,44,1,43,12,38,78,51,630,162,6,3,560000
4,3,4050,27,6250,Single-Family,Siding (Alum/Vinyl),Asphalt,1,54,4,3,6,64,3,62,18,46,77,88,983,299,10,3,432000
4,3,4114,21,9745,Single-Family,Brick,,1,25,3,2,3,32,11,20,28,39,73,59,961,319,4,3,799223
4,3,4128,26,13068,Single-Family,Metal,Composition Shingle,1,9,1,0,2,4,0,5,6,44,94,66,598,182,7,3,289000
4,3,4128,20,9583,Single-Family,,Composition Shingle,1,0,0,0,0,4,0,0,2,32,96,70,582,150,8,3,421965
4,3,4140,50,12196,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,39,3,2,8,37,2,51,22,42,80,78,817,249,9,3,416200
4,3,4141,27,14810,Single-Family,Metal,Composition Shingle,1,8,0,2,2,11,1,16,3,32,91,65,512,156,7,3,611400
4,3,4173,17,9539,Single-Family,Combination,,1,2,0,0,0,0,0,3,4,40,83,52,492,139,8,1,704165
4,3,4181,33,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,0,1,42,90,74,549,167,7,3,336500
4,3,4186,17,8276,Single-Family,,Composition Shingle,1,3,0,0,0,5,3,3,3,37,89,70,625,161,9,3,649069
4,3,4245,29,36154,Single-Family,Stucco,Composition Shingle,1,9,1,1,1,22,0,4,2,49,94,70,769,234,8,1,488512
4,3,4287,26,10018,Single-Family,,Composition Shingle,1,4,0,0,0,5,0,2,3,32,96,70,630,162,8,3,296790
4,3,4293,35,153331,Single-Family,Combination,Asphalt,1,0,0,0,0,0,0,0,1,36,81,49,519,147,7,3,362500
4,3,4300,22,10484,Single-Family,Siding (Alum/Vinyl),,1,2,0,0,0,2,0,2,1,31,82,65,436,123,8,2,292605
4,3,4301,18,9583,Single-Family,,Composition Shingle,1,42,1,6,1,33,2,30,11,28,65,60,616,158,7,3,461000
4,3,4304,20,6851,Single-Family,Combination,Composition Shingle,1,23,2,1,4,20,2,16,8,32,78,57,414,117,6,3,412250
4,3,4310,55,20037,Single-Family,Brick,Composition Shingle,1,11,1,1,3,8,0,5,8,48,79,90,1053,321,10,3,800000
4,3,4341,38,57063,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,0,0,0,0,51,89,65,462,131,8,3,560000
4,3,4355,35,20037,Single-Family,Metal,Composition Shingle,1,1,0,0,0,0,0,0,0,47,92,84,737,224,9,3,390000
4,3,4376,90,15245,Single-Family,Brick veneer,Slate,1,40,6,3,4,38,6,31,22,48,80,97,1008,350,9,3,558000
4,3,4377,34,9678,Single-Family,Metal,Composition Shingle,1,17,1,3,0,5,1,7,3,41,85,45,545,166,8,3,719740
4,3,4412,22,10454,Single-Family,,Composition Shingle,1,7,2,1,1,5,0,3,8,36,90,71,703,181,6,3,411430
4,3,4420,21,50529,Single-Family,Combination,Composition Shingle,1,2,1,0,0,1,0,5,3,39,83,55,484,137,5,2,330000
4,3,4501,16,7840,Single-Family,Combination,Composition Shingle,1,8,2,0,1,4,0,6,2,32,73,40,440,124,5.5,2,439000
4,3,4544,24,47916,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,0,51,84,59,510,144,7,3,303000
4,3,4544,23,11761,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,3,42,84,58,431,122,5.5,2,310000
4,3,4600,60,13068,Single-Family,Brick,Other,1,6,1,1,0,19,1,4,8,39,80,44,975,297,7,2,390000
4,3,4662,35,13939,Single-Family,Brick,Wood Shake/ Shingles,1,0,0,0,0,3,2,0,1,49,79,70,635,193,3,3,375050
4,3,4679,11,21780,Single-Family,,,1,2,0,1,0,2,0,4,3,33,89,60,616,174,8.5,2,569990
4,3,4774,18,12632,Single-Family,Siding (Alum/Vinyl),,1,7,1,1,0,5,0,4,3,36,90,65,506,143,8,3,480729
4,3,4839,32,16988,Single-Family,,Composition Shingle,1,27,2,3,3,9,1,19,7,30,95,74,679,175,8,3,305000
4,3,4924,19,10881,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,1,3,42,84,58,492,139,5.5,2,450845
4,3,4993,16,8276,Single-Family,,Composition Shingle,1,11,1,3,1,14,3,7,7,33,100,83,693,178,8,3,719000
4,3,5032,15,8276,Single-Family,,Other,1,11,2,0,1,3,0,9,8,33,90,78,713,183,8,2,635000
4,3,5070,49,343252,Single-Family,Brick,Asphalt,1,0,0,0,0,1,0,0,0,43,87,66,807,246,8,1,372500
4,3,5122,20,12632,Single-Family,Combination,,1,20,2,1,1,18,2,13,5,29,81,41,483,137,9,1,425000
4,3,5535,19,11325,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,103,12,6,14,90,2,27,18,42,81,76,721,219,4,3,701101
4,3,6346,25,11761,Single-Family,Brick,Asbestos,1,19,4,1,3,15,1,18,8,37,97,79,922,281,8,3,488230
4,4,1428,51,1785,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,70,3,8,9,47,5,71,28,45,46,69,315,109,7,3,435000
4,4,1582,31,1793,Apartment / Condo / Townhouse,Metal,Composition Shingle,1,10,1,0,2,3,0,5,5,44,94,66,368,112,7,3,230000
4,4,1838,39,7148,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,36,2,1,4,54,1,60,13,53,87,95,532,162,9,3,420000
4,4,1968,43,217800,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,1,0,0,0,0,0,0,42,94,64,553,168,8,1,620000
4,4,2040,39,2570,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,2,1,0,1,2,1,3,7,35,77,67,250,71,8,3,220000
4,4,2072,122,2435,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,183,8,31,32,282,31,172,77,42,61,86,661,219,2,3,724000
4,4,2105,37,2300,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,0,0,0,0,3,0,1,1,41,69,77,397,121,9,3,379000
4,4,2126,13,1856,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,97,7,14,20,237,4,91,27,40,72,86,721,219,8,3,746559
4,4,2148,44,2334,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,25,1,0,3,21,2,14,18,43,61,86,561,171,6,3,570000
4,4,2157,30,2545,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,21,2,1,3,14,2,14,8,44,80,64,422,128,5,3,409000
4,4,2300,42,8025,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,12,0,2,1,18,0,4,7,42,80,63,475,144,6,2,575000
4,4,2321,36,11325,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,19,2,2,1,19,0,12,8,43,95,77,561,171,8,2,585000
4,4,2408,57,12196,Single-Family,Brick,Composition Shingle,1,6,3,0,1,13,1,4,5,43,82,76,463,141,8,3,530000
4,4,2448,20,2443,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,27,3,1,3,13,1,19,7,34,71,58,463,141,6,2,495000
4,4,2548,18,3485,Single-Family,,Shake Shingle,1,12,1,1,1,10,0,14,4,34,67,61,446,115,7.5,2,560000
4,4,2649,15,13068,Single-Family,Combination,,1,6,0,1,0,8,3,0,2,32,88,45,387,109,5,3,415000
4,4,2861,62,31363,Single-Family,Brick,Composition Shingle,1,25,5,1,4,19,2,15,10,42,55,72,696,212,7,3,594000
4,4,2900,21,8633,Single-Family,Brick,Composition Shingle,1,28,1,4,3,31,0,7,3,38,95,64,590,179,7,3,404755
4,4,3155,56,20037,Single-Family,Brick,Composition Shingle,1,16,0,2,1,16,0,7,4,36,77,54,733,223,4,3,365000
4,4,3188,19,6098,Single-Family,,Composition Shingle,1,43,7,2,1,30,5,29,36,44,72,42,567,146,3,3,438111
4,4,3272,34,9140,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,1,0,2,0,1,1,0,3,40,99,77,532,162,8,3,334000
4,4,3280,84,7309,Single-Family,Siding (Alum/Vinyl),Slate,1,63,7,9,9,38,12,33,48,45,80,75,654,217,4,3,761500
4,4,3298,17,9108,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,1,0,1,16,0,8,5,32,94,62,484,137,8,1,394000
4,4,3315,18,4347,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,45,7,2,4,39,4,25,18,39,62,81,671,204,5,3,675000
4,4,3329,28,13068,Single-Family,,Asphalt,1,34,5,3,3,38,2,35,8,38,78,51,591,152,6,3,240800
4,4,3390,21,5201,Single-Family,Siding (Alum/Vinyl),Asphalt,1,16,4,0,3,14,1,13,7,30,88,34,451,109,4,3,307000
4,4,3535,18,10018,Single-Family,,Shake Shingle,1,36,7,2,0,29,5,27,32,44,72,42,616,158,3,3,522802
4,4,3605,72,33541,Single-Family,Block,Composition Shingle,1,18,4,0,3,15,0,18,7,45,84,81,1135,346,8,3,545500
4,4,3691,12,8712,Single-Family,,Composition Shingle,1,0,0,0,0,0,0,2,1,37,74,84,616,158,8,3,465000
4,4,3737,16,12632,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,2,1,1,0,6,1,4,1,35,85,39,423,119,7,3,385000
4,4,3742,25,9040,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,89,4,11,18,231,4,87,26,41,88,81,860,262,8,3,442930
4,4,3750,60,13503,Single-Family,Brick,Composition Shingle,1,55,8,8,8,81,10,55,18,45,82,80,811,247,9,3,550000
4,4,3810,68,21780,Single-Family,Brick,Composition Shingle,1,22,4,0,1,9,3,6,2,47,87,67,770,234,3,3,407000
4,4,3835,42,32670,Single-Family,Metal,Composition Shingle,1,1,0,0,0,1,0,0,0,42,89,83,799,243,9,3,372400
4,4,3868,44,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,1,0,0,0,1,0,1,1,43,95,77,573,174,8,2,678000
4,4,3902,12,10232,Single-Family,Combination,Composition Shingle,1,0,0,0,0,1,0,1,2,42,84,58,423,119,5.5,2,404816
4,4,4001,28,10890,Single-Family,,Asphalt,1,30,3,1,2,16,2,17,35,30,82,62,580,149,7,3,255000
4,4,4016,16,9870,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,9,0,2,2,7,1,16,3,32,91,65,676,206,8,3,795000
4,4,4017,15,5793,Single-Family,Siding (Alum/Vinyl),,1,2,0,1,0,2,0,4,4,33,89,60,489,138,8.5,2,585000
4,4,4048,20,6098,Single-Family,Combination,Composition Shingle,1,32,4,4,7,54,0,33,7,64,46,59,458,129,7,3,450000
4,4,4050,12,5501,Single-Family,Brick,Composition Shingle,1,47,8,3,3,40,5,31,18,44,71,63,664,202,6,3,740000
4,4,4072,22,8276,Single-Family,,Composition Shingle,1,7,2,1,1,4,0,3,6,36,90,71,708,182,6,3,705000
4,4,4077,24,6969,Single-Family,,Composition Shingle,1,14,1,1,2,8,2,15,13,36,88,65,600,154,8,3,299900
4,4,4165,20,10044,Single-Family,Combination,Composition Shingle,1,32,4,4,7,54,0,33,7,64,46,59,467,132,7,3,356400
4,4,4216,13,10454,Single-Family,Siding (Alum/Vinyl),,1,2,0,1,0,3,0,3,1,36,93,37,462,131,9,1,499977
4,4,4273,32,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,0,1,42,90,74,556,169,7,3,650000
4,4,4305,20,9679,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,40,6,4,3,40,3,12,20,41,80,71,717,218,5,3,636005
4,4,4398,23,5858,Single-Family,Combination,Other,1,60,3,6,5,45,5,67,23,51,88,71,631,219,7,3,417925
4,4,4414,34,13068,Single-Family,Metal,Asphalt,1,2,0,0,0,5,0,0,4,44,94,66,614,187,7,3,310000
4,4,4418,23,8642,Single-Family,Combination,Composition Shingle,1,5,1,1,0,5,0,6,6,69,47,53,475,134,8,3,343912
4,4,4454,34,8367,Single-Family,Metal,Asphalt,1,7,0,2,1,5,1,5,2,34,73,73,541,165,8,3,689900
4,4,4472,60,15245,Single-Family,Brick,Composition Shingle,1,20,4,2,8,33,2,40,19,37,80,86,901,275,9,3,540000
4,4,4484,17,27442,Single-Family,Combination,Composition Shingle,1,0,0,0,0,1,1,1,2,36,69,51,438,124,6,3,579480
4,4,4512,28,10357,Single-Family,Metal,Composition Shingle,1,21,4,1,5,15,1,18,10,37,97,79,974,297,8,3,690000
4,4,4515,27,20037,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,0,2,45,84,81,901,275,9,3,507500
4,4,4613,20,11325,Single-Family,Siding (Alum/Vinyl),,1,4,1,0,0,1,0,5,5,29,88,73,519,147,8,1,397995
4,4,4630,41,25264,Single-Family,Siding (Alum/Vinyl),Asphalt,1,15,1,1,1,24,1,9,4,45,89,61,672,204,7,1,575000
4,4,4674,7,9100,Single-Family,Stucco,Composition Shingle,1,13,3,2,5,19,1,22,12,36,47,83,1188,362,9,3,395000
4,4,4722,21,9147,Single-Family,,Composition Shingle,1,1,0,0,0,9,3,4,2,41,86,79,654,168,9,3,443105
4,4,4729,18,5135,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,31,1,4,5,33,0,10,3,36,61,64,557,169,7,3,600000
4,4,4729,17,8555,Single-Family,Combination,Composition Shingle,1,20,2,1,1,18,0,12,5,33,73,45,466,132,8.5,2,420000
4,4,4781,13,12632,Single-Family,Siding (Alum/Vinyl),,1,9,1,0,0,6,2,4,3,32,94,62,483,137,8,1,461155
4,4,4815,12,10890,Single-Family,Combination,Composition Shingle,1,6,1,1,1,3,2,5,3,40,88,65,555,157,7.5,2,690000
4,4,4868,33,13939,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1,0,0,0,0,5,0,0,2,47,89,66,682,208,7,3,525000
4,4,4910,17,8276,Single-Family,,Composition Shingle,1,7,1,1,1,10,0,7,7,34,93,72,654,168,8.5,2,713250
4,4,4975,19,8193,Single-Family,Combination,Composition Shingle,1,18,3,1,3,18,0,14,9,33,90,39,483,137,6,3,470000
4,4,5117,23,11761,Single-Family,,composition,1,0,0,0,0,3,1,0,3,45,92,84,737,190,6,3,710000
4,4,5141,18,8712,Single-Family,,Composition Shingle,1,7,2,1,1,5,0,3,7,36,90,71,751,193,6,3,757000
4,4,5172,22,9571,Single-Family,Brick,Composition Shingle,1,1,0,2,0,2,1,0,3,40,99,77,643,196,8,3,540000
4,4,5241,26,31798,Single-Family,Stucco,Composition Shingle,1,9,1,1,1,12,1,3,6,49,82,68,892,272,8,2,479220
4,4,5243,17,19602,Single-Family,,Composition Shingle,1,11,1,3,1,14,4,7,8,33,100,83,679,174,8,3,702325
4,4,5471,12,95396,Single-Family,Combination,Composition Shingle,1,0,0,0,0,4,0,0,2,43,86,65,660,187,8,3,570000
4,4,5740,32,18730,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,54,3,6,4,33,3,33,10,36,90,50,655,199,7,3,290000
4,4,5800,20,22215,Single-Family,Brick,Composition Shingle,1,1,0,0,0,2,0,1,2,47,81,79,1799,548,6,3,300000
4,4,5920,24,27442,Single-Family,Metal,Composition Shingle,1,5,1,2,2,5,0,15,12,44,76,78,1015,309,7,3,575000
4,4,5924,20,30056,Single-Family,Combination,Asphalt,1,0,1,0,0,2,0,2,3,33,100,73,612,173,8,3,561875
4,4,5941,18,10890,Single-Family,,Composition Shingle,1,16,1,2,4,14,1,14,9,32,90,77,776,200,7,3,555000
4,4,6022,19,9583,Single-Family,,Composition Shingle,1,16,1,2,4,14,0,14,8,34,86,71,804,207,7,3,730000
4,4,6050,18,110206,Single-Family,Combination,Composition Shingle,1,0,0,0,0,1,0,0,1,36,81,49,731,207,7,3,728585
4,4,6078,9,10454,Single-Family,Siding (Alum/Vinyl),,1,2,0,0,0,0,0,1,1,33,55,47,638,181,5,2,640000
4,4,7677,18,62726,Single-Family,,Composition Shingle,1,0,0,0,0,0,0,0,1,36,81,49,713,202,7,3,750000
4,5,2720,42,40510,Single-Family,Brick,Composition Shingle,1,2,0,0,0,12,0,0,4,47,89,66,540,164,7,3,630000
4,5,2875,20,3049,Apartment / Condo / Townhouse,,Asphalt,1,6,0,1,0,12,0,3,1,34,87,76,446,114,6,3,423000
4,5,3325,15,11325,Single-Family,Combination,Asphalt,1,7,0,1,0,7,3,0,2,32,88,45,467,132,5,3,511275
4,5,3814,17,15245,Single-Family,Brick,Composition Shingle,1,3,0,0,0,11,1,2,5,42,77,50,819,249,6,3,680000
4,5,4199,21,6050,Single-Family,Combination,Composition Shingle,1,23,3,4,6,50,0,28,7,64,46,59,489,138,7,3,320890
4,5,4687,58,50529,Single-Family,,Composition Shingle,1,37,6,5,4,44,1,39,12,38,78,51,784,202,6,3,740000
4,5,6220,16,435600,Single-Family,Combination,,1,0,0,0,0,0,0,0,1,42,84,38,678,192,8,3,775000
4,6,2696,34,18295,Single-Family,Siding (Alum/Vinyl),,1,0,0,1,0,6,0,5,10,37,85,53,462,131,7,3,256500
4,6,4418,15,11325,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,70,6,9,14,122,2,43,17,29,75,45,868,264,8,3,540000
4,6,7000,20,22215,Single-Family,Combination,,1,0,0,0,0,0,0,0,1,33,100,73,749,212,8,3,674691
5,1,1008,72,7444,Single-Family,"Rock, Stone",Composition Shingle,1,44,9,2,6,32,8,26,25,49,48,52,250,76,5,3,200000
5,1,1256,62,11761,Single-Family,Brick,Composition Shingle,1,1,0,0,0,2,0,1,4,40,86,74,467,142,6,3,535000
5,1,2600,69,12196,Single-Family,Brick,Composition Shingle,1,136,21,13,20,125,5,52,41,37,52,83,729,212,9,3,570000
5,1,2800,52,8573,Single-Family,Brick,Composition Shingle,1,0,0,0,0,2,3,1,6,34,54,72,737,224,9,3,385545
5,1,3084,48,217800,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1,0,0,0,0,0,0,0,0,42,94,64,737,224,8,1,750000
5,1,6088,93,22215,Single-Family,Brick,Composition Shingle,1,137,12,31,26,186,16,73,46,48,54,89,1332,462,6,3,525000
5,2,1008,63,8637,Single-Family,Brick,Composition Shingle,1,10,6,1,0,17,2,17,4,40,88,71,368,112,3,3,309000
