School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
Olfen Elementary,https://www.schooldigger.com/go/TX/schools/3357003754/school.aspx,Olfen Independent School District,https://www.schooldigger.com/go/TX/district/33570/search.aspx,Rowena,https://www.schooldigger.com/go/TX/city/Rowena/search.aspx,76875,Runnels,(325) 442-4301,No,No,No,(n/a),55,8,6.8,69,6,0,0,62,0,2,31,17.7
Jessup Elementary,https://www.schooldigger.com/go/TX/schools/3432003831/school.aspx,Pasadena Independent School District,https://www.schooldigger.com/go/TX/district/34320/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77075,Harris,(713) 740-0616,Yes,No,No,(n/a),867,55,15.7,88,17,0,1,80,0,0,1,17.7
Whitney M Young Junior Elementary,https://www.schooldigger.com/go/TX/schools/1623001390/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(972) 749-2000,Yes,No,No,(n/a),566,34,16.6,87,63,0,0,35,0,0,1,17.6
Three Way Elementary,https://www.schooldigger.com/go/TX/schools/4272004876/school.aspx,Three Way Independent School District,https://www.schooldigger.com/go/TX/district/42720/search.aspx,Stephenville,https://www.schooldigger.com/go/TX/city/Stephenville/search.aspx,76401,Erath,(254) 965-6496,Yes,No,No,(n/a),90,9,10,83,0,0,0,54,0,4,41,17.6
Lauro Cavazos Elementary,https://www.schooldigger.com/go/TX/schools/1800006689/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79763,Ector,(432) 456-1309,Yes,No,No,(n/a),845,46,18.3,59,0,0,0,90,0,0,10,17.6
Woodlawn Elementary,https://www.schooldigger.com/go/TX/schools/3873004411/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78201,Bexar,(210) 732-4741,Yes,No,No,(n/a),615,38,16.1,85,1,0,0,98,0,0,1,17.6
Advantage Academy,https://www.schooldigger.com/go/TX/schools/0004108501/school.aspx,Advantage Academy,https://www.schooldigger.com/go/TX/district/00041/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75051,Dallas,(214) 276-5800,Yes,Yes,No,(n/a),1633,100,16.3,74,19,0,1,61,0,2,17,17.5
Walnut Creek Elementary,https://www.schooldigger.com/go/TX/schools/0894000362/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78753,Travis,(512) 414-4499,Yes,No,No,(n/a),661,42,15.7,92,12,0,2,79,0,2,5,17.5
Ruby Young Elementary,https://www.schooldigger.com/go/TX/schools/1686001463/school.aspx,Desoto Independent School District,https://www.schooldigger.com/go/TX/district/16860/search.aspx,Desoto,https://www.schooldigger.com/go/TX/city/Desoto/search.aspx,75115,Dallas,(972) 223-6505,Yes,No,Yes,(n/a),617,35,17.6,69,77,0,1,17,0,3,3,17.5
Parnell Elementary,https://www.schooldigger.com/go/TX/schools/2463002760/school.aspx,Jasper Independent School District,https://www.schooldigger.com/go/TX/district/24630/search.aspx,Jasper,https://www.schooldigger.com/go/TX/city/Jasper/search.aspx,75951,Jasper,(409) 384-2212,Yes,No,No,(n/a),366,30,12.2,78,40,0,0,21,0,3,35,17.5
Bane Elementary,https://www.schooldigger.com/go/TX/schools/1611001179/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77040,Harris,(713) 460-6140,Yes,No,No,(n/a),933,59,15.8,95,7,1,1,86,0,1,4,17.5
Hillcrest Elementary,https://www.schooldigger.com/go/TX/schools/1662005695/school.aspx,Del Valle Independent School District,https://www.schooldigger.com/go/TX/district/16620/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78744,Travis,(512) 386-3550,Yes,No,No,(n/a),664,46,14.4,97,2,1,0,93,0,1,4,17.5
Arrow Academy - Harvest Preparatory Academy,https://www.schooldigger.com/go/TX/schools/0141612757/school.aspx,Arrow Academy,https://www.schooldigger.com/go/TX/district/01416/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77060,Harris,(281) 872-5201,Yes,Yes,No,(n/a),121,8,15.1,75,75,0,1,22,0,1,2,17.5
Bluebonnet Elementary,https://www.schooldigger.com/go/TX/schools/2787010471/school.aspx,Lockhart Independent School District,https://www.schooldigger.com/go/TX/district/27870/search.aspx,Lockhart,https://www.schooldigger.com/go/TX/city/Lockhart/search.aspx,78644,Caldwell,(512) 398-0900,Yes,No,No,(n/a),625,37,16.8,74,3,1,1,75,0,1,20,17.5
Roosevelt Elementary,https://www.schooldigger.com/go/TX/schools/1815006099/school.aspx,Edgewood Independent School District,https://www.schooldigger.com/go/TX/district/18150/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78237,Bexar,(210) 444-8376,Yes,No,No,(n/a),613,40,15.3,97,0,0,0,99,0,0,1,17.5
Dowling Elementary,https://www.schooldigger.com/go/TX/schools/1800001575/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79761,Ector,(432) 456-1079,Yes,No,No,(n/a),816,43,18.9,65,6,0,0,78,1,1,14,17.4
W V Swinburn Elementary,https://www.schooldigger.com/go/TX/schools/4332004917/school.aspx,Tulia Independent School District,https://www.schooldigger.com/go/TX/district/43320/search.aspx,Tulia,https://www.schooldigger.com/go/TX/city/Tulia/search.aspx,79088,Swisher,(806) 995-4309,Yes,No,No,(n/a),261,20,13,85,10,0,0,61,0,1,28,17.4
Waterford Oaks Elementary,https://www.schooldigger.com/go/TX/schools/1323021203/school.aspx,Cedar Hill Independent School District,https://www.schooldigger.com/go/TX/district/13230/search.aspx,Cedar Hill,https://www.schooldigger.com/go/TX/city/Cedar+Hill/search.aspx,75104,Dallas,(972) 291-5290,Yes,No,No,(n/a),538,29,18.5,70,78,0,1,13,0,5,3,17.3
Ross Elementary,https://www.schooldigger.com/go/TX/schools/1800001591/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79762,Ector,(432) 456-1199,Yes,No,No,(n/a),790,36,21.9,58,5,0,0,71,0,1,22,17.3
Freeman Elementary,https://www.schooldigger.com/go/TX/schools/2034002023/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75040,Dallas,(972) 494-8371,Yes,No,No,(n/a),347,25,13.8,79,14,2,1,69,0,2,13,17.3
W M Green Elementary,https://www.schooldigger.com/go/TX/schools/1970001864/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76119,Tarrant,(817) 815-8900,Yes,No,No,(n/a),773,40,19.3,93,31,0,0,62,0,1,6,17.3
Rosendo Benavides Elementary,https://www.schooldigger.com/go/TX/schools/2613005881/school.aspx,La Joya Independent School District,https://www.schooldigger.com/go/TX/district/26130/search.aspx,Sullivan City,https://www.schooldigger.com/go/TX/city/Sullivan+City/search.aspx,78595,Hidalgo,(956) 580-6175,Yes,No,No,(n/a),465,31,15,95,0,0,0,100,0,0,0,17.3
A B Duncan Elementary,https://www.schooldigger.com/go/TX/schools/1944001801/school.aspx,Floydada Independent School District,https://www.schooldigger.com/go/TX/district/19440/search.aspx,Floydada,https://www.schooldigger.com/go/TX/city/Floydada/search.aspx,79235,Floyd,(806) 983-5332,Yes,No,No,(n/a),468,31,15,81,4,0,0,81,0,0,15,17.2
Speer Elementary,https://www.schooldigger.com/go/TX/schools/0870000264/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76012,Tarrant,(682) 867-4000,Yes,No,No,(n/a),824,47,17.5,94,15,1,1,77,0,2,5,17.2
Maria Alicia P Munoz Elementary,https://www.schooldigger.com/go/TX/schools/1739008284/school.aspx,Donna Independent School District,https://www.schooldigger.com/go/TX/district/17390/search.aspx,Donna,https://www.schooldigger.com/go/TX/city/Donna/search.aspx,78537,Hidalgo,(956) 464-1310,Yes,No,No,(n/a),836,42,19.9,97,0,0,0,100,0,0,0,17.2
Taylor Elementary,https://www.schooldigger.com/go/TX/schools/3025003390/school.aspx,Mercedes Independent School District,https://www.schooldigger.com/go/TX/district/30250/search.aspx,Mercedes,https://www.schooldigger.com/go/TX/city/Mercedes/search.aspx,78570,Hidalgo,(956) 514-2388,Yes,No,No,(n/a),558,36,15.5,88,0,0,0,99,0,0,1,17.2
Manara Stem Academy - Arlington,https://www.schooldigger.com/go/TX/schools/0141513108/school.aspx,Manara Academy,https://www.schooldigger.com/go/TX/district/01415/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76018,Tarrant,(972) 304-1155,No,Yes,No,(n/a),155,11,14,61,30,0,13,5,0,3,49,17.2
Elgin Elementary,https://www.schooldigger.com/go/TX/schools/1836001730/school.aspx,Elgin Independent School District,https://www.schooldigger.com/go/TX/district/18360/search.aspx,Elgin,https://www.schooldigger.com/go/TX/city/Elgin/search.aspx,78621,Bastrop,(512) 281-3457,Yes,No,No,(n/a),782,48,16.2,84,10,0,0,72,0,3,16,17.2
Britain Elementary,https://www.schooldigger.com/go/TX/schools/2442002718/school.aspx,Irving Independent School District,https://www.schooldigger.com/go/TX/district/24420/search.aspx,Irving,https://www.schooldigger.com/go/TX/city/Irving/search.aspx,75060,Dallas,(972) 600-3800,Yes,No,No,(n/a),672,48,14,87,6,2,1,85,0,1,5,17.2
Kleberg Elementary,https://www.schooldigger.com/go/TX/schools/1623001296/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75253,Dallas,(972) 749-6500,Yes,No,No,(n/a),619,42,14.7,92,20,1,1,66,0,1,12,17.1
John C Webb Elementary,https://www.schooldigger.com/go/TX/schools/3219003569/school.aspx,Navasota Independent School District,https://www.schooldigger.com/go/TX/district/32190/search.aspx,Navasota,https://www.schooldigger.com/go/TX/city/Navasota/search.aspx,77868,Grimes,(936) 825-1120,Yes,No,No,(n/a),920,56,16.4,83,26,0,1,57,0,1,15,17.1
Carver Elementary,https://www.schooldigger.com/go/TX/schools/2172002187/school.aspx,Greenville Independent School District,https://www.schooldigger.com/go/TX/district/21720/search.aspx,Greenville,https://www.schooldigger.com/go/TX/city/Greenville/search.aspx,75401,Hunt,(903) 457-0777,Yes,No,No,(n/a),473,36,13.1,93,21,2,0,61,1,2,14,17.1
J A Hargrave Elementary,https://www.schooldigger.com/go/TX/schools/1591011030/school.aspx,Crowley Independent School District,https://www.schooldigger.com/go/TX/district/15910/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76123,Tarrant,(817) 370-5630,Yes,No,No,(n/a),530,34,15.5,70,53,1,2,33,0,2,10,17.1
Gardendale Elementary,https://www.schooldigger.com/go/TX/schools/1815001617/school.aspx,Edgewood Independent School District,https://www.schooldigger.com/go/TX/district/18150/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78237,Bexar,(210) 444-8150,Yes,No,No,(n/a),532,39,13.6,96,0,0,0,99,0,0,1,17
Matagorda School,https://www.schooldigger.com/go/TX/schools/2937003310/school.aspx,Matagorda Independent School District,https://www.schooldigger.com/go/TX/district/29370/search.aspx,Matagorda,https://www.schooldigger.com/go/TX/city/Matagorda/search.aspx,77457,Matagorda,(979) 863-7693,Yes,No,No,(n/a),188,13,14.4,70,0,0,0,38,0,3,59,17
George E Kelly Elementary,https://www.schooldigger.com/go/TX/schools/3873004354/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78226,Bexar,(210) 223-6962,Yes,No,No,(n/a),281,16,17.5,94,0,0,0,99,0,0,1,17
Andrews Elementary,https://www.schooldigger.com/go/TX/schools/0894000293/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78723,Travis,(512) 414-1770,Yes,No,No,(n/a),657,50,13.1,97,15,0,2,77,0,1,5,17
Gibson Elementary,https://www.schooldigger.com/go/TX/schools/1527001059/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78408,Nueces,(361) 878-2500,Yes,No,No,(n/a),477,29,16.4,93,3,0,0,83,0,2,11,17
David Daniels El Academy Of Science & Math,https://www.schooldigger.com/go/TX/schools/2142002148/school.aspx,Grand Prairie Independent School District,https://www.schooldigger.com/go/TX/district/21420/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75051,Dallas,(972) 264-7803,Yes,No,No,(n/a),653,45,14.5,91,39,0,0,50,0,1,9,16.9
Frederick Douglass Elementary,https://www.schooldigger.com/go/TX/schools/1623006682/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75227,Dallas,(972) 794-1400,Yes,No,No,(n/a),566,40,14.1,92,53,0,0,45,0,1,2,16.9
George Washington Carver Elementary,https://www.schooldigger.com/go/TX/schools/2511002799/school.aspx,Karnack Independent School District,https://www.schooldigger.com/go/TX/district/25110/search.aspx,Karnack,https://www.schooldigger.com/go/TX/city/Karnack/search.aspx,75661,Harrison,(903) 679-3111,Yes,No,No,(n/a),127,10,12.7,98,54,1,0,14,0,13,18,16.9
Dixie Elementary,https://www.schooldigger.com/go/TX/schools/4347004932/school.aspx,Tyler Independent School District,https://www.schooldigger.com/go/TX/district/43470/search.aspx,Tyler,https://www.schooldigger.com/go/TX/city/Tyler/search.aspx,75704,Smith,(903) 262-2040,Yes,No,No,(n/a),589,40,14.7,86,34,0,1,53,0,2,10,16.9
Albert Sidney Johnston Elementary,https://www.schooldigger.com/go/TX/schools/1623001290/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75203,Dallas,(972) 925-7400,Yes,No,No,(n/a),494,36,13.7,90,51,0,0,48,0,1,1,16.9
Brooke Elementary,https://www.schooldigger.com/go/TX/schools/0894000303/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78702,Travis,(512) 414-2043,Yes,No,No,(n/a),347,28,12.3,91,12,0,0,84,0,1,4,16.9
Hommel Elementary,https://www.schooldigger.com/go/TX/schools/1881001759/school.aspx,Everman Independent School District,https://www.schooldigger.com/go/TX/district/18810/search.aspx,Everman,https://www.schooldigger.com/go/TX/city/Everman/search.aspx,76140,Tarrant,(817) 568-3540,Yes,No,No,(n/a),381,22,17.3,92,26,0,0,66,0,1,7,16.8
S S Conner Elementary,https://www.schooldigger.com/go/TX/schools/1623001240/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75228,Dallas,(972) 749-8200,Yes,No,No,(n/a),733,41,17.8,89,43,0,0,55,0,1,2,16.8
Kirkpatrick Elementary,https://www.schooldigger.com/go/TX/schools/1970001872/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76106,Tarrant,(817) 814-4600,Yes,No,No,(n/a),438,27,16.2,96,9,0,2,85,0,0,4,16.8
Charles Graebner Elementary,https://www.schooldigger.com/go/TX/schools/3873004334/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78225,Bexar,(210) 923-3161,Yes,No,No,(n/a),831,48,17.3,92,0,0,0,99,0,0,1,16.7
Dean Highland Elementary,https://www.schooldigger.com/go/TX/schools/4428005034/school.aspx,Waco Independent School District,https://www.schooldigger.com/go/TX/district/44280/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76707,McLennan,(254) 752-3751,Yes,No,No,(n/a),762,45,16.9,92,31,0,0,57,0,2,10,16.7
Rogers Elementary,https://www.schooldigger.com/go/TX/schools/3873004391/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 734-5721,Yes,No,No,(n/a),689,40,17.2,95,1,0,0,98,0,0,1,16.7
Scotland Park Elementary,https://www.schooldigger.com/go/TX/schools/4578011915/school.aspx,Wichita Falls Independent School District,https://www.schooldigger.com/go/TX/district/45780/search.aspx,Wichita Falls,https://www.schooldigger.com/go/TX/city/Wichita+Falls/search.aspx,76306,Wichita,(940) 235-1180,Yes,No,Yes,(n/a),542,40,13.5,97,20,2,0,53,0,3,21,16.7
Herff Elementary,https://www.schooldigger.com/go/TX/schools/3873004357/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78210,Bexar,(210) 533-7500,Yes,No,No,(n/a),519,31,16.7,97,6,0,0,93,0,1,0,16.6
Christene C Moss Elementary,https://www.schooldigger.com/go/TX/schools/1970001858/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76119,Tarrant,(817) 815-3600,Yes,No,No,(n/a),436,27,16.1,84,66,0,0,31,0,1,2,16.6
Pearsall Intermediate,https://www.schooldigger.com/go/TX/schools/3447003868/school.aspx,Pearsall Independent School District,https://www.schooldigger.com/go/TX/district/34470/search.aspx,Pearsall,https://www.schooldigger.com/go/TX/city/Pearsall/search.aspx,78061,Frio,(830) 334-3316,Yes,No,No,(n/a),506,30,16.8,81,1,0,0,93,0,0,6,16.6
Northline Elementary,https://www.schooldigger.com/go/TX/schools/2364002543/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77076,Harris,(713) 696-2890,Yes,No,No,(n/a),637,38,16.7,86,3,1,0,94,0,0,2,16.6
Pugh Elementary,https://www.schooldigger.com/go/TX/schools/2364002561/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77020,Harris,(713) 671-3820,Yes,No,Yes,(n/a),431,28,15.3,95,1,1,0,98,0,0,1,16.6
Johnson Elementary,https://www.schooldigger.com/go/TX/schools/1830001696/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79912,El Paso,(915) 832-3940,Yes,No,No,(n/a),551,37,14.8,91,2,0,1,94,0,0,3,16.6
Post Elementary,https://www.schooldigger.com/go/TX/schools/3549004025/school.aspx,Post Independent School District,https://www.schooldigger.com/go/TX/district/35490/search.aspx,Post,https://www.schooldigger.com/go/TX/city/Post/search.aspx,79356,Garza,(806) 495-3414,Yes,No,No,(n/a),448,34,13.1,70,5,1,0,59,0,3,32,16.5
Cranfills Gap School,https://www.schooldigger.com/go/TX/schools/1557001129/school.aspx,Cranfills Gap Independent School District,https://www.schooldigger.com/go/TX/district/15570/search.aspx,Cranfills Gap,https://www.schooldigger.com/go/TX/city/Cranfills+Gap/search.aspx,76637,Bosque,(254) 597-2505,Yes,No,No,(n/a),125,13,9.6,66,1,0,0,29,0,2,69,16.5
Brookhollow Elementary,https://www.schooldigger.com/go/TX/schools/2855007766/school.aspx,Lufkin Independent School District,https://www.schooldigger.com/go/TX/district/28550/search.aspx,Lufkin,https://www.schooldigger.com/go/TX/city/Lufkin/search.aspx,75904,Angelina,(936) 634-8415,Yes,No,No,(n/a),332,23,14.4,83,37,0,3,33,0,3,24,16.5
Crockett Elementary,https://www.schooldigger.com/go/TX/schools/1527001049/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78416,Nueces,(361) 878-2220,Yes,No,No,(n/a),497,29,17.1,97,1,0,0,92,0,0,7,16.5
Sabinal Elementary,https://www.schooldigger.com/go/TX/schools/3843006780/school.aspx,Sabinal Independent School District,https://www.schooldigger.com/go/TX/district/38430/search.aspx,Sabinal,https://www.schooldigger.com/go/TX/city/Sabinal/search.aspx,78881,Uvalde,(830) 988-2436,Yes,No,No,(n/a),211,19,11.1,68,1,1,1,74,0,1,23,16.4
South Waco Elementary,https://www.schooldigger.com/go/TX/schools/4428006798/school.aspx,Waco Independent School District,https://www.schooldigger.com/go/TX/district/44280/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76706,McLennan,(254) 753-6802,Yes,No,No,(n/a),555,32,17.3,98,44,0,2,46,0,1,7,16.4
Raye-Allen Elementary,https://www.schooldigger.com/go/TX/schools/4233007787/school.aspx,Temple Independent School District,https://www.schooldigger.com/go/TX/district/42330/search.aspx,Temple,https://www.schooldigger.com/go/TX/city/Temple/search.aspx,76502,Bell,(254) 215-5800,Yes,No,No,(n/a),492,31,15.8,82,50,0,3,28,0,4,16,16.4
Mesa Verde Elementary,https://www.schooldigger.com/go/TX/schools/0813000166/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79107,Potter,(806) 326-4800,Yes,No,No,(n/a),532,36,14.7,93,19,0,11,56,1,3,11,16.4
Elisha M Pease Elementary,https://www.schooldigger.com/go/TX/schools/1623001327/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(214) 932-3800,Yes,No,No,(n/a),541,33,16.3,91,94,0,0,5,0,0,1,16.4
Hubbard Elementary,https://www.schooldigger.com/go/TX/schools/1970001869/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76115,Tarrant,(817) 814-7500,Yes,No,No,(n/a),694,38,18.2,95,2,0,0,96,0,1,1,16.3
Sudderth Elementary,https://www.schooldigger.com/go/TX/schools/3117003508/school.aspx,Monahans-Wickett-Pyote Independent School District,https://www.schooldigger.com/go/TX/district/31170/search.aspx,Monahans,https://www.schooldigger.com/go/TX/city/Monahans/search.aspx,79756,Ward,(432) 943-2414,Yes,No,No,(n/a),522,32,16.3,55,3,0,0,62,0,1,34,16.3
Clara Oliver Elementary,https://www.schooldigger.com/go/TX/schools/1623001235/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(972) 749-3400,Yes,No,No,(n/a),384,32,12,89,69,1,0,30,0,0,1,16.3
Rayburn Elementary,https://www.schooldigger.com/go/TX/schools/2247002265/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 989-3200,Yes,No,No,(n/a),464,29,16,94,0,0,0,99,0,0,1,16.3
Meadows Elementary,https://www.schooldigger.com/go/TX/schools/3510003966/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Plano,https://www.schooldigger.com/go/TX/city/Plano/search.aspx,75074,Collin,(469) 752-2400,Yes,No,No,(n/a),526,52,10.1,89,11,0,1,76,0,3,9,16.2
Juan N Seguin Elementary,https://www.schooldigger.com/go/TX/schools/2142010593/school.aspx,Grand Prairie Independent School District,https://www.schooldigger.com/go/TX/district/21420/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75051,Dallas,(972) 522-7100,Yes,No,No,(n/a),546,35,15.6,85,8,0,2,80,0,1,9,16.2
Blanket School,https://www.schooldigger.com/go/TX/schools/1038005661/school.aspx,Blanket Independent School District,https://www.schooldigger.com/go/TX/district/10380/search.aspx,Blanket,https://www.schooldigger.com/go/TX/city/Blanket/search.aspx,76432,Brown,(325) 748-3341,Yes,No,No,(n/a),210,21,10,49,2,2,1,25,1,1,69,16.2
Booker T Washington Elementary,https://www.schooldigger.com/go/TX/schools/1836001727/school.aspx,Elgin Independent School District,https://www.schooldigger.com/go/TX/district/18360/search.aspx,Elgin,https://www.schooldigger.com/go/TX/city/Elgin/search.aspx,78621,Bastrop,(512) 281-3411,Yes,No,No,(n/a),610,40,15.2,80,10,0,0,66,0,2,23,16.2
Stewart Elementary,https://www.schooldigger.com/go/TX/schools/2331002369/school.aspx,Hitchcock Independent School District,https://www.schooldigger.com/go/TX/district/23310/search.aspx,Hitchcock,https://www.schooldigger.com/go/TX/city/Hitchcock/search.aspx,77563,Galveston,(409) 316-6543,Yes,No,No,(n/a),290,18,16.1,77,43,0,0,27,0,2,28,16.2
Peach Creek Elementary,https://www.schooldigger.com/go/TX/schools/4107004668/school.aspx,Splendora Independent School District,https://www.schooldigger.com/go/TX/district/41070/search.aspx,Splendora,https://www.schooldigger.com/go/TX/city/Splendora/search.aspx,77372,Montgomery,(281) 689-3114,Yes,No,No,(n/a),496,31,16,60,1,1,0,23,0,1,75,16.2
East Handley Elementary,https://www.schooldigger.com/go/TX/schools/1970001855/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76112,Tarrant,(817) 815-4400,Yes,No,No,(n/a),501,25,20,81,35,0,1,50,1,4,10,16.2
Fannin Elementary,https://www.schooldigger.com/go/TX/schools/1179006830/school.aspx,Bryan Independent School District,https://www.schooldigger.com/go/TX/district/11790/search.aspx,Bryan,https://www.schooldigger.com/go/TX/city/Bryan/search.aspx,77803,Brazos,(979) 209-3800,Yes,No,No,(n/a),476,31,15.3,93,20,0,0,70,0,1,8,16.1
North Heights Elementary,https://www.schooldigger.com/go/TX/schools/3890004441/school.aspx,San Felipe-Del Rio Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/38900/search.aspx,Del Rio,https://www.schooldigger.com/go/TX/city/Del+Rio/search.aspx,78840,Val Verde,(830) 778-4777,Yes,No,No,(n/a),703,42,16.7,84,1,0,0,96,0,0,3,16.1
