School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Mason Senior High School,https://www.schooldigger.com/go/MI/schools/2310006001/school.aspx,Mason Consolidated Schools (Monroe),https://www.schooldigger.com/go/MI/district/23100/search.aspx,2400 Mason Eagle Dr,Erie,https://www.schooldigger.com/go/MI/city/Erie/search.aspx,48133,Monroe County,(734) 848-9353,No,No,No,No,337,18.5,18.2,35.9,2.7,1.8,0.3,8.6,0,0.9,85.8,25.5
Ravenna High School,https://www.schooldigger.com/go/MI/schools/2937006516/school.aspx,Ravenna Public Schools,https://www.schooldigger.com/go/MI/district/29370/search.aspx,2766 South Ravenna Rd,Ravenna,https://www.schooldigger.com/go/MI/city/Ravenna/search.aspx,49451,Muskegon County,(231) 853-2218,No,No,No,No,341,16.2,20.9,41.1,1.5,0.6,0.6,8.2,0,2.1,87.1,25.4
Holland High School,https://www.schooldigger.com/go/MI/schools/1842005512/school.aspx,Holland City School District,https://www.schooldigger.com/go/MI/district/18420/search.aspx,600 Van Raalte Ave,Holland,https://www.schooldigger.com/go/MI/city/Holland/search.aspx,49423,Ottawa County,(616) 494-2200,No,No,No,No,1055,54.3,19.4,58.5,7.5,0,2.6,49.5,0.1,4.5,35.9,25.3
ClimaxScotts High School,https://www.schooldigger.com/go/MI/schools/1002004485/school.aspx,Climax-Scotts Community Schools,https://www.schooldigger.com/go/MI/district/10020/search.aspx,372 South Main St,Climax,https://www.schooldigger.com/go/MI/city/Climax/search.aspx,49034,Kalamazoo County,(269) 746-2301,No,No,No,No,263,16.6,15.7,44.9,0.8,0,1.1,11.4,0,3,83.7,25
Shelby High School,https://www.schooldigger.com/go/MI/schools/3132006736/school.aspx,Shelby Public Schools,https://www.schooldigger.com/go/MI/district/31320/search.aspx,641 North State St,Shelby,https://www.schooldigger.com/go/MI/city/Shelby/search.aspx,49455,Oceana County,(231) 861-4452,No,No,No,No,399,20.1,19.8,77.4,1.5,0.3,0,39.8,0,1.5,56.9,25
Pittsford Area High School,https://www.schooldigger.com/go/MI/schools/2850006398/school.aspx,Pittsford Area Schools,https://www.schooldigger.com/go/MI/district/28500/search.aspx,9304 Hamilton Rd,Pittsford,https://www.schooldigger.com/go/MI/city/Pittsford/search.aspx,49271,Hillsdale County,(517) 523-3481,No,No,No,No,222,11.1,19.8,66.2,1.8,0,0,3.2,0,3.2,91.9,25
LakeVille High School,https://www.schooldigger.com/go/MI/schools/2094005766/school.aspx,LakeVille Community School District,https://www.schooldigger.com/go/MI/district/20940/search.aspx,12455 Wilson Rd,Otisville,https://www.schooldigger.com/go/MI/city/Otisville/search.aspx,48463,Genesee County,(810) 591-4054,No,No,No,No,409,18,22.7,51.1,1.2,0.2,0.2,4.9,0,2.2,91.2,24.9
Centreville Junior Senior High School,https://www.schooldigger.com/go/MI/schools/0867004417/school.aspx,Centreville Public Schools,https://www.schooldigger.com/go/MI/district/08670/search.aspx,190 Hogan St,Centreville,https://www.schooldigger.com/go/MI/city/Centreville/search.aspx,49032,St. Joseph County,(269) 467-5210,No,No,No,No,379,20.1,18.7,40.6,0.8,0.3,0.3,2.9,0,3.2,92.6,24.8
Eastern High School,https://www.schooldigger.com/go/MI/schools/2115005792/school.aspx,Lansing Public School District,https://www.schooldigger.com/go/MI/district/21150/search.aspx,626 Marshall St,Lansing,https://www.schooldigger.com/go/MI/city/Lansing/search.aspx,48912,Ingham County,(517) 755-1050,Yes,No,Yes,No,1084,57.6,18.7,72,33.8,0.6,3.5,26.2,0,11.5,24.4,24.8
John Glenn High School,https://www.schooldigger.com/go/MI/schools/0001503890/school.aspx,Wayne-Westland Community School District,https://www.schooldigger.com/go/MI/district/00015/search.aspx,36105 Marquette St,Westland,https://www.schooldigger.com/go/MI/city/Westland/search.aspx,48185,Wayne County,(734) 419-2323,No,No,No,No,1580,66,23.9,59.1,36.3,0.3,1.9,6.1,0.1,3,52.3,24.7
Onaway Senior High School,https://www.schooldigger.com/go/MI/schools/2640006289/school.aspx,Onaway Area Community School District,https://www.schooldigger.com/go/MI/district/26400/search.aspx,4549 M 33,Onaway,https://www.schooldigger.com/go/MI/city/Onaway/search.aspx,49765,Presque Isle County,(989) 733-4800,No,No,No,No,171,7.7,22,60.8,1.2,0.6,0,2.3,0,5.3,90.6,24.6
Port Huron High School,https://www.schooldigger.com/go/MI/schools/2883006475/school.aspx,Port Huron Area School District,https://www.schooldigger.com/go/MI/district/28830/search.aspx,2215 Court St,Port Huron,https://www.schooldigger.com/go/MI/city/Port+Huron/search.aspx,48060,St. Clair County,(810) 984-2611,No,No,No,No,1237,57.5,21.5,62.3,9.6,0.2,1,9.3,0.2,10.1,69.7,24.2
Concord High School,https://www.schooldigger.com/go/MI/schools/1065004538/school.aspx,Concord Community Schools,https://www.schooldigger.com/go/MI/district/10650/search.aspx,219 Monroe St,Concord,https://www.schooldigger.com/go/MI/city/Concord/search.aspx,49237,Jackson County,(517) 524-8384,No,No,No,No,234,14.3,16.2,53.8,10.7,0.9,0.4,9,0,4.7,74.4,24.2
Mancelona High School,https://www.schooldigger.com/go/MI/schools/2235005949/school.aspx,Mancelona Public Schools,https://www.schooldigger.com/go/MI/district/22350/search.aspx,9300 Limits W,Mancelona,https://www.schooldigger.com/go/MI/city/Mancelona/search.aspx,49659,Antrim County,(231) 587-8551,No,No,No,No,312,14.4,21.6,66.3,0.6,0,0.3,3.5,0,3.5,92,24
Reed City High School,https://www.schooldigger.com/go/MI/schools/2949006534/school.aspx,Reed City Area Public Schools,https://www.schooldigger.com/go/MI/district/29490/search.aspx,225 West Church Ave,Reed City,https://www.schooldigger.com/go/MI/city/Reed+City/search.aspx,49677,Osceola County,(231) 832-2224,No,No,No,No,444,21.3,20.8,51.8,0,0.5,0.2,1.1,0.2,2,95.9,23.9
Sturgis High School,https://www.schooldigger.com/go/MI/schools/3309006864/school.aspx,Sturgis Public Schools,https://www.schooldigger.com/go/MI/district/33090/search.aspx,216 Vinewood Ave,Sturgis,https://www.schooldigger.com/go/MI/city/Sturgis/search.aspx,49091,St. Joseph County,(269) 659-1515,No,No,No,No,981,45.6,21.4,50.4,2,0,1.4,38.2,0,2.4,55.9,23.9
Hillman Community JrSr High School,https://www.schooldigger.com/go/MI/schools/1836005503/school.aspx,Hillman Community Schools,https://www.schooldigger.com/go/MI/district/18360/search.aspx,26042 M 32 S,Hillman,https://www.schooldigger.com/go/MI/city/Hillman/search.aspx,49746,Montmorency County,(989) 742-4538,No,No,Yes,No,255,15,17,57.6,0,3.5,0.4,3.1,0,3.1,89.8,23.4
Garden City High School,https://www.schooldigger.com/go/MI/schools/1554005213/school.aspx,Garden City Public Schools,https://www.schooldigger.com/go/MI/district/15540/search.aspx,6500 Middlebelt Rd,Garden City,https://www.schooldigger.com/go/MI/city/Garden+City/search.aspx,48135,Wayne County,(734) 762-8350,No,No,No,No,882,51.8,17,45.9,7.8,0.3,1.1,6.1,0.1,2.5,82,23.2
Luther L Wright K12 School,https://www.schooldigger.com/go/MI/schools/1947005612/school.aspx,Ironwood Area Schools of Gogebic County,https://www.schooldigger.com/go/MI/district/19470/search.aspx,650 East Ayer St,Ironwood,https://www.schooldigger.com/go/MI/city/Ironwood/search.aspx,49938,Gogebic County,(906) 932-0932,Yes,No,No,No,707,49.3,14.3,54.5,0.7,1.8,0.6,2.4,0,5.5,89,22.8
Marcellus High School,https://www.schooldigger.com/go/MI/schools/2274005973/school.aspx,Marcellus Community Schools,https://www.schooldigger.com/go/MI/district/22740/search.aspx,303 Arbor St E,Marcellus,https://www.schooldigger.com/go/MI/city/Marcellus/search.aspx,49067,Cass County,(269) 646-5081,No,No,No,No,298,17.4,17.1,61.4,1.3,0,0.7,2,0.3,2.7,93,22.8
Sterling Heights Senior High School,https://www.schooldigger.com/go/MI/schools/3519007112/school.aspx,Warren Consolidated Schools,https://www.schooldigger.com/go/MI/district/35190/search.aspx,12901 15 Mile Rd,Sterling Heights,https://www.schooldigger.com/go/MI/city/Sterling+Heights/search.aspx,48312,Macomb County,(586) 698-4249,No,No,No,No,1469,64.9,22.6,77.1,9.7,0.1,11.5,1.7,0.1,1.8,75,22.7
Warren Mott High School,https://www.schooldigger.com/go/MI/schools/3519007088/school.aspx,Warren Consolidated Schools,https://www.schooldigger.com/go/MI/district/35190/search.aspx,3131 East 12 Mile Rd,Warren,https://www.schooldigger.com/go/MI/city/Warren/search.aspx,48092,Macomb County,(586) 574-3250,No,No,No,No,1448,60.9,23.7,70.2,15,0.1,24.4,1.5,0.1,2.7,56.2,22.5
Engadine Schools,https://www.schooldigger.com/go/MI/schools/1560008159/school.aspx,Engadine Consolidated Schools,https://www.schooldigger.com/go/MI/district/15600/search.aspx,W 13920 Melville St Engadine M,Engadine,https://www.schooldigger.com/go/MI/city/Engadine/search.aspx,49827,Mackinac County,(906) 477-6313,Yes,No,No,No,257,18.8,13.6,60.3,2.3,18.3,0,1.6,0,3.1,74.7,22.4
Flat Rock Community High School,https://www.schooldigger.com/go/MI/schools/0708004305/school.aspx,Flat Rock Community Schools,https://www.schooldigger.com/go/MI/district/07080/search.aspx,25600 Seneca St,Flat Rock,https://www.schooldigger.com/go/MI/city/Flat+Rock/search.aspx,48134,Wayne County,(734) 535-6600,No,No,No,No,514,26.8,19.1,34,4.3,0,2.1,8,0,3.1,82.5,22.4
St Louis High School,https://www.schooldigger.com/go/MI/schools/3288006837/school.aspx,St. Louis Public Schools,https://www.schooldigger.com/go/MI/district/32880/search.aspx,113 East Saginaw St,Saint Louis,https://www.schooldigger.com/go/MI/city/Saint+Louis/search.aspx,48880,Gratiot County,(989) 681-2500,No,No,No,No,327,17,19.1,63.3,4.3,0,0,10.7,0,0.9,84.1,22.3
Ontonagon Area School,https://www.schooldigger.com/go/MI/schools/2655006301/school.aspx,Ontonagon Area School District,https://www.schooldigger.com/go/MI/district/26550/search.aspx,701 Parker Ave,Ontonagon,https://www.schooldigger.com/go/MI/city/Ontonagon/search.aspx,49953,Ontonagon County,(906) 813-0614,Yes,No,No,No,268,16,16.7,52.6,0.4,0,0,1.5,0,3,95.1,22.3
Grand River Preparatory High School,https://www.schooldigger.com/go/MI/schools/0109507913/school.aspx,Grand River Preparatory High School,https://www.schooldigger.com/go/MI/district/01095/search.aspx,650 52nd St SE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49548,Kent County,(616) 261-1800,Yes,Yes,No,No,633,24.8,25.4,68.1,19.1,0.2,2.4,48.5,0.5,7.4,22,22.1
Bloomingdale Middle and High School,https://www.schooldigger.com/go/MI/schools/0627004247/school.aspx,Bloomingdale Public School District,https://www.schooldigger.com/go/MI/district/06270/search.aspx,629 East Kalamazoo St,Bloomingdale,https://www.schooldigger.com/go/MI/city/Bloomingdale/search.aspx,49026,Van Buren County,(269) 521-3910,No,No,No,No,606,33,18.3,77.6,4.3,0.5,0,37.6,0,1.7,55.9,22
Leslie High School,https://www.schooldigger.com/go/MI/schools/2145005852/school.aspx,Leslie Public Schools,https://www.schooldigger.com/go/MI/district/21450/search.aspx,4141 Hull Rd,Leslie,https://www.schooldigger.com/go/MI/city/Leslie/search.aspx,49251,Ingham County,(517) 589-9500,No,No,No,No,350,21,16.6,36.6,0.9,0,0.9,1.4,0,1.4,95.4,21.8
Pine River Area High School,https://www.schooldigger.com/go/MI/schools/2820006393/school.aspx,Pine River Area Schools,https://www.schooldigger.com/go/MI/district/28200/search.aspx,17445 Pine River Rd,Leroy,https://www.schooldigger.com/go/MI/city/Leroy/search.aspx,49655,Osceola County,(231) 829-3841,No,No,No,No,435,19.1,22.7,41.6,2.5,0.7,0,3.7,0,0.2,92.9,21.8
LaSalle High School,https://www.schooldigger.com/go/MI/schools/0001203862/school.aspx,St. Ignace Area Schools,https://www.schooldigger.com/go/MI/district/00012/search.aspx,443 Portage St,Saint Ignace,https://www.schooldigger.com/go/MI/city/Saint+Ignace/search.aspx,49781,Mackinac County,(906) 643-8800,No,No,No,No,215,10.1,21.2,36.7,3.7,54.4,0.9,0.9,0,2.3,37.7,21.7
Manton Consolidated High School,https://www.schooldigger.com/go/MI/schools/2250005966/school.aspx,Manton Consolidated Schools,https://www.schooldigger.com/go/MI/district/22500/search.aspx,105 5th St,Manton,https://www.schooldigger.com/go/MI/city/Manton/search.aspx,49663,Wexford County,(231) 824-6411,No,No,No,No,280,17.6,15.8,61.8,0.4,0,0,3.9,0,1.8,93.9,21.4
Pennfield Senior High School,https://www.schooldigger.com/go/MI/schools/2781006362/school.aspx,Pennfield Schools,https://www.schooldigger.com/go/MI/district/27810/search.aspx,8299 Pennfield Rd,Battle Creek,https://www.schooldigger.com/go/MI/city/Battle+Creek/search.aspx,49017,Calhoun County,(269) 961-9770,No,No,No,No,684,32.4,21.1,42,5.3,1.2,0.4,5.4,0.1,5.6,82,21.3
GalesburgAugusta High School,https://www.schooldigger.com/go/MI/schools/1545005205/school.aspx,Galesburg-Augusta Community Schools,https://www.schooldigger.com/go/MI/district/15450/search.aspx,1076 North 37th St,Galesburg,https://www.schooldigger.com/go/MI/city/Galesburg/search.aspx,49053,Kalamazoo County,(269) 484-2010,No,No,No,No,375,23.4,15.9,48,1.3,0,0.3,3.7,0,4.8,89.9,21.1
Lakeview High School,https://www.schooldigger.com/go/MI/schools/2091005764/school.aspx,Lakeview Community Schools (Montcalm),https://www.schooldigger.com/go/MI/district/20910/search.aspx,9800 Youngman Rd,Lakeview,https://www.schooldigger.com/go/MI/city/Lakeview/search.aspx,48850,Montcalm County,(989) 352-7221,Yes,No,No,No,391,19.5,20,49.1,1.3,0.3,0.3,2.8,0,1.8,93.6,21.1
WhittemorePrescott JrSr High School,https://www.schooldigger.com/go/MI/schools/3639007223/school.aspx,Whittemore-Prescott Area Schools,https://www.schooldigger.com/go/MI/district/36390/search.aspx,6001 Mills Rd,Whittemore,https://www.schooldigger.com/go/MI/city/Whittemore/search.aspx,48770,Iosco County,(989) 756-2501,Yes,No,No,No,339,17.5,19.3,78.8,0,1.8,0,3.2,0,3.5,91.4,21
Athens JuniorSenor High School,https://www.schooldigger.com/go/MI/schools/0351004048/school.aspx,Athens Area Schools,https://www.schooldigger.com/go/MI/district/03510/search.aspx,300 East Holcomb St,Athens,https://www.schooldigger.com/go/MI/city/Athens/search.aspx,49011,Calhoun County,(269) 729-5414,Yes,No,No,No,249,18.8,13.1,42.2,1.2,2.8,0,2.8,0,6.4,86.7,20.9
Lawrence JrSr High School,https://www.schooldigger.com/go/MI/schools/2121005845/school.aspx,Lawrence Public Schools,https://www.schooldigger.com/go/MI/district/21210/search.aspx,650 West Saint Joseph St,Lawrence,https://www.schooldigger.com/go/MI/city/Lawrence/search.aspx,49064,Van Buren County,(269) 674-8232,No,No,No,No,255,15,16.9,65.5,2,0,0.4,32.9,0,2.7,62,20.5
Harrison Community High School,https://www.schooldigger.com/go/MI/schools/1782005444/school.aspx,Harrison Community Schools,https://www.schooldigger.com/go/MI/district/17820/search.aspx,700 South 5th St,Harrison,https://www.schooldigger.com/go/MI/city/Harrison/search.aspx,48625,Clare County,(989) 539-7417,No,No,No,No,354,18.5,19.1,71.8,1.7,0.3,0.8,2.5,0.3,0.8,93.5,20.5
Lincoln Senior High School,https://www.schooldigger.com/go/MI/schools/2157005855/school.aspx,Lincoln Consolidated School District,https://www.schooldigger.com/go/MI/district/21570/search.aspx,7425 Willis Rd,Ypsilanti,https://www.schooldigger.com/go/MI/city/Ypsilanti/search.aspx,48197,Washtenaw County,(734) 484-7004,No,No,No,No,1047,53.3,19.6,48.3,30.2,0.1,1.5,7.6,0.3,7,53.3,20.3
Vassar Senior High School,https://www.schooldigger.com/go/MI/schools/3471007056/school.aspx,Vassar Public Schools,https://www.schooldigger.com/go/MI/district/34710/search.aspx,220 Athletic St,Vassar,https://www.schooldigger.com/go/MI/city/Vassar/search.aspx,48768,Tuscola County,(989) 823-8534,No,No,No,No,489,26.5,18.4,65.4,3.1,0.6,0,7.2,0.4,2,86.7,20.1
Homer Community High School,https://www.schooldigger.com/go/MI/schools/1854005538/school.aspx,Homer Community School District,https://www.schooldigger.com/go/MI/district/18540/search.aspx,403 South Hillsdale St,Homer,https://www.schooldigger.com/go/MI/city/Homer/search.aspx,49245,Calhoun County,(517) 568-4464,No,No,No,No,315,16.6,18.9,50.8,0.3,0,0.3,2.2,0,3.8,93.3,19.7
Wolverine MiddleHigh School,https://www.schooldigger.com/go/MI/schools/3648007238/school.aspx,Wolverine Community School District,https://www.schooldigger.com/go/MI/district/36480/search.aspx,13131 Brook St,Wolverine,https://www.schooldigger.com/go/MI/city/Wolverine/search.aspx,49799,Cheboygan County,(231) 525-8201,No,No,No,No,146,9.2,15.8,78.8,0.7,4.8,1.4,2.7,0,6.2,84.2,19.7
Comstock High School,https://www.schooldigger.com/go/MI/schools/1059004525/school.aspx,Comstock Public Schools,https://www.schooldigger.com/go/MI/district/10590/search.aspx,2107 North 26th St,Kalamazoo,https://www.schooldigger.com/go/MI/city/Kalamazoo/search.aspx,49048,Kalamazoo County,(269) 250-8700,No,No,No,No,423,23.3,18.1,54.4,20.8,0.7,2.4,11.1,0,9,56,19.6
Adrian High School,https://www.schooldigger.com/go/MI/schools/0195003927/school.aspx,Adrian Public Schools,https://www.schooldigger.com/go/MI/district/01950/search.aspx,785 Riverside Ave,Adrian,https://www.schooldigger.com/go/MI/city/Adrian/search.aspx,49221,Lenawee County,(517) 263-2181,No,No,No,No,778,40,19.4,62.1,5.4,0.3,1.3,33.4,0,5.1,54.5,19.5
Merrill High School,https://www.schooldigger.com/go/MI/schools/2361006040/school.aspx,Merrill Community Schools,https://www.schooldigger.com/go/MI/district/23610/search.aspx,555 West Alice St,Merrill,https://www.schooldigger.com/go/MI/city/Merrill/search.aspx,48637,Saginaw County,(989) 643-7231,No,No,No,No,223,9.5,23.3,54.7,0,0.4,0,5.8,0,3.6,90.1,19.3
Bentley Senior High School,https://www.schooldigger.com/go/MI/schools/0480004160/school.aspx,Bentley Community School District,https://www.schooldigger.com/go/MI/district/04800/search.aspx,1150 North Belsay Rd,Burton,https://www.schooldigger.com/go/MI/city/Burton/search.aspx,48509,Genesee County,(810) 591-9516,No,No,No,No,254,14.2,17.8,84.6,11.4,0.4,0.8,8.7,0,2.4,76.4,19.3
Beaverton JuniorSenior High School,https://www.schooldigger.com/go/MI/schools/0444004125/school.aspx,Beaverton Schools,https://www.schooldigger.com/go/MI/district/04440/search.aspx,3090 Crockett Rd,Beaverton,https://www.schooldigger.com/go/MI/city/Beaverton/search.aspx,48612,Gladwin County,(989) 246-3010,No,No,Yes,No,461,22.9,20,64.6,0.4,0,0,4.3,0.2,2.6,92.4,19.2
Michigan Online School,https://www.schooldigger.com/go/MI/schools/0111208844/school.aspx,Michigan Online School,https://www.schooldigger.com/go/MI/district/01112/search.aspx,209 S State St,Gobles,https://www.schooldigger.com/go/MI/city/Gobles/search.aspx,49055,Van Buren County,(269) 216-6972,Yes,Yes,No,Yes,734,15,48.9,62.8,19.9,1.6,0.4,7.5,0.1,8,62.4,18.8
Wyoming High School,https://www.schooldigger.com/go/MI/schools/3657007264/school.aspx,Wyoming Public Schools,https://www.schooldigger.com/go/MI/district/36570/search.aspx,1350 Prairie Pkwy SW,Wyoming,https://www.schooldigger.com/go/MI/city/Wyoming/search.aspx,49509,Kent County,(616) 530-7580,Yes,No,No,No,921,40.8,22.5,82.5,14.8,0.2,2.7,48.4,0,6.2,27.7,18.8
Lake City High School,https://www.schooldigger.com/go/MI/schools/2061007749/school.aspx,Lake City Area School District,https://www.schooldigger.com/go/MI/district/20610/search.aspx,251 Russell St,Lake City,https://www.schooldigger.com/go/MI/city/Lake+City/search.aspx,49651,Missaukee County,(231) 839-6600,No,No,No,No,385,20.5,18.6,69.1,0.5,0.5,1,3.1,0,5.2,89.6,18.8
Countryside Academy MiddleHigh School,https://www.schooldigger.com/go/MI/schools/0014200804/school.aspx,Countryside Academy,https://www.schooldigger.com/go/MI/district/00142/search.aspx,4800 Meadowbrook Rd,Benton Harbor,https://www.schooldigger.com/go/MI/city/Benton+Harbor/search.aspx,49022,Berrien County,(269) 944-3319,No,Yes,No,No,353,23.2,15.2,87.3,47.6,0,0.6,32.6,0,2.8,16.4,18.7
Michigan Great Lakes Virtual Academy,https://www.schooldigger.com/go/MI/schools/0107008516/school.aspx,Michigan Great Lakes Virtual Academy,https://www.schooldigger.com/go/MI/district/01070/search.aspx,1309 Madison Rd,Manistee,https://www.schooldigger.com/go/MI/city/Manistee/search.aspx,49660,Manistee County,(231) 794-5999,Yes,Yes,No,Yes,3444,161.7,21.2,76.1,22.1,0.3,0.8,7.9,0.1,9.4,59.4,18.6
Atlanta Community Schools,https://www.schooldigger.com/go/MI/schools/0357004057/school.aspx,Atlanta Community Schools,https://www.schooldigger.com/go/MI/district/03570/search.aspx,10500 County Road 489,Atlanta,https://www.schooldigger.com/go/MI/city/Atlanta/search.aspx,49709,Montmorency County,(989) 785-4842,Yes,No,No,No,233,13.1,17.7,64.8,1.3,0,0.4,0.4,0.4,3.9,93.6,18.6
Montabella JuniorSenior High,https://www.schooldigger.com/go/MI/schools/1296004994/school.aspx,Montabella Community Schools,https://www.schooldigger.com/go/MI/district/12960/search.aspx,1324 E North County Line Rd,Blanchard,https://www.schooldigger.com/go/MI/city/Blanchard/search.aspx,49310,Montcalm County,(989) 427-5175,Yes,No,No,No,330,21.1,15.5,69.7,0.6,0.3,0.9,6.1,0,4.5,87.6,18.5
Decatur Junior Senior High School,https://www.schooldigger.com/go/MI/schools/1167004624/school.aspx,Decatur Public Schools,https://www.schooldigger.com/go/MI/district/11670/search.aspx,110 Cedar St,Decatur,https://www.schooldigger.com/go/MI/city/Decatur/search.aspx,49045,Van Buren County,(269) 423-6851,Yes,No,No,No,380,19.2,19.7,60.8,1.3,0.5,0.8,19.7,0,6.8,70.8,18.5
Orchard View High School,https://www.schooldigger.com/go/MI/schools/2676006304/school.aspx,Orchard View Schools,https://www.schooldigger.com/go/MI/district/26760/search.aspx,16 North Quarterline Rd,Muskegon,https://www.schooldigger.com/go/MI/city/Muskegon/search.aspx,49442,Muskegon County,(231) 760-1400,No,No,Yes,No,605,30.6,19.7,70.6,20.7,0.7,1.7,6.6,0.2,5.1,65.1,18.5
Oscoda Area High School,https://www.schooldigger.com/go/MI/schools/2697006312/school.aspx,Oscoda Area Schools,https://www.schooldigger.com/go/MI/district/26970/search.aspx,3550 East River Rd,Oscoda,https://www.schooldigger.com/go/MI/city/Oscoda/search.aspx,48750,Iosco County,(989) 739-9121,Yes,No,No,No,499,28.5,17.4,57.7,1.2,0.2,0.6,5.2,0,4.2,88.6,17.6
Webberville High School,https://www.schooldigger.com/go/MI/schools/3573007173/school.aspx,Webberville Community Schools,https://www.schooldigger.com/go/MI/district/35730/search.aspx,309 East Grand River Rd,Webberville,https://www.schooldigger.com/go/MI/city/Webberville/search.aspx,48892,Ingham County,(517) 521-3447,No,No,No,No,164,8.3,19.7,53.7,0,0.6,0,1.2,0,1.2,97,17.2
Madison High School,https://www.schooldigger.com/go/MI/schools/2229005943/school.aspx,Madison District Public Schools,https://www.schooldigger.com/go/MI/district/22290/search.aspx,915 East 11 Mile Rd,Madison Heights,https://www.schooldigger.com/go/MI/city/Madison+Heights/search.aspx,48071,Oakland County,(248) 548-1800,Yes,No,No,No,297,16.4,18.1,69.7,54.2,0.7,1.7,2,0,3.7,37.7,17.1
Center Line High School,https://www.schooldigger.com/go/MI/schools/0858004404/school.aspx,Center Line Public Schools,https://www.schooldigger.com/go/MI/district/08580/search.aspx,26300 Arsenal,Center Line,https://www.schooldigger.com/go/MI/city/Center+Line/search.aspx,48015,Macomb County,(586) 510-2100,No,No,No,No,533,35.9,14.8,61.4,25.9,0.2,13.5,5.1,0,7.5,47.8,16.9
Reading High School,https://www.schooldigger.com/go/MI/schools/2940006520/school.aspx,Reading Community Schools,https://www.schooldigger.com/go/MI/district/29400/search.aspx,301 Chestnut St,Reading,https://www.schooldigger.com/go/MI/city/Reading/search.aspx,49274,Hillsdale County,(517) 283-2142,No,No,Yes,No,342,18.3,18.6,47.1,1.5,0.6,0,0.6,0,2.3,95,16.1
Detroit Edison Public School Academy High School,https://www.schooldigger.com/go/MI/schools/0023208742/school.aspx,Detroit Edison Public School Academy,https://www.schooldigger.com/go/MI/district/00232/search.aspx,3402 St Aubin,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48207,Wayne County,(313) 877-9381,Yes,Yes,No,No,411,16.5,24.9,59.6,98.3,0,0,0.5,0,0.7,0.5,16
Tekonsha Schools,https://www.schooldigger.com/go/MI/schools/3375006922/school.aspx,Tekonsha Community Schools,https://www.schooldigger.com/go/MI/district/33750/search.aspx,245 South Elm St,Tekonsha,https://www.schooldigger.com/go/MI/city/Tekonsha/search.aspx,49092,Calhoun County,(517) 767-4121,Yes,No,No,No,219,15.2,14.3,63.9,0.9,0,0,7.8,0,4.6,86.8,15.9
Taylor Preparatory High School,https://www.schooldigger.com/go/MI/schools/0106108531/school.aspx,Taylor Preparatory High School,https://www.schooldigger.com/go/MI/district/01061/search.aspx,9540 Telegraph Rd,Taylor,https://www.schooldigger.com/go/MI/city/Taylor/search.aspx,48180,Wayne County,(313) 668-2100,Yes,Yes,No,No,438,20.2,21.6,64.4,42,0.2,0.7,11.6,0.2,8.2,37,15.2
Constantine High School,https://www.schooldigger.com/go/MI/schools/1075004540/school.aspx,Constantine Public School District,https://www.schooldigger.com/go/MI/district/10750/search.aspx,1 Falcon Dr,Constantine,https://www.schooldigger.com/go/MI/city/Constantine/search.aspx,49042,St. Joseph County,(269) 435-8920,No,No,No,No,429,21.4,19.9,44.1,1.9,0.7,0.5,5.1,0,1.6,90.2,15.1
LAnse Area School,https://www.schooldigger.com/go/MI/schools/0001805923/school.aspx,L'Anse Area Schools,https://www.schooldigger.com/go/MI/district/00018/search.aspx,201 North 4th St,Lanse,https://www.schooldigger.com/go/MI/city/Lanse/search.aspx,49946,Baraga County,(906) 524-6000,Yes,No,No,No,553,33.4,16.5,61.3,0.2,19.7,0.5,0.9,0.2,10.3,68.2,14.7
Mendon MiddleHigh School,https://www.schooldigger.com/go/MI/schools/2352006027/school.aspx,Mendon Community School District,https://www.schooldigger.com/go/MI/district/23520/search.aspx,148 Kirby Rd,Mendon,https://www.schooldigger.com/go/MI/city/Mendon/search.aspx,49072,St. Joseph County,(269) 496-8491,No,No,No,No,309,13.7,22.4,45.6,3.6,0,0.6,3.2,0,1.9,90.6,14.5
Union City High School,https://www.schooldigger.com/go/MI/schools/3441006983/school.aspx,Union City Community Schools,https://www.schooldigger.com/go/MI/district/34410/search.aspx,430 Saint Joseph St,Union City,https://www.schooldigger.com/go/MI/city/Union+City/search.aspx,49094,Branch County,(517) 741-8561,No,No,No,No,312,13.8,22.5,60.6,0.3,0,0,1.6,0.3,2.2,95.5,14.3
Vandercook Lake High School,https://www.schooldigger.com/go/MI/schools/3465007043/school.aspx,Vandercook Lake Public Schools,https://www.schooldigger.com/go/MI/district/34650/search.aspx,1000 East Golf Ave,Jackson,https://www.schooldigger.com/go/MI/city/Jackson/search.aspx,49203,Jackson County,(517) 782-8167,No,No,No,No,358,18.3,19.5,66.2,3.4,0,0,5,0,7.5,84.1,14.2
